input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,tls_wildcard_certificate,cdn_name,cdn,tls_expired,tls_subject_org_,tls_mismatched,final_url,csp_domains_,location,tls_self_signed
prod.or.web1.self-service.digital.business.comcast.com,403 Forbidden,403,118,prod.or.web1.self-service.digital.business.comcast.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-09T00:00:00Z,2023-12-25T23:59:59Z,CN=prod.or.web1.self-service.digital.business.comcast.com,prod.or.web1.self-service.digital.business.comcast.com,prod.web1.self-service.digital.business.comcast.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,612b680533d5c64cbf60e35808ecb649,65573348d7b19ba937a2ad7e14fc15ade70d2ddd82cc906303d03c3b34a54647,ctls,prod.or.web1.self-service.digital.business.comcast.com,443,https://prod.or.web1.self-service.digital.business.comcast.com:443,https,awselb/2.0,text/html,GET,96.102.203.21,/,1344368402,96.102.223.83,,7,False,,,,,,,,,,
prod.resident-app.thor.comcast.com,ERROR: The request could not be satisfied,503,1019,prod.resident-app.thor.comcast.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-04T00:00:00Z,2024-05-02T23:59:59Z,CN=prod.resident-app.thor.comcast.com,prod.resident-app.thor.comcast.com,prod.resident-app.thor.comcast.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,00605a0ebad32a3177b473db90babf01,c765b5a58eccf8220b8010ba51abd0036b334af980062d0ffdd92d9d9e051e00,ctls,prod.resident-app.thor.comcast.com,443,https://prod.resident-app.thor.comcast.com:443,https,CloudFront,text/html,GET,108.138.7.106,/,-322415040,2600:9000:2490:ae00:18:786c:b140:93a1,Amazon Web Services,20,False,,cloudfront,True,,,,,,,
prod.us-east-1.janus.comcast.com,,404,,,,,,,,,,,,,,,,,,,80,http://prod.us-east-1.janus.comcast.com:80,http,istio-envoy,,GET,54.234.48.138,/,-1840324437,2406:da00:ff00::3658:6adf,,1,False,,,,,,,,,,
prod.web1.self-service.digital.business.comcast.com,403 Forbidden,403,118,prod.web1.self-service.digital.business.comcast.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-12-25T23:59:59Z,CN=prod.va.web1.self-service.digital.business.comcast.com,prod.va.web1.self-service.digital.business.comcast.com,prod.web1.self-service.digital.business.comcast.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,374a16e340429706caa04605fa2449f8,a8160edbddc856b65c79279a3ea3e05f3e6e1ffb7f9322c08789a4707f95bfc1,ctls,prod.web1.self-service.digital.business.comcast.com,443,https://prod.web1.self-service.digital.business.comcast.com:443,https,awselb/2.0,text/html,GET,96.103.62.7,/,1344368402,96.102.82.253,,7,False,,,,,,,,,,
prodtest.business.wcdc.int.comcast.com,VIP HAS FAILED,404,82,prodtest.business.wcdc.int.comcast.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-05-10T00:00:00Z,2023-05-10T23:59:59Z,"CN=api.int.comcast.com, O=Comcast Corporation, ST=Pennsylvania, C=US",api.int.comcast.com,xapi.wcdc.int.xfinity.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,43281a247c19f948fa8a1c0bd45093d8,0df1902bd195dc2cf8b411a1d5a721cd9ec5a3a170ba8ef3c9002214151020ea,ctls,prodtest.business.wcdc.int.comcast.com,443,https://prodtest.business.wcdc.int.comcast.com:443,https,,text/html,GET,68.87.41.28,/,1200495206,68.87.41.28,,1,False,,,,True,Comcast Corporation,,,,,
programs.comcast.com,Service Unavailable,500,511,,,,,,,,,,,,,,,,,,80,http://programs.comcast.com:80,http,,text/html,GET,204.15.241.196,/,74509319,204.15.241.196,,21,False,,,,,,,,,,
promotion.pqa.ss.np.api-business.comcast.com,,403,23,promotion.pqa.ss.np.api-business.comcast.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-24T00:00:00Z,2024-06-21T23:59:59Z,CN=promotion.pqa.ss.np.api-business.comcast.com,promotion.pqa.ss.np.api-business.comcast.com,promotion.pqa.ss.np.api-business.comcast.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,a897b9875721f48ad1d1551a567ce48d,763226ef1eaaaa40376439bff378e648609d3c81d9779dbcde5b6b4888725962,ctls,promotion.pqa.ss.np.api-business.comcast.com,443,https://promotion.pqa.ss.np.api-business.comcast.com:443,https,,application/json,GET,34.198.183.93,/,968070783,44.205.71.90,,1,False,,,,,,,,,,
promotion.stg.ss.np.api-business.comcast.com,,403,23,promotion.stg.ss.np.api-business.comcast.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-31T00:00:00Z,2024-06-28T23:59:59Z,CN=promotion.stg.ss.np.api-business.comcast.com,promotion.stg.ss.np.api-business.comcast.com,promotion.stg.ss.np.api-business.comcast.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,679dbb1d656c4879454be41f1611a025,41ee38d2fbd28e740e9f8b5c398060cd9a397ac01ada24e44b446513daa2c284,ctls,promotion.stg.ss.np.api-business.comcast.com,443,https://promotion.stg.ss.np.api-business.comcast.com:443,https,,application/json,GET,54.90.184.252,/,968070783,54.83.249.254,,1,False,,,,,,,,,,
prov.wifi.comcast.com,,200,,prov.wifi.comcast.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-03-10T00:00:00Z,2023-03-10T23:59:59Z,"CN=wifilogin.xfinity.com, O=Comcast Corporation, ST=Pennsylvania, C=US",wifilogin.xfinity.com,xfinitywifi.comcast.net,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,4202216b1ec33f782b20aec518a05ec3,ae279a4d644afa5765a51007e75eafe5f2690c59856e027e37f455f01cc45eee,ctls,prov.wifi.comcast.com,443,https://prov.wifi.comcast.com:443,https,Apache,text/html,GET,96.115.128.199,/,-2132142020,96.115.128.199,Apache,1,False,,,,True,Comcast Corporation,,,,,
ptero.prod.ibis.comcast.com,,404,,,,,,,,,,,,,,,,,,,80,http://ptero.prod.ibis.comcast.com:80,http,istio-envoy,,GET,54.234.48.138,/,-1840324437,2406:da00:ff00::36ea:308a,,1,False,,,,,,,,,,
pwd.comcast.com,Sign in to your account,200,45830,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-25T00:00:00Z,2024-05-25T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,7c7414a61d2496accd312122c5241231,2c204118a10394b7abd4cd1f9d1a885acb273a1ebe0091f82e567b1137495fb7,ctls,login.microsoftonline.com,443,https://pwd.comcast.com:443,https,,text/html,GET,23.101.120.195,/,914621602,23.101.120.195,HSTS,95,False,,azure,True,,Microsoft Corporation,,https://login.microsoftonline.com/common/oauth2/authorize?client_id=0000000c-0000-0000-c000-000000000000&redirect_uri=https%3A%2F%2Faccount.activedirectory.windowsazure.com%2F&response_mode=form_post&response_type=code%20id_token&scope=openid%20profile&state=OpenIdConnect.AuthenticationProperties%3DAQAAAAIAAAAJLnJlZGlyZWN0RGh0dHBzOi8vYWNjb3VudC5hY3RpdmVkaXJlY3Rvcnkud2luZG93c2F6dXJlLmNvbS9DaGFuZ2VQYXNzd29yZC5hc3B4Hk9wZW5JZENvbm5lY3QuQ29kZS5SZWRpcmVjdFVyacABVDljOHYwRjlLaXZFaUd0WFVwRS0tc3V4VDBkbWlabmZ3YWlMUG1LaGZJb2NJLXNaWWJoMVZYbWl0RG1pRVF3OHJfYkJiWWtXQkExZ0h4cXZBQ3pBMnVyeHI3LTBzNUZWVEItQzZLSzJGUUFERFhPeVhLNkVnR0Q3bUFNWWUwWXlibjNtYjJTU191TGIyQ2dyeXJrb25CSGNEZ0M3NGFmcGhocTlkNzBIcDFPNVA5Y1RUYWpnYlhBMWZwVUV1elVB&nonce=1689042826.gsngnM-O1k9QuOsI_582yw&nux=1,,,
px.comcast.com,comcast.com,403,582,px.comcast.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-07-08T02:37:14Z,2023-10-06T02:37:13Z,CN=px.comcast.com,px.comcast.com,px.comcast.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,0268919065f6a701643dd8451f835ba4,8ede0f0ce2cdc0e2231563e56b51df03abf657b99582c2d2741996d5a71290ad,ctls,px.comcast.com,443,https://px.comcast.com:443,https,nginx,text/html,GET,54.84.134.174,/,-1110427655,54.84.134.174,Varnish,2,False,,,,,,,,,,
qa.activecore.mobileapp.np.digital.business.comcast.com,ActiveCore Mobile,200,3208,qa.activecore.mobileapp.np.digital.business.comcast.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-11-04T23:59:59Z,CN=qa.activecore.mobileapp.np.digital.business.comcast.com,qa.activecore.mobileapp.np.digital.business.comcast.com,*.qa.activecore.mobileapp.np.digital.business.comcast.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,7dbce48ef6132b68dfe4f1cb921e3239,2a09749c82281f79a6df25763d3de8c5ad5bf68e04566d683b6b8b3f7e1bbbb4,ctls,qa.activecore.mobileapp.np.digital.business.comcast.com,80,http://qa.activecore.mobileapp.np.digital.business.comcast.com:80,http,AmazonS3,text/html,GET,13.32.99.116,/,-993905762,13.32.99.79,Amazon Web Services,1,False,True,cloudfront,True,,,,https://qa.activecore.mobileapp.np.digital.business.comcast.com/,,,
qa.api-tp-cs.comcast.com,,404,54,qa.api-tp-cs.comcast.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-08T00:00:00Z,2024-05-07T23:59:59Z,"CN=api-tp-cs.comcast.com, O=Comcast Corporation, ST=Pennsylvania, C=US",api-tp-cs.comcast.com,www.api-tp-cs.comcast.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,f2d5ea5e927ad3fd0c938efb6500c3e9,98a7aa2654bb699f76393fe408e4a96d443574a17948bc67ec03fb55f64990ea,ctls,qa.api-tp-cs.comcast.com,443,https://qa.api-tp-cs.comcast.com:443,https,,application/json,GET,40.122.47.63,/,-326256188,40.122.47.63,,1,False,,azure,True,,Comcast Corporation,,,,,
qa.bestie.comcast.com,,404,,qa.bestie.comcast.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-12T16:00:37Z,2023-08-10T16:00:36Z,CN=qa.bestie.comcast.com,qa.bestie.comcast.com,qa.bestie.comcast.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,355126da2afe058a72f2291dc50a6860,cf9a39d5ef74b150132a6ee33c1346ce3292ba93c432ef1c7e4f2975155b337d,ctls,qa.bestie.comcast.com,443,https://qa.bestie.comcast.com:443,https,istio-envoy,,GET,18.214.58.170,/,-1840324437,2600:1f18:62d1:fb04:cfe0:e120:335e:d8c1,,1,False,,,,,,,,,,
qa.cart.ecom.np.digital.business.comcast.com,Hello React,200,263,qa.cart.ecom.np.digital.business.comcast.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2023-12-03T23:59:59Z,CN=qa.cart.ecom.np.digital.business.comcast.com,qa.cart.ecom.np.digital.business.comcast.com,*.or.qa.cart.ecom.np.digital.business.comcast.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,6c90206079571e3ba83a6aec90162267,dd33dc79ad61c4ae594061824c5a99b7221bc38bba2494c3b3050678281486d9,ctls,qa.cart.ecom.np.digital.business.comcast.com,443,https://qa.cart.ecom.np.digital.business.comcast.com:443,https,AmazonS3,text/html,GET,18.66.112.69,/,1262404332,18.66.112.60,Amazon Web Services,1,False,True,cloudfront,True,,,,,,,
qa.self-service.np.digital.business.comcast.com,403 Forbidden,403,118,qa.self-service.np.digital.business.comcast.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-07T00:00:00Z,2024-06-04T23:59:59Z,CN=self-service.np.api-business.comcast.com,self-service.np.api-business.comcast.com,*.va.self-service-gateway.np.api-business.comcast.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,8b0e11b4a33ebe16c2e05bb3b6fb3bf2,dbe7b531f755d71f11902eac488f80353768c985e41cfb72078c43e131402a73,ctls,qa.self-service.np.digital.business.comcast.com,443,https://qa.self-service.np.digital.business.comcast.com:443,https,awselb/2.0,text/html,GET,96.102.79.163,/,1344368402,96.102.79.207,,7,False,True,,,,,True,,,,
quetzal.dev.ibis.comcast.com,,404,19,quetzal.dev.ibis.comcast.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-04T20:57:07Z,2023-10-02T20:57:06Z,CN=quetzal.dev.ibis.comcast.com,quetzal.dev.ibis.comcast.com,quetzal.dev.ibis.comcast.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,bbb6b38f712ec8a450dd331445e52847,c0108e3ce9a23d7a2422d32502cfec583ec05d4157d303fe7d2bb49e757eb11a,ctls,quetzal.dev.ibis.comcast.com,443,https://quetzal.dev.ibis.comcast.com:443,https,istio-envoy,text/plain,GET,35.153.146.124,/,-138391155,2600:1f18:62d1:fb05:40e1:fc2b:c444:b89d,Envoy,2,False,,,,,,,,,,
quetzal.prod.ibis.comcast.com,,404,19,quetzal.prod.ibis.comcast.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-22T11:59:20Z,2023-08-20T11:59:19Z,CN=quetzal.prod.ibis.comcast.com,quetzal.prod.ibis.comcast.com,quetzal.prod.ibis.comcast.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,de65123ea7c00fc9e15a7e7e2e9b3579,09e7fe20295cb2b34a3cdb5846ad8f201929963030415115f836ffa1fbbb570e,ctls,quetzal.prod.ibis.comcast.com,443,https://quetzal.prod.ibis.comcast.com:443,https,istio-envoy,text/plain,GET,107.21.69.57,/,-138391155,2600:1f18:62d1:fb04:c2cd:af50:1162:888f,Envoy,2,False,,,,,,,,,,
quickquote-g.fxbuyflow.business.comcast.com,Quick Quote,200,2436,quickquote-g.fxbuyflow.business.comcast.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-02T00:00:00Z,2024-05-31T23:59:59Z,CN=quickquote-g.fxbuyflow.business.comcast.com,quickquote-g.fxbuyflow.business.comcast.com,quickquote-g.fxbuyflow.business.comcast.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,2e992adaada450517baf748a6f7d1a63,e7c5ef54c2dfd1da85e2c0b6aa098901c5fed1febec9883c96c96624b001e30d,ctls,quickquote-g.fxbuyflow.business.comcast.com,80,http://quickquote-g.fxbuyflow.business.comcast.com:80,http,AmazonS3,text/html,GET,52.222.236.47,/,1844464722,52.222.236.119,React,1,False,,cloudfront,True,,,,https://quickquote-g.fxbuyflow.business.comcast.com/,,,
raiddevappaaa01-ae-xm.raid.comcast.com,,403,23,raiddevappaaa01-ae-xm.raid.comcast.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-16T00:00:00Z,2023-12-01T23:59:59Z,CN=*.execute-api.us-east-1.amazonaws.com,*.execute-api.us-east-1.amazonaws.com,*.execute-api.us-east-1.vpce.amazonaws.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,fe370ca2cdf95bc3ed31caa483baf2cb,b08c8aa08295fb02bffc9aeff46a226de63cf6c6351f8c11a65d1720f1a96af3,ctls,raiddevappaaa01-ae-xm.raid.comcast.com,443,https://raiddevappaaa01-ae-xm.raid.comcast.com:443,https,Server,application/json,GET,96.102.85.11,/,968070783,96.102.85.11,,1,False,True,,,,,True,,,,
rally.comcast.com,Sign in to your account,200,52826,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-25T00:00:00Z,2024-05-25T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,7c7414a61d2496accd312122c5241231,2c204118a10394b7abd4cd1f9d1a885acb273a1ebe0091f82e567b1137495fb7,ctls,login.microsoftonline.com,80,http://rally.comcast.com:80,http,,text/html,GET,96.99.227.255,/,-1731813108,96.99.227.255,HSTS,95,False,,,,,Microsoft Corporation,,https://login.microsoftonline.com/906aefe9-76a7-4f65-b82d-5ec20775d5aa/oauth2/authorize?client_id=0000000c-0000-0000-c000-000000000000&redirect_uri=https%3A%2F%2Faccount.activedirectory.windowsazure.com%2F&response_mode=form_post&response_type=code%20id_token&scope=openid%20profile&state=OpenIdConnect.AuthenticationProperties%3DAQAAAAMAAAAIVGVuYW50SWSrATdLVVJBTVB5VVhWZ1hUenhaak5NQnFaSF9tWnozR1VzWUFFZ3ZoUTRpcnJHd3NSdUNOeVlXMXB1UlpfaG94Z0s5UWxnaUJTMTlSNXJQR1lycjNUZ1MtTnREdzV3aUgxeDhBcTNsVnpic3lHSzVhU01nVThta1F6VkVZdmw0QXJpVzVQWU9FZUdENk5tUjk1cV9ZSi1zel80YkU2WHYtRWJrWHM2X0ZoY2dBTQkucmVkaXJlY3S0Amh0dHBzOi8vYWNjb3VudC5hY3RpdmVkaXJlY3Rvcnkud2luZG93c2F6dXJlLmNvbS9hcHBsaWNhdGlvbnMvcmVkaXJlY3R0b2FwcGxpY2F0aW9uLmFzcHg_T3BlcmF0aW9uPUxpbmtlZFNpZ25JbiZhcHBsaWNhdGlvbkxpbmtOYW1lPVJhbGx5JmFwcGxpY2F0aW9uSWQ9Njc3Nzc0NjktZTdjYy00MjNjLWFjYTAtOTFjZGEyNGQ1NGE1JnRlbmFudElkPTkwNmFlZmU5LTc2YTctNGY2NS1iODJkLTVlYzIwNzc1ZDVhYSZSZWxheVN0YXRlPS9hcHAvYnJvYWRjb21pbmNleHRlcm5hbF9yYWxseV8xL2V4azFnZGJhaW5kZVIxSnJqMWQ4L3Nzby9zYW1sHk9wZW5JZENvbm5lY3QuQ29kZS5SZWRpcmVjdFVyacABbmJYU3hncWJES3A2YkZIakJXbjNKNzdsRnRDNW1HaUxORG1WSTM0cUEzckk4Z01YM0VRM0dfV2MzZ1U1QjZ4NGJtV3pQS3ZmSEZYQXN6Y2E0Q2tUYW1zT1czd2FKcXo0V2dkeFkzS1NKTjBKR0ZuMGh5TjNtbW5CRmlqRmk5X0dyb1B2WG9CQ1k3Yjl0Qko5a1ZCT3FSZ2hWNnRBeEtLaUtqZjlDRnZVQVFlLWxKT01zVGdMQ1E5bGJDOS0zWU96&nonce=1689042840.zQwa1gKk-H6EjpMvhBbOsQ&nux=1,,,
recommendations-stg.ecom-gateway.np.api-business.comcast.com,,401,26,recommendations-stg.ecom-gateway.np.api-business.comcast.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-07T00:00:00Z,2024-06-03T23:59:59Z,CN=ecom.np.api-business.comcast.com,ecom.np.api-business.comcast.com,*.va.ecom.np.digital.business.comcast.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,d63928f4334f7a30998f2e7971be21bf,d1f7321e2f1dd80a76a6f5deb92fad74e1e2dc15709fec23308aef630bb02c6f,ctls,recommendations-stg.ecom-gateway.np.api-business.comcast.com,443,https://recommendations-stg.ecom-gateway.np.api-business.comcast.com:443,https,,application/json,GET,54.145.125.106,/,478243331,52.22.135.128,,1,False,True,,,,,,,,,
redcent-bot.slb.comcast.com,,404,84,,,,,,,,,,,,,,,,,,80,http://redcent-bot.slb.comcast.com:80,http,,text/plain,GET,96.99.224.195,/,-1876950079,96.99.224.195,,2,False,,,,,,,,,,
refapp.janus-prod.us-east-1.janus.comcast.com,,200,36,refapp.janus-prod.us-east-1.janus.comcast.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-30T12:01:27Z,2023-09-28T12:01:26Z,CN=refapp.janus-prod.us-east-1.janus.comcast.com,refapp.janus-prod.us-east-1.janus.comcast.com,refapp.janus-prod.us-east-1.janus.comcast.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,36a00edd9acd2759c863a8bc9162ceab,109bc112d4ef77049f714813cf7630c337884fedfef0524843fa40eb1d1edfba,ctls,refapp.janus-prod.us-east-1.janus.comcast.com,443,https://refapp.janus-prod.us-east-1.janus.comcast.com:443,https,istio-envoy,text/plain,GET,54.88.106.223,/,-138391155,2406:da00:ff00::3658:6adf,Envoy,2,False,,,,,,,,,,
refapp.prod.us-east-1.janus.comcast.com,,200,36,refapp.prod.us-east-1.janus.comcast.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-20T14:52:19Z,2023-08-18T14:52:18Z,CN=refapp.prod.us-east-1.janus.comcast.com,refapp.prod.us-east-1.janus.comcast.com,refapp.prod.us-east-1.janus.comcast.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,e0159cea740045e159c5a955f7a5f55a,00f23b6c8654b53b182a74cc04965933f8cae180041b80f4432b6443e178289e,ctls,refapp.prod.us-east-1.janus.comcast.com,443,https://refapp.prod.us-east-1.janus.comcast.com:443,https,istio-envoy,text/plain,GET,34.235.52.191,/,-138391155,2600:1f18:62d1:fb04:c2cd:af50:1162:888f,Envoy,2,False,,,,,,,,,,
refapp.test-east1.janus.comcast.com,,503,,refapp.test-east1.janus.comcast.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-26T21:21:27Z,2023-08-24T21:21:26Z,CN=refapp.test-east1.janus.comcast.com,refapp.test-east1.janus.comcast.com,refapp.test-east1.janus.comcast.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,1729d8e97f09de6e6658f3e1c4973db5,b1c92e630466a41606610e5096afaaf1f78267af11da6e604da6c1c36a766d0d,ctls,refapp.test-east1.janus.comcast.com,443,https://refapp.test-east1.janus.comcast.com:443,https,istio-envoy,,GET,3.227.184.148,/,-1840324437,2406:da00:ff00::3e3:b894,,1,False,,,,,,,,,,
refapp.test3-east1.janus.comcast.com,,503,218,refapp.test3-east1.janus.comcast.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-12T20:30:19Z,2023-08-10T20:30:18Z,CN=refapp.test3-east1.janus.comcast.com,refapp.test3-east1.janus.comcast.com,refapp.test3-east1.janus.comcast.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,11d9f735e5d4e251260f23588dacc47d,edd5a36300a0d366693f251c97fcc18b883132cd1186069f92cb5c2fe0102af5,ctls,refapp.test3-east1.janus.comcast.com,443,https://refapp.test3-east1.janus.comcast.com:443,https,istio-envoy,text/plain,GET,3.225.101.108,/,-138391155,3.225.160.206,,1,False,,,,,,,,,,
reg.voicestorm.com,404 Not Found,404,2635,reg.voicestorm.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-19T17:20:30Z,2023-11-20T17:20:30Z,CN=*.voicestorm.com,*.voicestorm.com,voicestorm.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",81a9248fdff056af2d3bf17a2537a970,c1c367905b54aeae8b8cb6bbd23d34b4324bc0e8f24c7e9d9ba6f8d47e2e7cce,ctls,reg.voicestorm.com,443,https://reg.voicestorm.com:443,https,,text/html,GET,161.129.72.21,/,1173994976,161.129.72.21,Bootstrap:3.3.2,123,False,True,,,,,,,,,
register-1p.gslb4.comcast.com,Xfinity Activation,200,59197,register-1p.gslb4.comcast.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-11-10T00:00:00Z,2023-11-10T23:59:59Z,"CN=susi.comcast.net, O=Comcast Corporation, ST=Pennsylvania, C=US",susi.comcast.net,register.xfinity.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,4c22d9ca1f84330691df9a34c77e025b,309455a6172754597a0eb2e341b5b14856a3848e07fc07fc598add280dafc5a8,ctls,register-1p.gslb4.comcast.com,443,https://register-1p.gslb4.comcast.com:443,https,Jetty(8.1.15.v20140411),,GET,96.99.224.232,/,1738750617,96.99.224.232,Jetty:8.1.15,716,False,True,,,,Comcast Corporation,True,,,,
relay-eu.voicestorm.com,,404,19,relay-eu.voicestorm.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-19T17:20:30Z,2023-11-20T17:20:30Z,CN=*.voicestorm.com,*.voicestorm.com,voicestorm.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",81a9248fdff056af2d3bf17a2537a970,c1c367905b54aeae8b8cb6bbd23d34b4324bc0e8f24c7e9d9ba6f8d47e2e7cce,ctls,relay-eu.voicestorm.com,443,https://relay-eu.voicestorm.com:443,https,,text/plain,GET,154.50.204.10,/,-138391155,154.50.204.10,HSTS,2,False,True,,,,,,,,,
relay.voicestorm.com,,404,19,relay.voicestorm.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-19T17:20:30Z,2023-11-20T17:20:30Z,CN=*.voicestorm.com,*.voicestorm.com,voicestorm.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",81a9248fdff056af2d3bf17a2537a970,c1c367905b54aeae8b8cb6bbd23d34b4324bc0e8f24c7e9d9ba6f8d47e2e7cce,ctls,relay.voicestorm.com,443,https://relay.voicestorm.com:443,https,,text/plain,GET,161.129.72.21,/,-138391155,161.129.72.21,,2,False,True,,,,,,,,,
