new,host,a,aaaa,cname,soa,status_code,cdn,cdn-name,txt,mx,ns,has_internal_ips,internal_ips,caa,ptr
[x],stage.api.eu.mybuildings.abb.com,13.95.199.161,,,"ns1-05.azure-dns.com, de-bje-domain-admin.abb.com",NOERROR,True,azure,,,,,,,
[x],stage.api.harmonicestimator.motion.abb.com,20.50.2.19,,"het-api-aps-staging.azurewebsites.net, waws-prod-am2-365.sip.azurewebsites.windows.net, waws-prod-am2-365-8740.westeurope.cloudapp.azure.com","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,,
[x],stage.api.imaster.abb.com,52.169.22.26,,,"nse1.abb.com, dnsmaster.abb.com",NOERROR,True,azure,,,,,,,
[x],stage.api.insider-trading-prevention.in.abb.com,104.215.155.216,,inss001.apps.in.abb.com,"nse1.abb.com, dnsmaster.abb.com",NOERROR,True,azure,,,,,,,
[x],stage.api.motion.access.abb.com.cn,40.73.39.95,,"motion-qrcode-aps-wa-stage-api.chinacloudsites.cn, cnws-prod-bjs20-001.sip.chinacloudsites.chinacloudapi.cn, cnws-prod-bjs20-001.chinacloudapp.cn","ns1-01.azure-dns.cn, waboa.microsoft.com",NOERROR,,,,,,,,,
[x],stage.api.performance-optimization.hoist.ability.abb.com,20.76.235.28,,performance-optimization.hoist.ability.abb.com,"nse1.abb.com, dnsmaster.abb.com",NOERROR,,,,,,,,,
[x],stage.api.voicecontrol.eu.mybuildings.abb.com,149.210.229.69,2a01:7c8:aaba:445::4,"api.vcstaging.xxter.com, config.xwl.xxter.com","ns0.transip.net, hostmaster.transip.nl",NOERROR,,,,,,,,,
[x],stage.apim-gw.eu.mybuildings.abb.com,20.54.187.70,,,"ns1-05.azure-dns.com, de-bje-domain-admin.abb.com",NOERROR,True,azure,,,,,,,
[x],stage.apim.eu.mybuildings.abb.com,40.113.118.74,,,"ns1-05.azure-dns.com, de-bje-domain-admin.abb.com",NOERROR,True,azure,,,,,,,
[x],stage.apps.eu.mybuildings.abb.com,20.54.187.70,,,"ns1-05.azure-dns.com, de-bje-domain-admin.abb.com",NOERROR,True,azure,,,,,,,
[x],stage.archive.pdc.abb.com,"23.36.162.200, 23.36.162.215",,"stage.archive.pdc.waf.abb, stage.archive.pdc.abb.com.edgekey.net, e95266.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],stage.buzz.inside.abb.com,"99.81.222.97, 52.212.27.245",,xc-alb-media-stage-ext-2051250666.eu-west-1.elb.amazonaws.com,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],stage.cadmodelling.motion.abb.com,51.104.184.235,,"stage.cadmodelling.motion.waf.abb, thingworxprod.northeurope.cloudapp.azure.com","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,,
[x],stage.cat.turbocare.abb.com,20.52.134.77,,"stage-abb.msappproxy.net, 372ee9e0-9ce0-4033-a64a-c07073a91ecd.tenant.runtime.msappproxy.net, cwap-eur1-runtime.routing.msappproxy.net, eur.proxy-3.appproxy.msidentity.com, www.tm.eur.proxy-3.appproxy.trafficmanager.net","tm1.dns-tm.com, hostmaster.trafficmanager.net",NOERROR,True,azure,,,,,,,
[x],stage.channelportalrequest.drives.abb.com,104.214.231.110,,"stage-channel-portal-request-drives.azurewebsites.net, hosts.stage-channel-portal-request-drives.azurewebsites.net","ns1-224.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,,
[x],stage.checkout.eu.mybuildings.abb.com,104.47.162.64,,,"ns1-05.azure-dns.com, de-bje-domain-admin.abb.com",NOERROR,True,azure,,,,,,,
[x],stage.checkout.mybuildings.abb.com,104.47.162.64,,stage.checkout.eu.mybuildings.abb.com,"ns1-05.azure-dns.com, de-bje-domain-admin.abb.com",NOERROR,True,azure,,,,,,,
[x],stage.comfortplaner.de.abb.com,"23.53.43.82, 23.53.43.41",,"stage.comfortplaner.de.waf.abb, stage.comfortplaner.de.abb.com.edgekey.net, e95246.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],stage.conditionmonitoring.traction.abb.com,"96.16.54.176, 96.16.54.129",,"stage.conditionmonitoring.traction.waf.abb, stage.conditionmonitoring.traction.abb.com.edgekey.net, e95246.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],stage.configurator.eu.mybuildings.abb.com,195.252.148.156,,,"ns1-05.azure-dns.com, de-bje-domain-admin.abb.com",NOERROR,,,,,,,,,
[x],stage.configurator.mybuildings.abb.com,92.50.69.37,,,"ns1-05.azure-dns.com, de-bje-domain-admin.abb.com",NOERROR,,,,,,,,,
[x],stage.controltouch.eu.mybuildings.abb.com,149.210.229.68,2a01:7c8:aaba:445::3,"bje.ctstaging.xxter.com, test.xwl.xxter.com","ns0.transip.net, hostmaster.transip.nl",NOERROR,,,,mx0.webpack.hosteurope.de,,,,,
[x],stage.cust-rel.e.abb.com,54.72.235.224,,,"nse1.abb.com, dnsmaster.abb.com",NOERROR,,,,,,,,,
[x],stage.customizing.mybuildings.abb.com,"2.17.100.169, 2.17.100.171",,"stage.customizing.mybuildings.waf.abb, stage.customizing.mybuildings.abb.com.edgekey.net, e103082.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],stage.developer.eu.mybuildings.abb.com,40.113.118.74,,,"ns1-05.azure-dns.com, de-bje-domain-admin.abb.com",NOERROR,True,azure,,,,,,,
[x],stage.download.buildings-maintenance.abb.com.cn,40.73.85.36,,"mspstagestorage.blob.core.chinacloudapi.cn, blob.sha20prdstr05a.store.core.chinacloudapi.cn","ns1-02.azure-dns.cn, azuredns-hostmaster.microsoft.com",NOERROR,,,,,,,,,
[x],stage.ebiz.in.abb.com,"80.239.254.25, 95.101.133.64",,"stage.ebiz.in.waf.abb, stage.ebiz.in.abb.com.edgekey.net, e95246.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],stage.ecodesign.drivesmotors.abb.com,23.97.216.47,,"edt-portal-aps-staging.azurewebsites.net, waws-prod-am2-203.sip.azurewebsites.windows.net, waws-prod-am2-203.westeurope.cloudapp.azure.com","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,,
[x],stage.ecommerce.industrialsolutions.abb.com,"23.222.79.195, 23.222.79.146",,"stage.ecommerce.industrialsolutions.waf.abb, stage.ecommerce.industrialsolutions.abb.com.edgekey.net, e119625.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],stage.econfigure.abb.com,138.225.48.138,,,"nse1.abb.com, dnsmaster.abb.com",NOERROR,,,,,,,,,
[x],stage.el-is-projects.pl.abb.com,20.105.120.183,,stage.el-is-projects.pl.waf.abb,"a1-74.akam.net, hostmaster.waf.abb",NOERROR,,,,,,,,,
[x],stage.elacademy-is.coursefinder.abb.com,"95.101.111.158, 95.101.111.186",,"stage.elacademy-is.coursefinder.waf.abb, stage.elacademy-is.coursefinder.abb.com.edgekey.net, e95266.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],stage.electrification.coursefinder.abb.com,"95.101.111.155, 95.101.111.172",,"stage.electrification.coursefinder.waf.abb, stage.electrification.coursefinder.abb.com.edgekey.net, e116720.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],stage.electrification.trainingplanner.abb.com,"2.17.100.171, 2.17.100.169",,"stage.electrification.trainingplanner.waf.abb, stage.electrification.trainingplanner.abb.com.edgekey.net, e103082.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],stage.emergency-lighting-configurator.abb.com,,,"stage.emergency-lighting-configurator.waf.abb, stage.emergency-lighting-configurator.abb.com.edgekey.net, e95246.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],stage.erepair.abb.com,"23.222.79.195, 23.222.79.147",,"stage.erepair.waf.abb, stage.erepair.abb.com.edgekey.net, e116720.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],stage.forum-controlsystems.abb.com,138.91.126.240,,,"nse1.abb.com, dnsmaster.abb.com",NOERROR,True,azure,,,,,,,
[x],stage.function-getserviceactionform.drivetune.motion.abb.com.cn,139.217.8.104,,"motion-getserviceactionform-stage-function.chinacloudsites.cn, hosts.motion-getserviceactionform-stage-function.chinacloudsites.cn","ns1-02.azure-dns.cn, waboa.microsoft.com",NOERROR,,,,,,,,,
[x],stage.geo.eu.mybuildings.abb.com,20.54.187.70,,,"ns1-05.azure-dns.com, de-bje-domain-admin.abb.com",NOERROR,True,azure,,,,,,,
[x],stage.geo.mybuildings.abb.com,20.54.187.70,,"stage.mybuildings-geo.trafficmanager.net, stage.geo.eu.mybuildings.abb.com","ns1-05.azure-dns.com, de-bje-domain-admin.abb.com",NOERROR,True,azure,,,,,,,
[x],stage.guesthouse.in.abb.com,"2.17.100.210, 2.17.100.251",,"stage.guesthouse.in.waf.abb, stage.guesthouse.in.abb.com.edgekey.net, e95246.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],stage.harmonicestimator.motion.abb.com,20.50.2.19,,"stage.harmonicestimator.motion.waf.abb, het-portal-aps-staging.azurewebsites.net, waws-prod-am2-365.sip.azurewebsites.windows.net, waws-prod-am2-365-8740.westeurope.cloudapp.azure.com","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,,
[x],stage.industry-care.abb.com,"2.17.100.184, 2.17.100.129",,"stage.industry-care.waf.abb, stage.industry-care.abb.com.edgekey.net, e64218.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],stage.insider-trading-prevention.in.abb.com,104.215.155.216,,inss001.apps.in.abb.com,"nse1.abb.com, dnsmaster.abb.com",NOERROR,True,azure,,,,,,,
[x],stage.ipm.projects.abb.com,20.52.134.77,,"stage-abb.msappproxy.net, 372ee9e0-9ce0-4033-a64a-c07073a91ecd.tenant.runtime.msappproxy.net, cwap-eur1-runtime.routing.msappproxy.net, eur.proxy-3.appproxy.msidentity.com, www.tm.eur.proxy-3.appproxy.trafficmanager.net","tm1.dns-tm.com, hostmaster.trafficmanager.net",NOERROR,True,azure,,,,,,,
[x],stage.ipmriskandchange.projects.abb.com,20.52.134.77,,"stage-abb.msappproxy.net, 372ee9e0-9ce0-4033-a64a-c07073a91ecd.tenant.runtime.msappproxy.net, cwap-eur1-runtime.routing.msappproxy.net, eur.proxy-3.appproxy.msidentity.com, www.tm.eur.proxy-3.appproxy.trafficmanager.net","tm1.dns-tm.com, hostmaster.trafficmanager.net",NOERROR,True,azure,,,,,,,
[x],stage.leveragecards.abb.com,"23.53.43.90, 23.53.43.10",,"stage.leveragecards.waf.abb, stage.leveragecards.abb.com.edgekey.net, e103082.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],stage.login.account.buildingplus.abb.com.cn,52.131.249.164,,,"nse1.abb.com, dnsmaster.abb.com",NOERROR,,,,,,,,,
[x],stage.login.eu.mybuildings.abb.com,13.95.199.161,,,"ns1-05.azure-dns.com, de-bje-domain-admin.abb.com",NOERROR,True,azure,,,,,,,
[x],stage.loreka.abb.com,"2.16.241.150, 2.16.241.134",,"stage.loreka.waf.abb, stage.loreka.abb.com.edgekey.net, e116720.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],stage.manufacturingservices.drives.abb.com,"23.53.43.8, 23.53.43.24",,"stage.manufacturingservices.drives.waf.abb, stage.manufacturingservices.drives.abb.com.edgekey.net, e64218.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],stage.master.abb.com,52.208.119.48,,ec2-52-208-119-48.eu-west-1.compute.amazonaws.com,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,
[x],stage.mobileconnect.motion.abb.com,"2.17.100.209, 2.17.100.169",,"stage.mobileconnect.motion.waf.abb, stage.mobileconnect.motion.abb.com.edgekey.net, e95266.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],stage.mobileconnect.motion.abb.com.cn,"23.36.162.216, 23.36.162.214",,"stage.mobileconnect.motion.cn.waf.abb, stage.mobileconnect.motion.abb.com.cn.edgekey.net, stage.mobileconnect.motion.abb.com.cn.edgekey.net.globalredir.akadns88.net, e40224.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],stage.motor-inspection-service.motion.abb.com,52.210.80.44,,ec2-52-210-80-44.eu-west-1.compute.amazonaws.com,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,
[x],stage.motorinfo.abb.com,,,ec2-52-210-80-44.eu-west-1.compute.amazonaws.com,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,
[x],stage.motorizer.abb.com,"23.222.79.195, 23.222.79.147",,"stage.motorizer.waf.abb, stage.motorizer.abb.com.edgekey.net, e116720.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],stage.mqtts-iot-ci01.abilityplatform02.abb.com.cn,124.70.59.229,,,"nse1.abb.com, dnsmaster.abb.com",NOERROR,,,,,,,,,
[x],stage.multidatabasesearch.motion.abb.com,,,"stage.multidatabasesearch.motion.waf.abb, stage.multidatabasesearch.motion.abb.com.edgekey.net, e95266.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],stage.mybuildings.abb.com,20.54.187.70,,,"ns1-05.azure-dns.com, de-bje-domain-admin.abb.com",NOERROR,True,azure,,,,,,,
[x],stage.myportal.abb.com,"2.17.100.233, 2.17.100.153",,"stage.myportal.waf.abb, stage.myportal.abb.com.edgekey.net, e119625.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],stage.nebula.sensor.abilityapps02.abb.com.cn,"117.78.24.33, 117.78.24.32, 117.78.24.42",,43107e68694b493c91a13f3f7af90439.vip1.huaweicloudwaf.com,"vip3.alidns.com, hostmaster.hichina.com, ns1.hwclouds-dns.com, hwclouds\.cs.huawei.com",NOERROR,,,,,,,,,
[x],stage.new.marketplace.ability.abb.com.cn,"85.222.140.6, 85.222.140.10, 85.222.140.13",,"stage.new.marketplace.ability.abb.com.cn.00d09000009j4sbeay.live.siteforce.com, n.edge2.salesforce.com, europe.edge2.salesforce.com, fra.edge2.salesforce.com","dns1.p02.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,
[x],stage.onecare.motion.abb.com,"2.17.100.153, 2.17.100.233",,"stage.onecare.motion.waf.abb, stage.onecare.motion.abb.com.edgekey.net, e119625.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],stage.ordertracker.drives.abb.com,"95.101.74.141, 95.101.74.138",,"stage.ordertracker.abb.com, stage.ordertracker.waf.abb, stage.ordertracker.abb.com.edgekey.net, e119625.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],stage.partnerhub.connect.abb.com,52.142.233.31,,,"nse1.abb.com, dnsmaster.abb.com",NOERROR,True,azure,,,,,,,
[x],stage.pdc.abb.com,"95.101.111.158, 95.101.111.186",,"stage.pdc.waf.abb, stage.pdc.abb.com.edgekey.net, e95266.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],stage.performance-optimization.hoist.ability.abb.com,20.76.235.28,,performance-optimization.hoist.ability.abb.com,"nse1.abb.com, dnsmaster.abb.com",NOERROR,,,,,,,,,
[x],stage.portal.backoffice.buildings-maintenance.abb.com.cn,52.130.2.0,,"msp-stage-web-app-admin.chinacloudsites.cn, cnws-prod-sha20-005.sip.chinacloudsites.chinacloudapi.cn, cnws-prod-sha20-005-lice.chinaeast2.cloudapp.chinacloudapi.cn","ns1-04.azure-dns-1.cn, ns2.windowsazure.cn",NOERROR,,,,,,,,,
[x],stage.portal.buildings-maintenance.abb.com.cn,52.130.2.0,,"msp-stage-web-app-user.chinacloudsites.cn, cnws-prod-sha20-005.sip.chinacloudsites.chinacloudapi.cn, cnws-prod-sha20-005-lice.chinaeast2.cloudapp.chinacloudapi.cn","ns1-04.azure-dns-1.cn, ns2.windowsazure.cn",NOERROR,,,,,,,,,
[x],stage.powergrids.b2bmessage.abb.com,,,abb-pg.lb-prod-eu-rt.anypointdns.net,"ns-10.awsdns-01.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],stage.powergrids.eai.abb.com,"35.157.184.76, 35.158.177.18",,abb-pg.lb-prod-eu-rt.anypointdns.net,"ns-10.awsdns-01.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],stage.procure.abb.com,20.50.2.15,,"abb-procure-web-eu-stage.azurewebsites.net, waws-prod-am2-357.sip.azurewebsites.windows.net, waws-prod-am2-357-d3e9.westeurope.cloudapp.azure.com","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,,
[x],stage.productid.abb.com,104.208.239.31,,,"nse1.abb.com, dnsmaster.abb.com",NOERROR,True,azure,,,,,,,
[x],stage.quotations.abb.com,137.135.162.30,,,"nse1.abb.com, dnsmaster.abb.com",NOERROR,True,azure,,,,,,,
[x],stage.ra-workitem.cloudintegration.abb.com,"3.248.105.83, 63.34.83.96",,abb-sandboxes.lb.anypointdns.net,"ns-1268.awsdns-30.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,"ns-111.awsdns-13.com, ns-1268.awsdns-30.org, ns-1939.awsdns-50.co.uk, ns-637.awsdns-15.net",,,,
[x],stage.recruitments.in.abb.com,13.76.82.67,,"xc-s-zw08406.xc.abb.com, stage.taxation-gst.in.abb.com","nse1.abb.com, dnsmaster.abb.com",NOERROR,True,azure,,,,,,,
[x],stage.reg-api.drivetune.motion.abb.com,"95.101.74.154, 95.101.74.161",,"stage.reg-api.drivetune.motion.waf.abb, stage.reg-api.drivetune.motion.abb.com.edgekey.net, e95266.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],stage.reg-api.drivetune.motion.abb.com.cn,"23.53.43.33, 23.53.43.34",,"stage.reg-api.drivetune.motion.cn.waf.abb, stage.reg-api.drivetune.motion.abb.com.cn.edgekey.net, stage.reg-api.drivetune.motion.abb.com.cn.edgekey.net.globalredir.akadns88.net, e40224.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],stage.remotemonitoring.drives.abb.com.cn,52.130.252.152,,cmdintwaf.chinaeast2.cloudapp.chinacloudapi.cn,"ns1-04.azure-dns-1.cn, ns2.windowsazure.cn",NOERROR,,,,,,,,,
[x],stage.safety.in.abb.com,"95.101.111.135, 95.101.111.162",,"stage.safety.in.waf.abb, stage.safety.in.abb.com.edgekey.net, e95246.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],stage.salesforce.coursefinder.abb.com,"2.17.100.169, 2.17.100.209",,"stage.salesforce.coursefinder.waf.abb, stage.salesforce.coursefinder.abb.com.edgekey.net, e95266.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],stage.selector.drives.abb.com,255.255.255.255,,selector-drivesmotors-abb.northeurope.cloudapp.azure.com,"ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,,,,,,True,255.255.255.255,,
[x],stage.sitesext-nam.abb.com,20.52.134.77,,"stage-abb.msappproxy.net, 372ee9e0-9ce0-4033-a64a-c07073a91ecd.tenant.runtime.msappproxy.net, cwap-eur1-runtime.routing.msappproxy.net, eur.proxy-3.appproxy.msidentity.com, www.tm.eur.proxy-3.appproxy.trafficmanager.net","tm1.dns-tm.com, hostmaster.trafficmanager.net",NOERROR,True,azure,,,,,,,
[x],stage.smart-ip-configurator.mybuildings.abb.com,10.16.154.4,,,"ns1-05.azure-dns.com, de-bje-domain-admin.abb.com",NOERROR,,,,,,True,10.16.154.4,,
[x],stage.static.daas.abb.com.cn,139.217.59.98,,"daas-stage-web-app-4.chinacloudsites.cn, ssl.daas-stage-web-app-4.chinacloudsites.cn","ns1-02.azure-dns.cn, waboa.microsoft.com",NOERROR,,,,,,,,,
[x],stage.sudeya.in.abb.com,,,"stage.sudeya.in.waf.abb, stage.sudeya.in.abb.com.edgekey.net, e95246.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],stage.supplierdocuments.motion.abb.com,"80.239.254.27, 80.239.254.21",,"stage.supplierdocuments.motion.waf.abb, stage.supplierdocuments.motion.abb.com.edgekey.net, e95266.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],stage.tacteo-configurator.eu.mybuildings.abb.com,10.16.154.6,,,"ns1-05.azure-dns.com, de-bje-domain-admin.abb.com",NOERROR,,,,,,True,10.16.154.6,,
[x],stage.technicalreporting.motion.abb.com,20.50.64.25,,"technicalreportingstage.azurewebsites.net, waws-prod-db3-213.sip.azurewebsites.windows.net, waws-prod-db3-213-a7b4.northeurope.cloudapp.azure.com","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,,
[x],stage.template.pdc.abb.com,"23.53.43.66, 23.53.43.24",,"stage.template.pdc.waf.abb, stage.template.pdc.abb.com.edgekey.net, e95266.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],stage.tunnelgateway.eu.mybuildings.abb.com,20.93.246.191,,,"ns1-05.azure-dns.com, de-bje-domain-admin.abb.com",NOERROR,,,,,,,,,
[x],stage.turbocare.abb.com,"95.101.74.133, 95.101.74.146",,"stage.turbocare.waf.abb, stage.turbocare.abb.com.edgekey.net, e64218.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],stage.voicecontrol.eu.mybuildings.abb.com,149.210.229.68,2a01:7c8:aaba:445::3,"abb.vcstaging.xxter.com, test.xwl.xxter.com","ns0.transip.net, hostmaster.transip.nl",NOERROR,,,,mx0.webpack.hosteurope.de,,,,,
[x],stage.voices.inside.abb.com,"99.81.222.97, 52.212.27.245",,xc-alb-media-stage-ext-2051250666.eu-west-1.elb.amazonaws.com,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],stage.vpn.buildings-maintenance.abb.com.cn,52.130.56.8,,msp-vpn-stage.trafficmanager.cn,"tm1.dns-tm.cn, hostmaster.trafficmanager.cn",NOERROR,,,,,,,,,
[x],stage.welcome-configurator.mybuildings.abb.com,20.105.120.183,,,"ns1-05.azure-dns.com, de-bje-domain-admin.abb.com",NOERROR,,,,,,,,,
[x],stage.workpackage-collaboration.abb.com,40.118.96.231,,"abb-collapp-web-stage.trafficmanager.net, abb-collapp-web-eu-stage.azurewebsites.net, waws-prod-am2-199.vip.azurewebsites.windows.net, waws-prod-am2-199.westeurope.cloudapp.azure.com","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,,
[x],stage.www111.abb.com,138.225.1.41,,,"nse1.abb.com, dnsmaster.abb.com",NOERROR,,,,,,,,,
[x],stage.www112.abb.com,"95.101.74.133, 95.101.74.146",,"stage.www112.waf.abb, stage.www112.abb.com.edgekey.net, e64218.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],stage.www241.abb.com,"2.19.195.240, 2.19.195.210",,"stage.www241.waf.abb, stage.www241.abb.com.edgekey.net, e103082.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],stagedev.ace.abb.com,"2.17.100.248, 2.17.100.185",,"stage.ace.abb.com, stage.ace.waf.abb, stage.ace.abb.com.edgekey.net, e116720.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],stagedev1.ace.abb.com,"2.17.100.185, 2.17.100.248",,"stage.ace.abb.com, stage.ace.waf.abb, stage.ace.abb.com.edgekey.net, e116720.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],stagedev2.ace.abb.com,"23.222.79.195, 23.222.79.147",,"stage.ace.abb.com, stage.ace.waf.abb, stage.ace.abb.com.edgekey.net, e116720.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],stagedev3.ace.abb.com,"104.110.240.10, 2.19.195.176",,"stage.ace.abb.com, stage.ace.waf.abb, stage.ace.abb.com.edgekey.net, e116720.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],staging.dev.industrial-automation-service.abb.com,23.96.19.135,,,"ns1-04.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,True,azure,,mx.sendgrid.net,,,,,
[x],staging.remoteexpress.abb.com.cn,255.255.255.255,,remoteexpress.chinanorth.cloudapp.chinacloudapi.cn,"ns1-05.azure-dns-1.cn, hostmaster.windowsazure.cn",NOERROR,,,,,,True,255.255.255.255,,
[x],staging21.2.genix.abb.com,20.101.165.197,,,"nse1.abb.com, dnsmaster.abb.com",NOERROR,,,,,,,,,
[x],starteck.abb.com,52.167.230.139,,starteck.waf.abb,"a1-74.akam.net, hostmaster.waf.abb",NOERROR,True,azure,,,,,,,
[x],stats.econfigure.abb.com,52.215.192.131,,s3rh6pbb0ftw.stspg-customer.com,"ns-1711.awsdns-21.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,"globalsign.com;, letsencrypt.org",
[x],status.empower.abb.com,52.215.192.131,,r2gjt1g2kjfq.stspg-customer.com,"ns-1711.awsdns-21.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],stgportal1.abb.com,213.26.24.38,,,"nse1.abb.com, dnsmaster.abb.com",NOERROR,,,,,,,,,
