input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,tls_mismatched,cdn_name,cdn,csp_domains_,tls_expired,final_url,tls_self_signed,location,tls_emails_
mail.nmr.mgh.harvard.edu,Martinos Center eMail Server,200,6457,mail.nmr.mgh.harvard.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-10T00:00:00Z,2024-05-09T23:59:59Z,"CN=mail.nmr.mgh.harvard.edu, O=President and Fellows of Harvard College, ST=Massachusetts, C=US",mail.nmr.mgh.harvard.edu,President and Fellows of Harvard College,smtp.nmr.mgh.harvard.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,3496aa3968b7eabb963549deb0af1a03,abb40a4488357aff45bf320990c203a5845ebd86e21c5a2aa23155115630cca5,,ctls,mail.nmr.mgh.harvard.edu,443,https://mail.nmr.mgh.harvard.edu:443,https,Apache/2.2.15 (CentOS),text/html,GET,132.183.240.104,/,1231900131,132.183.240.104,CentOS,210,False,,,,,,,,,
mail2.jbcc.harvard.edu,Home :: The Baker Center For Children and Families,200,58181,www.bakercenter.org,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-28T12:06:16Z,2023-07-27T12:06:15Z,CN=bakercenter.org,bakercenter.org,,www.bakercenter.org,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,69b12fcdc87b28ca00c3d4d98c533baf,6dc68229c487ea52ef2c84e26edd3f00e58d662a7436ff07ba605196e7ce8a98,,ctls,www.bakercenter.org,443,https://mail2.jbcc.harvard.edu:443,https,nginx,text/html,GET,72.167.50.0,/,1760998,72.167.50.0,jQuery,799,False,,,,,,https://www.bakercenter.org/,,,
mailaz.hmc.harvard.edu,,503,62,mailaz.hmc.harvard.edu,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-15T00:00:00Z,2024-03-17T23:59:59Z,"CN=*.hmc.harvard.edu, O=Harvard Management Company\, Inc., L=Boston, ST=Massachusetts, C=US",*.hmc.harvard.edu,"Harvard Management Company, Inc.",hmc.harvard.edu,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,468ffa32f479a52ec828b7f132669ab3,7818104a849d04a086a36ed03ce9e9d382c7badcfdf659ce239a89372dccb3c9,True,ctls,mailaz.hmc.harvard.edu,443,https://mailaz.hmc.harvard.edu:443,https,,,GET,13.82.196.230,/,107704025,13.82.196.230,,1,False,,azure,True,,,,,,
mailman.fas.harvard.edu,List Index - FAS Mailman,200,4148,web.mailman.fas.harvard.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-28T00:00:00Z,2023-10-28T23:59:59Z,"CN=mailman.fas.harvard.edu, O=President and Fellows of Harvard College, ST=Massachusetts, C=US",mailman.fas.harvard.edu,President and Fellows of Harvard College,web.mailman.fas.harvard.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,69d8653c57c5dc0abf326d8ba5aac808,26b168a17ee0746d98d15f8efb4b0709b22fa57f254d31b89baa98c2920190cc,,ctls,web.mailman.fas.harvard.edu,443,https://mailman.fas.harvard.edu:443,https,nginx/1.20.1,text/html,GET,34.238.89.0,/,636175738,34.238.89.0,Nginx:1.20.1,107,False,,,,,,https://web.mailman.fas.harvard.edu/mailman/lists/,,,
mailman.hks.harvard.edu,List Index - mailman.hks.harvard.edu,200,3376,mailman.hks.harvard.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-07T00:00:00Z,2023-07-07T23:59:59Z,"CN=hks.harvard.edu, O=President and Fellows of Harvard College, ST=Massachusetts, C=US",hks.harvard.edu,President and Fellows of Harvard College,*.hks.harvard.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,ff45a60d1bdc18daa1a8a1878c2046aa,be43f1a10d89ce79ea3f230a0c96ef5ccb2558bbcc53875ed45f17cc250912ba,True,ctls,mailman.hks.harvard.edu,443,https://mailman.hks.harvard.edu:443,https,Apache/2.4.6 (CentOS) OpenSSL/1.0.2k-fips mod_wsgi/4.6.4 Python/3.6,text/html,GET,52.224.93.121,/,-1407750446,52.224.93.121,mod_wsgi:4.6.4,99,False,,azure,True,,,https://mailman.hks.harvard.edu/postorius/lists/,,,
maintenance.dev.iam.harvard.edu,Harvard ORCID Connect - Maintenance,200,821,maintenance.dev.iam.harvard.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-22T00:00:00Z,2024-05-21T23:59:59Z,"CN=maintenance.dev.iam.harvard.edu, O=President and Fellows of Harvard College, ST=Massachusetts, C=US",maintenance.dev.iam.harvard.edu,President and Fellows of Harvard College,*.stage.iam.harvard.edu,"CN=InCommon RSA Server CA 2, O=Internet2, C=US",InCommon RSA Server CA 2,Internet2,b1120169d98db4a7491753bb428f97d4,1b1ba5516c761d42b7de44ff137d41ebc5e85059252dae698ba7b734b68fae72,True,ctls,maintenance.dev.iam.harvard.edu,443,https://maintenance.dev.iam.harvard.edu:443,https,Apache/2.4.57 (),text/html,GET,52.23.118.63,/,480897821,23.20.49.138,Apache:2.4.57,35,False,,,,,,https://maintenance.dev.iam.harvard.edu:443/index2.html,,,
maintenance.huit.harvard.edu,| Harvard University Information Technology,200,6072,maintenance.huit.harvard.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2017-07-13T00:00:00Z,2020-07-12T23:59:59Z,"CN=maintenance.huit.harvard.edu, OU=HUIT FAS Unix, O=Harvard College, street=1414 Mass Ave, L=Cambridge, ST=MA, postalCode=02138, C=US",maintenance.huit.harvard.edu,Harvard College,*.harvard.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,3d4ffd843a0959759edc354b24f9b94e,c8c022a5a32c98376f14e8bc8c58ed6696b8aaf66255ab65f2ecdaf06a34e95f,True,ctls,maintenance.huit.harvard.edu,443,https://maintenance.huit.harvard.edu:443,https,AmazonS3,text/html,GET,143.204.215.98,/,1371780379,143.204.215.112,Amazon Web Services,85,False,,cloudfront,True,,True,,,,
makerspace.gse.harvard.edu,LIT Connect,200,11314,makerspace.gse.harvard.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-03T00:00:00Z,2024-01-03T23:59:59Z,"CN=makerspace.gse.harvard.edu, O=President and Fellows of Harvard College, ST=Massachusetts, C=US",makerspace.gse.harvard.edu,President and Fellows of Harvard College,makerspace.gse.harvard.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,7a3c0d9a2bd3b77c738c985e5b0cb0ce,222946bd6f48906a6859c0e481265598cf5ba58be8b7a6df8686a2a7447bcda5,,ctls,makerspace.gse.harvard.edu,443,https://makerspace.gse.harvard.edu:443,https,WSGIServer/0.2 CPython/3.8.3,text/html,GET,128.103.154.186,/,128122194,128.103.154.186,,15,False,,,,,,,,,
makerspace.hms.harvard.edu,HMS Makerspace,200,11021,makerspace.hms.harvard.edu,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-02T01:22:13Z,2023-08-31T01:22:12Z,CN=makerspace.hms.harvard.edu,makerspace.hms.harvard.edu,,makerspace.hms.harvard.edu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,95ec7b6447735bf279a20701633b2ed0,1ec1edd395abe050f7d5fba3cab279e026872da73e0dfb4ee5453f3f13036ed6,,ctls,makerspace.hms.harvard.edu,443,https://makerspace.hms.harvard.edu:443,https,GitHub.com,text/html,GET,185.199.109.153,/,1181440715,2606:50c0:8003::153,Varnish,327,False,,,,,,,,,
malaria.deas.harvard.edu,Malaria Research at Harvard University,200,6537,malaria.deas.harvard.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-15T00:00:00Z,2023-08-15T23:59:59Z,"CN=deas.harvard.edu, O=President and Fellows of Harvard College, ST=Massachusetts, C=US",deas.harvard.edu,President and Fellows of Harvard College,seas.harvard.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,e9cee76bf01cebfc9fa61235a8ad679d,22ba1dbdeec4dafba2acae2bc6c99c86d74072c48295e9b6e7b5a0cb71c9aa1b,True,ctls,malaria.deas.harvard.edu,443,https://malaria.deas.harvard.edu:443,https,Apache/2.4.6 (CentOS),text/html,GET,54.172.197.41,/,-1840324437,54.172.197.41,CentOS,135,False,,,,,,,,,
map.arboretum.harvard.edu,Coll Res,200,6622,map.arboretum.harvard.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,2023-05-16T00:00:00Z,2023-08-14T23:59:59Z,"CN=map.arboretum.harvard.edu, O=President and Fellows of Harvard College, ST=Massachusetts, C=US",map.arboretum.harvard.edu,President and Fellows of Harvard College,www.map.arboretum.harvard.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,08a30c0e5cd4ba97f0a112473c487586,72afc51a1474253f1a301ce8763b40e48afda526ba38f21bd3984d3c459715b6,,ctls,map.arboretum.harvard.edu,443,https://map.arboretum.harvard.edu:443,https,Microsoft-IIS/8.5,text/html,GET,128.103.155.50,/,1631801191,128.103.155.50,Windows Server,125,False,,,,url=http://arboretum.harvard.edu/explorer,,,,,
map.harvard.edu,,200,1959,map.harvard.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-22T00:00:00Z,2024-03-21T23:59:59Z,"CN=map.harvard.edu, O=President and Fellows of Harvard College, ST=Massachusetts, C=US",map.harvard.edu,President and Fellows of Harvard College,www.map.harvard.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,9344647e715262ee0c57066e27f94d42,0e8965dc5e1e7b6869bd6cc68721ac08a411f8359a05c414d146406c7f284882,,ctls,map.harvard.edu,443,https://map.harvard.edu:443,https,Microsoft-IIS/10.0,text/html,GET,34.203.63.51,/,-1990340597,3.229.171.192,Windows Server,38,False,,,,,,,,,
mapp.mgh.harvard.edu,MGH MAPP – A cultural approach to dementia prevention,200,62883,mapp.mgh.harvard.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-16T00:00:00Z,2024-05-15T23:59:59Z,"CN=*.mgh.harvard.edu, O=President and Fellows of Harvard College, ST=Massachusetts, C=US",*.mgh.harvard.edu,President and Fellows of Harvard College,*.mgh.harvard.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,2bc4767690652b1cc930567bbf14631e,325096d5cf854bd30ab2624858af62aad70dea320ed044b2ad5d1ac66b2a1496,True,ctls,mapp.mgh.harvard.edu,443,https://mapp.mgh.harvard.edu:443,https,Apache,text/html,GET,170.223.178.101,/,-1533868578,170.223.178.101,WordPress,573,False,,,,,,,,,
maps.cga.harvard.edu,CGA Web Maps,200,3322,maps.cga.harvard.edu,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-30T00:00:00Z,2024-01-30T23:59:59Z,"CN=*.cga.harvard.edu, O=President and Fellows of Harvard College, ST=Massachusetts, C=US",*.cga.harvard.edu,President and Fellows of Harvard College,*.cga.harvard.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,8f7d2266d03cb67a35098df02405e07c,2d1d416fbd08e802b4502a6cd030d833a4c01d4cd70dd49930987c85998300a8,True,ctls,maps.cga.harvard.edu,443,https://maps.cga.harvard.edu:443,https,Apache/2.4.52 (Ubuntu),text/html,GET,54.201.136.201,/,291890723,54.201.136.201,Ubuntu,100,False,,,,,,,,,
marathon.harvard.edu,Harvard College Marathon Challenge - HOME,200,3871,marathon.harvard.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-14T00:00:00Z,2024-06-12T23:59:59Z,CN=marathon.sites.fas.harvard.edu,marathon.sites.fas.harvard.edu,,www.marathon.harvard.edu,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ceab140b825959012678564fa87d874d,7664a36076f3d56bf42a7fba76c8ca891f2821c9368be86432126a5db1395d2b,,ctls,marathon.harvard.edu,443,https://marathon.harvard.edu:443,https,AmazonS3,text/html,GET,18.66.147.127,/,757026119,2600:9000:225e:9c00:15:9a4a:f340:93a1,Amazon Web Services,111,False,,cloudfront,True,,,,,,
marks.hms.harvard.edu,Debbie Marks Lab,200,92215,www.deboramarkslab.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-06T02:04:38Z,2023-09-04T02:04:37Z,CN=www.deboramarkslab.com,www.deboramarkslab.com,,www.deboramarkslab.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,7d94093e06422661473ad2e94eadf1ae,7cd3e1cad74bb38d6fbba726ca5937e68e82d3ec0bcb0115dc7881a0107b3ebf,,ctls,www.deboramarkslab.com,443,https://marks.hms.harvard.edu:443,https,Squarespace,text/html,GET,134.174.159.103,/,-780928015,134.174.159.103,Stimulus,1525,False,,,,,,https://www.deboramarkslab.com/,,,
mars.med.harvard.edu,,302,,mars.med.harvard.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-27T00:00:00Z,2024-04-26T23:59:59Z,"CN=itlvdwwlp01.med.harvard.edu, O=President and Fellows of Harvard College, ST=Massachusetts, C=US",itlvdwwlp01.med.harvard.edu,President and Fellows of Harvard College,mars.med.harvard.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,25c513f683e132ba280e945f7aa9c94d,699d1da82975ff50f38854a48f68dae37ffd576e8e9d774aca53b81e079b16b4,,ctls,mars.med.harvard.edu,443,https://mars.med.harvard.edu:443,https,Apache/2.4.6 (Red Hat Enterprise Linux) OpenSSL/1.0.2k-fips,text/html,GET,134.174.153.30,/,-1840324437,134.174.153.30,Red Hat,1,False,,,,,,https://mars.med.harvard.edu/george/f?p=10001:LOGIN_DESKTOP:8859185386678:::::,,https://mars.med.harvard.edu/george/f?p=10001:HOME:6280680990907:::::,
marshal.harvard.edu,Office of the University Marshal,200,59525,marshal.harvard.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-02T09:20:41Z,2023-08-31T09:20:40Z,CN=marshal.harvard.edu,marshal.harvard.edu,,www.marshal.harvard.edu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,4f27f647d83d8208d63826179eaf5050,f471b411f2334ba577c7ff1aba76ce3db0e62282f00ae2d09614bdfb369494e0,,ctls,marshal.harvard.edu,443,https://marshal.harvard.edu:443,https,openresty,text/html,GET,3.215.150.64,/,-1179026472,52.202.246.166,WordPress,529,False,,,,,,,,,
martin.seas.harvard.edu,Atmospheric Sciences,200,33308,martin.seas.harvard.edu,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-03T17:58:37Z,2023-09-01T17:58:36Z,CN=martin.seas.harvard.edu,martin.seas.harvard.edu,,martin.seas.harvard.edu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,afbf894c161c7edf312e136a8c06e484,7d5519dd636e83355ff117909064db3a9b54f14df138523c5b3c2692f4aa9618,,ctls,martin.seas.harvard.edu,443,https://martin.seas.harvard.edu:443,https,,text/html,GET,23.32.238.203,/,893505382,23.32.238.211,YouTube,356,False,,,,,,,,,
mason.chemistry.harvard.edu,The Mason Group,200,27132,www.mason.chemistry.harvard.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-17T18:35:37Z,2023-08-15T18:35:36Z,CN=www.mason.chemistry.harvard.edu,www.mason.chemistry.harvard.edu,,www.mason.chemistry.harvard.edu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,d36ebcdb829817de33ce3bc470c7bf3e,4ce2b49c32b8ae4b5d69809abee5da72762bd44c0bfcd1f657a777299e0f8e97,,ctls,www.mason.chemistry.harvard.edu,443,https://mason.chemistry.harvard.edu:443,https,Squarespace,text/html,GET,198.185.159.145,/,-722457182,198.49.23.144,Squarespace Commerce,337,False,,,,,,https://www.mason.chemistry.harvard.edu/,,,
masthead-admin.fas.harvard.edu,Apex- No Access,403,2579,masthead-admin.fas.harvard.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-19T00:00:00Z,2024-07-18T23:59:59Z,CN=*.fas.harvard.edu,*.fas.harvard.edu,,*.fas.harvard.edu,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,98b8672be38a8e9026090e0a7733c960,d1c3cdd213802e6b63a3f35a358900db72b9d7d880730b91aa0ce436599ad5d5,True,ctls,masthead-admin.fas.harvard.edu,443,https://masthead-admin.fas.harvard.edu:443,https,Apache/2.2.34 (Amazon),text/html,GET,34.206.164.57,/,-156890092,54.210.95.77,Apache:2.2.34,82,False,,,,,,https://masthead-admin.fas.harvard.edu/aurprd/f?p=133,,,
masthead-admin.stage.fas.harvard.edu,Error - Log In,403,7083,masthead-admin.stage.fas.harvard.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-19T00:00:00Z,2024-07-18T23:59:59Z,CN=*.stage.fas.harvard.edu,*.stage.fas.harvard.edu,,*.stage.fas.harvard.edu,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ef36bfc26a5feefe6b6dc9f319cba463,b69cfd8ce4c56a1c5e6310294e18012c2775b2877d72e5065a3da4549698ad95,True,ctls,masthead-admin.stage.fas.harvard.edu,443,https://masthead-admin.stage.fas.harvard.edu:443,https,Apache/2.2.34 (Amazon),text/html,GET,44.197.1.195,/,-149433802,100.24.225.170,Font Awesome,137,False,,,,,,https://masthead-admin.stage.fas.harvard.edu/aurstg/f?p=133,,,
masthead.fas.harvard.edu,Harvard FAS Masthead,200,46746,masthead.fas.harvard.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-19T00:00:00Z,2024-07-18T23:59:59Z,CN=*.fas.harvard.edu,*.fas.harvard.edu,,*.fas.harvard.edu,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,98b8672be38a8e9026090e0a7733c960,d1c3cdd213802e6b63a3f35a358900db72b9d7d880730b91aa0ce436599ad5d5,True,ctls,masthead.fas.harvard.edu,443,https://masthead.fas.harvard.edu:443,https,,text/html,GET,34.197.33.220,/,-1204916510,54.210.95.77,Oracle Dynamic Monitoring Service,308,False,,,,,,https://masthead.fas.harvard.edu/aurprd/r/atsapex/masthead/home,,,
masthead.stage.fas.harvard.edu,Error - Log In,403,7083,masthead.stage.fas.harvard.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-19T00:00:00Z,2024-07-18T23:59:59Z,CN=*.stage.fas.harvard.edu,*.stage.fas.harvard.edu,,*.stage.fas.harvard.edu,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ef36bfc26a5feefe6b6dc9f319cba463,b69cfd8ce4c56a1c5e6310294e18012c2775b2877d72e5065a3da4549698ad95,True,ctls,masthead.stage.fas.harvard.edu,443,https://masthead.stage.fas.harvard.edu:443,https,Apache/2.2.34 (Amazon),text/html,GET,67.202.59.211,/,-149433802,44.197.1.195,Font Awesome,137,False,,,,,,https://masthead.stage.fas.harvard.edu/aurstg/f?p=411,,,
math-placement.dce.harvard.edu,,200,88,math-placement.dce.harvard.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-17T00:00:00Z,2024-05-16T23:59:59Z,"CN=mope.dce.harvard.edu, O=President and Fellows of Harvard College, ST=Massachusetts, C=US",mope.dce.harvard.edu,President and Fellows of Harvard College,test-mope.dce.harvard.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,8253058b630707f948bd342228712d8d,736acdfef357e53bfcb862526536fbd24d2d56565246f315667c8d26f2626d81,,ctls,math-placement.dce.harvard.edu,443,https://math-placement.dce.harvard.edu:443,https,Apache/2.4.29 (Ubuntu),text/html,GET,140.247.198.124,/,-421194272,140.247.198.124,Ubuntu,4,False,,,,URL=authentication/index.php,,,,,
math.harvard.edu,Harvard Mathematics Department : Home page,200,7253,math.harvard.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-08-02T00:00:00Z,2023-08-02T23:59:59Z,"CN=abel.math.harvard.edu, O=President and Fellows of Harvard College, ST=Massachusetts, C=US",abel.math.harvard.edu,President and Fellows of Harvard College,people.math.harvard.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,7300e1c0b589fb74da1b6d5dfa197d92,742764e484fc1526d4e8801f423d2863fb4a98c4e3b78d365c7db20196b00867,,ctls,math.harvard.edu,443,https://math.harvard.edu:443,https,Apache/2.4.6 (Red Hat Enterprise Linux) OpenSSL/1.0.2k-fips PHP/5.4.16,text/html,GET,128.103.69.86,/,-366337701,128.103.69.86,Red Hat,173,False,True,,,,,,,,
mathtable.harvard.edu,Error 404 (Not Found)!!1,404,1561,,,,,,,,,,,,,,,,,,,,80,http://mathtable.harvard.edu:80,http,ghs,text/html,GET,142.250.184.243,/,302920777,2a00:1450:4001:831::2013,,12,False,,,,,,,,,
matterhorn.dce.harvard.edu,HarvardKey - Harvard University Authentication Service,200,23478,www.pin1.harvard.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-13T00:00:00Z,2023-09-13T23:59:59Z,"CN=hk20-key-auth.iam.harvard.edu, O=President and Fellows of Harvard College, ST=Massachusetts, C=US",hk20-key-auth.iam.harvard.edu,President and Fellows of Harvard College,www.pin1.harvard.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,3f63fcc5862e2a9dd4d7542171e1ea37,b508bb39e104348c89db50434ab75b8c2612830c2f562692eb86751850babe16,,ctls,www.pin1.harvard.edu,443,https://matterhorn.dce.harvard.edu:443,https,Apereo CAS,text/html,GET,52.71.100.6,/,-1641568171,52.71.100.6,HSTS,357,False,,,,,,https://www.pin1.harvard.edu/cas/login?service=https%3A%2F%2Fmatterhorn.dce.harvard.edu%2Fcas%3Bjsessionid%3Dnode0129c6c8o14h0g1lpggk4rxps6h3462891.node0,,,
matterhorn.prod.dcex.harvard.edu,HarvardKey - Harvard University Authentication Service,200,23482,www.pin1.harvard.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-13T00:00:00Z,2023-09-13T23:59:59Z,"CN=hk20-key-auth.iam.harvard.edu, O=President and Fellows of Harvard College, ST=Massachusetts, C=US",hk20-key-auth.iam.harvard.edu,President and Fellows of Harvard College,www.pin1.harvard.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,3f63fcc5862e2a9dd4d7542171e1ea37,b508bb39e104348c89db50434ab75b8c2612830c2f562692eb86751850babe16,,ctls,www.pin1.harvard.edu,443,https://matterhorn.prod.dcex.harvard.edu:443,https,Apereo CAS,text/html,GET,52.71.100.6,/,-1641568171,52.71.100.6,HSTS,357,False,,,,,,https://www.pin1.harvard.edu/cas/login?service=https%3A%2F%2Fmatterhorn.dce.harvard.edu%2Fcas%3Bjsessionid%3Dnode01iokjov8g90ik1e8rio8dizpzy3462894.node0,,,
max.harvard.edu,Please update your bookmarks to mail.londo.harvard.edu/owa | Department of Information Technology | Harvard T.H. Chan School of Public Health,200,103957,www.hsph.harvard.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-20T17:00:22Z,2023-09-18T17:00:21Z,CN=asiandiabetesprevention.org,asiandiabetesprevention.org,,www.mhtf.org,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,4a5bf28f6d4cef1177e529a58cf9d6e5,63580e998a7a8c92c22d9781d50780fbe595a60bba049465e8b0e33304d200e5,,ctls,www.hsph.harvard.edu,443,https://max.harvard.edu:443,https,nginx,text/html,GET,134.174.190.49,/,-1669291013,134.174.190.49,WordPress,661,False,,,,,,https://www.hsph.harvard.edu/information-technology/max-harvard-edu-deprecated/,,,
mbam.sph.harvard.edu,503 Service Unavailable,503,428,mbam.sph.harvard.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-05-05T00:00:00Z,2023-06-05T23:59:59Z,"CN=mbam.sph.harvard.edu, OU=Harvard School of Public Health, O=President and Fellows of Harvard College, ST=Massachusetts, C=US",mbam.sph.harvard.edu,President and Fellows of Harvard College,mbam.sph.harvard.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,861d0b2c5dea63234538f69c24c3b2b1,119167e12b5435f17341f8f336bba3669359dff4db894a1b485974dffdc4423f,,ctls,mbam.sph.harvard.edu,443,https://mbam.sph.harvard.edu:443,https,Apache,text/html,GET,134.174.190.60,/,-991427891,134.174.190.60,Apache,12,False,,,,,True,,,,
mbb.harvard.edu,Mind Brain Behavior,200,36625,mbb.harvard.edu,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-22T21:26:17Z,2023-07-21T21:26:16Z,CN=mbb.harvard.edu,mbb.harvard.edu,,mbb.harvard.edu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,6e3e0969e75340f253f976449f7d5e09,1184e0b115ab003c920009edca0e4521a2bb098db5fe64a62393773dbac95376,,ctls,mbb.harvard.edu,443,https://mbb.harvard.edu:443,https,,text/html,GET,23.32.238.203,/,2096863148,23.32.238.211,Red Hat Gluster,304,False,,,,,,,,,
mbp.bwh.harvard.edu,Welcome to MBP Homepage,200,7717,mbp.bwh.harvard.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-16T00:00:00Z,2024-05-15T23:59:59Z,"CN=*.bwh.harvard.edu, O=President and Fellows of Harvard College, ST=Massachusetts, C=US",*.bwh.harvard.edu,President and Fellows of Harvard College,*.bwh.harvard.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,fe8cba1816237917e6eb35b49e44e6f0,3dfc4781dbfce74d86e9355d74fc1f8753f63336e4910d4360341ac6aef605c1,True,ctls,mbp.bwh.harvard.edu,443,https://mbp.bwh.harvard.edu:443,https,Apache,text/html,GET,170.223.178.102,/,407471650,170.223.178.102,Plesk,165,False,,,,,,,,,
