input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_expired,webserver,final_url,csp_domains_,tls_wildcard_certificate,tls_mismatched,tls_self_signed
miti.monash.edu,MITI Home - Monash Industry Team Initiative (MITI),200,163249,www.monash.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-09T00:00:00Z,2023-09-09T23:59:59Z,"CN=monash.edu, O=Monash University, ST=Victoria, C=AU",monash.edu,Monash University,www.monash.edu.au,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,dc0450457de4cefab8378429bf621b90,3c472e141b60d6820dba1472cfcb620d6b4415701bbf81a8940d03ea2eabb431,ctls,www.monash.edu,,80,http://miti.monash.edu:80,http,text/html,GET,130.194.11.126,/,-1084508419,2001:388:608c:88b::7e,Squiz Matrix,2845,False,,,openresty,https://www.monash.edu/miti,,,,
mix-qat.monash.edu,403 Forbidden,403,118,mix-qat.monash.edu,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-07T00:00:00Z,2024-02-07T23:59:59Z,"CN=mix-qat.monash.edu, O=Monash University, ST=Victoria, C=AU",mix-qat.monash.edu,Monash University,mix-qat.monash.edu.au,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,27612eda712c8e4595cb559c4e0f7243,5eb76b5e5285846b1dce9c0db524c11bb7c358f64134fa81ae6185e35be7df0f,ctls,mix-qat.monash.edu,,443,https://mix-qat.monash.edu:443,https,text/html,GET,13.211.119.205,/,1828833911,54.253.140.167,HSTS,7,False,,,,,,,,
mix.monash.edu,403 Forbidden,403,118,mix.monash.edu,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-26T00:00:00Z,2024-04-25T23:59:59Z,"CN=mix.monash.edu, O=Monash University, ST=Victoria, C=AU",mix.monash.edu,Monash University,mix.monash.edu.au,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,598eb554adbf9e89fde5e12fde3dc66b,4e776688929a220f27e8e9fa9eab9ae624c5eacf92ff3f5837dad43eb61a25a5,ctls,mix.monash.edu,,443,https://mix.monash.edu:443,https,text/html,GET,13.237.51.157,/,1828833911,52.63.64.232,HSTS,7,False,,,,,,,,
mlivetickets.monash.edu,Redirecting to Home Page,200,328,mlivetickets.monash.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_CHACHA20_POLY1305_SHA256,2023-02-06T00:00:00Z,2024-02-06T23:59:59Z,"CN=mlivetickets.monash.edu, O=Monash University, ST=Victoria, C=AU",mlivetickets.monash.edu,Monash University,mlivetickets.monash.edu,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,b8741ab776458d6af37bf58f72f3a3ac,054db70e7ed38414b69cccbd9702607fad64f0fb1c29c1026897b30ef5a3f722,ctls,mlivetickets.monash.edu,,443,https://mlivetickets.monash.edu:443,https,text/html,GET,125.7.89.240,/,1631801191,125.7.89.240,Windows Server,13,False,,,Microsoft-IIS/10.0,,https://*.monash.edu,,,
mmw.bpd.monash.edu,IIS Windows Server,200,703,mmw.bpd.monash.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-10-26T00:00:00Z,2023-10-26T23:59:59Z,"CN=mmw.bpd.monash.edu, O=Monash University, ST=Victoria, C=AU",mmw.bpd.monash.edu,Monash University,mmw.fsd.monash.edu.au,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,f0450e84560f028985bb1420f068b9b5,7a4e9216730812969b6fcae2295b963e6fbfbf4206dff1ab91663254bf9f911a,ctls,mmw.bpd.monash.edu,,443,https://mmw.bpd.monash.edu:443,https,text/html,GET,130.194.20.195,/,1631801191,2001:388:608c:8c1:250:56ff:fea4:1486,Windows Server,32,False,,,Microsoft-IIS/10.0,,,,,
mmw.fsd.monash.edu,IIS Windows Server,200,703,mmw.fsd.monash.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-10-26T00:00:00Z,2023-10-26T23:59:59Z,"CN=mmw.bpd.monash.edu, O=Monash University, ST=Victoria, C=AU",mmw.bpd.monash.edu,Monash University,mmw.fsd.monash.edu.au,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,f0450e84560f028985bb1420f068b9b5,7a4e9216730812969b6fcae2295b963e6fbfbf4206dff1ab91663254bf9f911a,ctls,mmw.fsd.monash.edu,,443,https://mmw.fsd.monash.edu:443,https,text/html,GET,130.194.20.195,/,1631801191,2001:388:608c:8c1:250:56ff:fea4:1486,Windows Server,32,False,,,Microsoft-IIS/10.0,,,,,
mmwdev.fsd.monash.edu,IIS Windows Server,200,703,mmwdev.fsd.monash.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-11-04T00:00:00Z,2023-11-04T23:59:59Z,"CN=mmwdev.bpd.monash.edu, O=Monash University, ST=Victoria, C=AU",mmwdev.bpd.monash.edu,Monash University,mmwdev.fsd.monash.edu.au,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,04fea1c903a8678521ee5436298f3a79,759d5c3235dd5df3162762e7e0cfd12c3c60adc2b70c362a2b3ddb866af47531,ctls,mmwdev.fsd.monash.edu,,443,https://mmwdev.fsd.monash.edu:443,https,text/html,GET,130.194.20.135,/,1631801191,2001:388:608c:8c1:250:56ff:fe93:da37,Windows Server,32,False,,,Microsoft-IIS/10.0,,,,,
mnhs-app70-v01.ocio.monash.edu,"Faculty of Medicine, Nursing and Health Sciences, Undergraduate Student Software",200,8677,mnhs-app70-v01.ocio.monash.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,2024-01-31T23:59:59Z,"CN=ilearn.med.monash.edu, O=Monash University, ST=Victoria, C=AU",ilearn.med.monash.edu,Monash University,tsg-dha.med.monash.edu.au,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,3b873a87d84079285877c6402ba810bc,5fc6b4eece9d6122762f07a73debd7dce0650d9071823b5f9ffe361a208f5dfb,ctls,mnhs-app70-v01.ocio.monash.edu,,443,https://mnhs-app70-v01.ocio.monash.edu:443,https,text/html,GET,130.194.20.213,/,-366337701,130.194.20.213,Red Hat,154,False,,,Apache/2.4.6 (Red Hat Enterprise Linux) OpenSSL/1.0.2k-fips PHP/5.6.40,,,,True,
mnhs-pe-portal.monash.edu,Monash Placement Portal,200,42918,mnhs-pe-portal.monash.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-20T00:00:00Z,2024-06-19T23:59:59Z,"CN=ipp.med.monash.edu, O=Monash University, ST=Victoria, C=AU",ipp.med.monash.edu,Monash University,mnhs-web173-v02.ocio.monash.edu.au,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,35570b5c065956d6ef1dc153733c896d,1b75beac673c4c5533b8a3af14c4160d38444de07de27a6dfde6125fb2c0bf8e,ctls,mnhs-pe-portal.monash.edu,,443,https://mnhs-pe-portal.monash.edu:443,https,text/html,GET,130.194.20.237,/,-366337701,130.194.20.237,jQuery,746,False,,,Apache,,,,,
mnhs-teaching.med.monash.edu,,200,1165,ilearn.med.monash.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,2024-01-31T23:59:59Z,"CN=ilearn.med.monash.edu, O=Monash University, ST=Victoria, C=AU",ilearn.med.monash.edu,Monash University,tsg-dha.med.monash.edu.au,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,3b873a87d84079285877c6402ba810bc,5fc6b4eece9d6122762f07a73debd7dce0650d9071823b5f9ffe361a208f5dfb,ctls,ilearn.med.monash.edu,,443,https://mnhs-teaching.med.monash.edu:443,https,text/html,GET,130.194.20.213,/,793989541,130.194.20.213,Red Hat,69,False,,,Apache/2.4.6 (Red Hat Enterprise Linux) OpenSSL/1.0.2k-fips PHP/5.6.40,https://ilearn.med.monash.edu/,,,,
mnhs-teaching1a.med.monash.edu,,200,112,mnhs-teaching1a.med.monash.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,2024-01-31T23:59:59Z,"CN=ilearn.med.monash.edu, O=Monash University, ST=Victoria, C=AU",ilearn.med.monash.edu,Monash University,tsg-dha.med.monash.edu.au,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,3b873a87d84079285877c6402ba810bc,5fc6b4eece9d6122762f07a73debd7dce0650d9071823b5f9ffe361a208f5dfb,ctls,mnhs-teaching1a.med.monash.edu,,443,https://mnhs-teaching1a.med.monash.edu:443,https,text/html,GET,130.194.20.213,/,-366337701,130.194.20.213,Red Hat,1,False,,,Apache/2.4.6 (Red Hat Enterprise Linux) OpenSSL/1.0.2k-fips PHP/5.6.40,,,,,
mnhs-teaching1b.med.monash.edu,"Faculty of Medicine, Nursing and Health Sciences, Undergraduate Web Server",200,6069,mnhs-teaching1b.med.monash.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,2024-01-31T23:59:59Z,"CN=ilearn.med.monash.edu, O=Monash University, ST=Victoria, C=AU",ilearn.med.monash.edu,Monash University,tsg-dha.med.monash.edu.au,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,3b873a87d84079285877c6402ba810bc,5fc6b4eece9d6122762f07a73debd7dce0650d9071823b5f9ffe361a208f5dfb,ctls,mnhs-teaching1b.med.monash.edu,,443,https://mnhs-teaching1b.med.monash.edu:443,https,text/html,GET,130.194.20.213,/,-366337701,130.194.20.213,Red Hat,113,False,,,Apache/2.4.6 (Red Hat Enterprise Linux) OpenSSL/1.0.2k-fips PHP/5.6.40,,,,,
mnhs-teaching1c.med.monash.edu,,200,112,mnhs-teaching1c.med.monash.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,2024-01-31T23:59:59Z,"CN=ilearn.med.monash.edu, O=Monash University, ST=Victoria, C=AU",ilearn.med.monash.edu,Monash University,tsg-dha.med.monash.edu.au,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,3b873a87d84079285877c6402ba810bc,5fc6b4eece9d6122762f07a73debd7dce0650d9071823b5f9ffe361a208f5dfb,ctls,mnhs-teaching1c.med.monash.edu,,443,https://mnhs-teaching1c.med.monash.edu:443,https,text/html,GET,130.194.20.213,/,-366337701,130.194.20.213,Red Hat,1,False,,,Apache/2.4.6 (Red Hat Enterprise Linux) OpenSSL/1.0.2k-fips PHP/5.6.40,,,,,
mnhs-teaching2.med.monash.edu,,200,110,mnhs-teaching2.med.monash.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,2024-01-31T23:59:59Z,"CN=ilearn.med.monash.edu, O=Monash University, ST=Victoria, C=AU",ilearn.med.monash.edu,Monash University,tsg-dha.med.monash.edu.au,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,3b873a87d84079285877c6402ba810bc,5fc6b4eece9d6122762f07a73debd7dce0650d9071823b5f9ffe361a208f5dfb,ctls,mnhs-teaching2.med.monash.edu,,443,https://mnhs-teaching2.med.monash.edu:443,https,text/html,GET,130.194.20.213,/,-366337701,130.194.20.213,Red Hat,1,False,,,Apache/2.4.6 (Red Hat Enterprise Linux) OpenSSL/1.0.2k-fips PHP/5.6.40,,,,,
mnhs-web-apache.med.monash.edu,,200,112,mnhs-web-apache.med.monash.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,2024-01-31T23:59:59Z,"CN=ilearn.med.monash.edu, O=Monash University, ST=Victoria, C=AU",ilearn.med.monash.edu,Monash University,tsg-dha.med.monash.edu.au,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,3b873a87d84079285877c6402ba810bc,5fc6b4eece9d6122762f07a73debd7dce0650d9071823b5f9ffe361a208f5dfb,ctls,mnhs-web-apache.med.monash.edu,,443,https://mnhs-web-apache.med.monash.edu:443,https,text/html,GET,130.194.20.213,/,-366337701,130.194.20.213,Red Hat,1,False,,,Apache/2.4.6 (Red Hat Enterprise Linux) OpenSSL/1.0.2k-fips PHP/5.6.40,,,,,
mnhs-web-iis.med.monash.edu,,200,106,mnhs-web-iis.med.monash.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,2024-01-31T23:59:59Z,"CN=ilearn.med.monash.edu, O=Monash University, ST=Victoria, C=AU",ilearn.med.monash.edu,Monash University,tsg-dha.med.monash.edu.au,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,3b873a87d84079285877c6402ba810bc,5fc6b4eece9d6122762f07a73debd7dce0650d9071823b5f9ffe361a208f5dfb,ctls,mnhs-web-iis.med.monash.edu,,443,https://mnhs-web-iis.med.monash.edu:443,https,text/html,GET,130.194.20.213,/,-366337701,130.194.20.213,Red Hat,1,False,,,Apache/2.4.6 (Red Hat Enterprise Linux) OpenSSL/1.0.2k-fips PHP/5.6.40,,,,,
mnhs-web102-v02.med.monash.edu,Monash University - HOLLT - Login page,200,22714,mnhs-web102-v02.med.monash.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-28T00:00:00Z,2024-05-27T23:59:59Z,"CN=hollt.org, O=Monash University, ST=Victoria, C=AU",hollt.org,Monash University,www.hollt.org,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,3ba791e22917b1d2959a47c66c369c76,6b105295e390dffa7bfe8609e19665e4a6326028810d43e9233b9b53ab8e2830,ctls,mnhs-web102-v02.med.monash.edu,,443,https://mnhs-web102-v02.med.monash.edu:443,https,text/html,GET,130.194.22.170,/,1631801191,2001:388:608c:8c1:250:56ff:feb5:348e,Windows Server,350,False,,,Microsoft-IIS/10.0,https://mnhs-web102-v02.med.monash.edu/Application/home.aspx,,,True,
mnhs-web118-v02.ocio.monash.edu,KEOPS,200,751,mnhs-web118-v02.ocio.monash.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-13T00:00:00Z,2024-01-13T23:59:59Z,"CN=www.assor.org.au, O=Monash University, ST=Victoria, C=AU",www.assor.org.au,Monash University,mnhs-web118-v02.ocio.monash.edu.au,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,956f6c28cf18bbf39dd96a8aa3e2a5fc,5c4577bcfce9cd0b1b67f5e63fc8999d5e35c5859e2bc5886dbab2cccf82ae45,ctls,mnhs-web118-v02.ocio.monash.edu,,443,https://mnhs-web118-v02.ocio.monash.edu:443,https,text/html,GET,130.194.22.221,/,-780928015,2001:388:608c:8c1:250:56ff:feb5:22b2,Apache,1,False,,,Apache,,,,,
mnhs-web128-v02.med.monash.edu,,500,1301,,,,,,,,,,,,,,,,,,,,80,http://mnhs-web128-v02.med.monash.edu:80,http,text/html,GET,130.194.23.3,/,314239155,2001:388:608c:8c1:250:56ff:feb5:5fa6,,47,False,,,,,,,,
mnhs-web135-v02.ocio.monash.edu,ANZSCTS Database Web System  Home Page,200,12551,mnhs-web135-v02.ocio.monash.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-10-26T00:00:00Z,2023-10-26T23:59:59Z,"CN=anzscts.registry.org.au, O=Monash University, ST=Victoria, C=AU",anzscts.registry.org.au,Monash University,www.anzscts.registry.org.au,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,2301ac180d770dffcff3d8dee4556226,e7f109ad315bff1f4f24a75e319a8f62f8b53b13e6812d25435c63ab9538cafd,ctls,mnhs-web135-v02.ocio.monash.edu,,443,https://mnhs-web135-v02.ocio.monash.edu:443,https,text/html,GET,130.194.23.35,/,475318571,130.194.23.35,Windows Server,291,False,,,Microsoft-IIS/10.0,https://mnhs-web135-v02.ocio.monash.edu/Admin/Home/IndexHome,,,True,
mnhs-web139-v02.ocio.monash.edu,REDCap,200,30326,mnhs-web139-v02.ocio.monash.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-22T00:00:00Z,2024-02-22T23:59:59Z,"CN=redcap-training.helix.monash.edu, O=Monash University, ST=Victoria, C=AU",redcap-training.helix.monash.edu,Monash University,www.redcap-training.helix.monash.edu,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,717ca8606fd15ee60c4e36051b1b1940,0f15d6379ead1724a5cb751b5b326720c4cd69e241d0a07d482d14dac6a0d912,ctls,mnhs-web139-v02.ocio.monash.edu,,443,https://mnhs-web139-v02.ocio.monash.edu:443,https,text/html,GET,130.194.20.48,/,1631801191,130.194.20.48,Windows Server,332,False,,,Microsoft-IIS/10.0,,,,True,
mnhs-web140-v02.ocio.monash.edu,Not Found,404,315,mnhs-web140-v02.ocio.monash.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-17T00:00:00Z,2024-04-16T23:59:59Z,"CN=redcap.mhtp.org.au, O=Monash University, ST=Victoria, C=AU",redcap.mhtp.org.au,Monash University,www.redcap.mhtp.org.au,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,7d2c11c1d1e9a8df2931bf4cfcb75e37,c717b5c5413ffd3e2d396c0cfa7da7f6f881a31f3f3ee3fc011c1b5fcae39193,ctls,mnhs-web140-v02.ocio.monash.edu,,443,https://mnhs-web140-v02.ocio.monash.edu:443,https,text/html,GET,130.194.20.126,/,225052475,130.194.20.126,Microsoft HTTPAPI:2.0,7,False,,,Microsoft-HTTPAPI/2.0,,,,True,
mnhs-web143-v02.ocio.monash.edu,REDCap,200,34436,redcap.helix.monash.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-12-08T00:00:00Z,2023-12-08T23:59:59Z,"CN=redcap.helix.monash.edu, O=Monash University, ST=Victoria, C=AU",redcap.helix.monash.edu,Monash University,www.redcap.helix.monash.edu,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,2877b0a61d05c91d345d39d79a468d49,321ec1d764cf0def4b855d8004e85edf4f35c301c71eb7013520b884fdb53c88,ctls,redcap.helix.monash.edu,,80,http://mnhs-web143-v02.ocio.monash.edu:80,http,text/html,GET,130.194.21.60,/,1631801191,2001:388:608c:8c1:250:56ff:feb5:5d2e,Windows Server,382,False,,,Microsoft-IIS/10.0,https://redcap.helix.monash.edu/,,,,
mnhs-web144-v02.med.monash.edu,403 - Forbidden: Access is denied.,403,1517,,,,,,,,,,,,,,,,,,,,80,http://mnhs-web144-v02.med.monash.edu:80,http,text/html,GET,130.194.20.127,/,1062660116,2001:388:608c:8c1:250:56ff:feba:310e,Windows Server,43,False,,,Microsoft-IIS/10.0,,,,,
mnhs-web144-v02.ocio.monash.edu,403 - Forbidden: Access is denied.,403,1517,,,,,,,,,,,,,,,,,,,,80,http://mnhs-web144-v02.ocio.monash.edu:80,http,text/html,GET,130.194.20.127,/,1062660116,2001:388:608c:8c1:250:56ff:feba:310e,Windows Server,43,False,,,Microsoft-IIS/10.0,,,,,
mnhs-web152-v02.ocio.monash.edu,Not Found,404,315,mnhs-web152-v02.ocio.monash.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-10T00:00:00Z,2023-08-10T23:59:59Z,"CN=redcap-mh.helix.monash.edu, O=Monash University, ST=Victoria, C=AU",redcap-mh.helix.monash.edu,Monash University,www.redcap-mh.helix.monash.edu,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,22976acdc23e0614de26d121dfa38d36,35e37ebcb081a1666c746fedfb370d270bf311d272c265e6a1d07d3b9218296e,ctls,mnhs-web152-v02.ocio.monash.edu,,443,https://mnhs-web152-v02.ocio.monash.edu:443,https,text/html,GET,130.194.20.176,/,225052475,2001:388:608c:8c1:250:56ff:feb5:63dc,Microsoft HTTPAPI:2.0,7,False,,,Microsoft-HTTPAPI/2.0,,,,True,
mnhs-web158-v02.ocio.monash.edu,,200,11277,mnhs-web158-v02.ocio.monash.edu,443,True,tls12,TLS_RSA_WITH_AES_256_GCM_SHA384,2023-05-11T00:00:00Z,2024-05-10T23:59:59Z,"CN=mnhs-web158-v02.ocio.monash.edu, O=Monash University, ST=Victoria, C=AU",mnhs-web158-v02.ocio.monash.edu,Monash University,mnhs-web158-v02.ad.monash.edu,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,1d24afb104f4258c9330f90f8f4954d1,a92ac81afacefffe0bbd117f5580b3cec594bc37dbe402c052b1a547e3fb0d8a,ctls,mnhs-web158-v02.ocio.monash.edu,,443,https://mnhs-web158-v02.ocio.monash.edu:443,https,text/html,GET,130.194.24.139,/,-151999546,130.194.24.139,Microsoft ASP.NET,210,False,,,,https://mnhs-web158-v02.ocio.monash.edu/portal/WebLogin.aspx?ReturnUrl=%2fportal%2f,https://*/chat/default.aspx,,,
mnhs-web16-v02.med.monash.edu,Victorian Lung Cancer Registry,200,17202,mnhs-web16-v02.med.monash.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-23T00:00:00Z,2024-05-22T23:59:59Z,"CN=vlcr.registry.org.au, O=Monash University, ST=Victoria, C=AU",vlcr.registry.org.au,Monash University,www.vlcr.registry.org.au,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,8fbeaefa343a8c780ba3742d85805f1b,8c0d8207d247a77f565529c68ab5ecc6af71ab5d896e8e6ca9a537443e4c4108,ctls,mnhs-web16-v02.med.monash.edu,,443,https://mnhs-web16-v02.med.monash.edu:443,https,text/html,GET,130.194.21.114,/,1631801191,2001:388:608c:8c1:250:56ff:feb5:2a6a,Windows Server,260,False,,,Microsoft-IIS/10.0,,,,True,
mnhs-web164-v02.ocio.monash.edu,PACTS,200,5188,mnhs-web164-v02.ocio.monash.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-15T00:00:00Z,2023-09-15T23:59:59Z,"CN=www.pactsproject.org, O=Monash University, ST=Victoria, C=AU",www.pactsproject.org,Monash University,pactsproject.org,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,ea371c2c88f7bf664b81811142b2c6a8,2eec9f7e1e137a86ee2f47af3b7d08934f17e2c7ca6e612d7978c9938d3f2a7c,ctls,mnhs-web164-v02.ocio.monash.edu,,443,https://mnhs-web164-v02.ocio.monash.edu:443,https,text/html,GET,130.194.20.208,/,-366337701,130.194.20.208,Red Hat,126,False,,,Apache/2.4.6 (Red Hat Enterprise Linux) OpenSSL/1.0.2k-fips,,,,,
mnhs-web165-v02.ocio.monash.edu,,200,12,mnhs-web165-v02.ocio.monash.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-24T00:00:00Z,2024-04-23T23:59:59Z,"CN=moodle-test.med.monash.edu, O=Monash University, ST=Victoria, C=AU",moodle-test.med.monash.edu,Monash University,moodle-test.med.monash.edu.au,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,4460bbd6870b7a1da43cebfbc2d82503,cec4f7d68d95aeaf3790deee637fea086f6e418ced3c301bd00d15114559425d,ctls,mnhs-web165-v02.ocio.monash.edu,,443,https://mnhs-web165-v02.ocio.monash.edu:443,https,text/html,GET,130.194.20.216,/,-366337701,130.194.20.216,Red Hat,2,False,,,Apache/2.4.6 (Red Hat Enterprise Linux) OpenSSL/1.0.2k-fips PHP/7.2.34,,,,,
