new,host,a,aaaa,soa,status_code,mx,ns,cname,has_internal_ips,internal_ips,cdn,cdn-name,caa,txt
,login.sup.connect.telenet.be,"52.223.7.228, 35.71.186.154",,"ns-609.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,,,"telenet-sup.customdomains.oktapreview.com, op2-custom-crtrs.oktapreview.com, op2-custom-crtrs.oktaedge.oktapreview.com, a00816715afbb06dc.awsglobalaccelerator.com",,,,,,
,login.sup.telenet.be,213.224.233.4,2a02:1800:1e0:6003::16,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,adccusvip.sup.telenet.be,,,,,,
,login.trg.base.be,213.224.233.193,2a02:1800:1e0:6000::1,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,adccusvip.trg.telenet.be,,,,,,
,login.trg.connect.telenet.be,"35.71.186.154, 52.223.7.228",,"ns-609.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,,,"telenet-trg.customdomains.oktapreview.com, op2-custom-crtrs.oktapreview.com, op2-custom-crtrs.oktaedge.oktapreview.com, a00816715afbb06dc.awsglobalaccelerator.com",,,,,,
,login.trg.telenet.be,213.224.233.193,2a02:1800:1e0:6000::1,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,adccusVip.trg.telenet.be,,,,,,
,login.uat.base.be,,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,adccusvip.uat.telenet.be,,,,,,
,login.voiceweb.prd.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,login2.edp.base.be,213.224.233.2,2a02:1800:1e0:6003::8,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,adccusvip.edp.telenet.be,,,,,,
,login2.int.base.be,213.224.233.5,2a02:1800:1e0:6003::1d,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,adccusvip.int.telenet.be,,,,,,
,login2.mre.base.be,213.224.233.1,2a02:1800:1e0:6003::1,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,adccusvip.mre.telenet.be,,,,,,
,login2.sup.base.be,213.224.233.4,2a02:1800:1e0:6003::16,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,adccusvip.sup.telenet.be,,,,,,
,login2.uat.base.be,213.224.233.129,2a02:1800:1e0:6002::1,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,adccusvip.uat.telenet.be,,,,,,
,logtools.int.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,"mx1.telenet-ops.be, mx2.telenet-ops.be",,,,,,,,
,logtools.prd.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,logtools.uat.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,"mx1.telenet-ops.be, mx2.telenet-ops.be",,,,,,,,
,m.base.be,62.213.211.34,,"ib-dmz-dns.netw.telenet.be, phs_network_security_engineering.staff.telenet.be",NOERROR,,,,,,,,,
,m.int.telenet.be,213.224.154.197,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,simvip.int.telenet.be,,,,,,
,m.prd.base.be,213.224.154.168,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,simvip.prd.telenet.be,,,,,,
,m.prd.telenet.be,213.224.154.168,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,simvip.prd.telenet.be,,,,,,
,m.telenet.be,213.224.154.168,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,"m.prd.telenet.be, simvip.prd.telenet.be",,,,,,
,m.yelo.be,213.224.149.248,2a02:1800:100:4001::6:2,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,mail-in.telenet.be,"195.130.132.13, 195.130.132.12","2a02:1800:100:3::1, 2a02:1800:100:3::2","ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,pop.telenet.be,,,,,,
,mail-out.telenet.be,"195.130.132.11, 195.130.132.10","2a02:1800:100:4::100:2, 2a02:1800:100:4::100:1","ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,smtp.telenet.be,,,,,,
,mail.9lives.be,188.93.85.0,,"ns1.itaf.eu, support.itaf.eu",NOERROR,,,zimbra-store.xenco.net,,,,,,
,mail.telenet.be,"195.130.132.24, 195.130.132.25","2a02:1800:100:3::10:2, 2a02:1800:100:3::10:1","ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,mail.uat.telenet.be,195.162.204.156,2a02:1800:1e1:6002::c,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,vrnmctrdrvip.uat.telenet.be,,,,,,
,mail51.cloud.telenet.be,"85.255.202.25, 82.143.81.47, 82.143.81.57, 85.255.202.20",,"ns1.cloud.telenet.be, postmaster.mx.hostbasket.com",NOERROR,,,mailin-01.mx.hostbasket.com,,,,,,
,mail52.cloud.telenet.be,"85.255.202.25, 85.255.202.20, 82.143.81.47, 82.143.81.57",,"ns1.cloud.telenet.be, postmaster.mx.hostbasket.com",NOERROR,,,mailin-01.mx.hostbasket.com,,,,,,
,mailrelay-in.base.be,10.122.0.139,,"ib-dmz-dns.netw.telenet.be, phs_network_security_engineering.staff.telenet.be",NOERROR,,,,True,10.122.0.139,,,,
,mailrelay-out.base.be,10.123.0.87,,"ib-dmz-dns.netw.telenet.be, phs_network_security_engineering.staff.telenet.be",NOERROR,,,,True,10.123.0.87,,,,
,maintenance.telenet.be,,2a02:1800:100:17::33,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,majorasmask.yelo.be,213.224.149.248,,,NOERROR,,"ns2.telenet-ops.be, ns.telenet-ops.be",,,,,,,
,marenostrum.telenet.be,195.130.132.84,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,smtp.telenet-ops.be,,,,,,,,
,marianne.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,marketing.aem-modules-prod.awscloud.external.telenet.be,"52.29.213.71, 3.126.86.197",,"ns-758.awsdns-30.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,mascara1.yelo.be,213.224.149.248,2a02:1800:100:4001::6:2,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,mask10.yelo.be,213.224.149.248,2a02:1800:100:4001::6:2,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,maskatel.yelo.be,213.224.149.248,2a02:1800:100:4001::6:2,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,maskedsig.yelo.be,213.224.149.248,2a02:1800:100:4001::6:2,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,maskerade-rwd.yelo.be,213.224.149.248,2a02:1800:100:4001::6:2,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,masky.yelo.be,213.224.149.248,2a02:1800:100:4001::6:2,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,master.telenet.be,195.162.197.140,2a02:1800:120:6002::3,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,"redirect.prd.telenet.be, vrnmctrdrvip.prd.telenet.be",,,,,,
,math.yelo.be,213.224.149.248,2a02:1800:100:4001::6:2,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,maven.yelo.be,213.224.149.248,2a02:1800:100:4001::6:2,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,mdecamp.yelo.edp.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,"mx2.telenet-ops.be, mx1.telenet-ops.be",,,,,,,,
,mdecamp.yelo.fut.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,"mx1.telenet-ops.be, mx2.telenet-ops.be",,,,,,,,
,mdecamp.yelo.prd.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,"mx1.telenet-ops.be, mx2.telenet-ops.be",,,,,,,,
,mdecamp.yelo.pst.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,"mx2.telenet-ops.be, mx1.telenet-ops.be",,,,,,,,
,mdecamp.yelo.sup.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,"mx2.telenet-ops.be, mx1.telenet-ops.be",,,,,,,,
,mdecamp.yelo.uat.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,"mx1.telenet-ops.be, mx2.telenet-ops.be",,,,,,,,
,mdedeci.yelo.edp.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,"mx2.telenet-ops.be, mx1.telenet-ops.be",,,,,,,,
,mdedeci.yelo.fut.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,"mx2.telenet-ops.be, mx1.telenet-ops.be",,,,,,,,
,mdedeci.yelo.sup.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,"mx1.telenet-ops.be, mx2.telenet-ops.be",,,,,,,,
,mdedna.yelo.fut.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,"mx2.telenet-ops.be, mx1.telenet-ops.be",,,,,,,,
,mdedna.yelo.prd.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,"mx2.telenet-ops.be, mx1.telenet-ops.be","ns2.telenet-ops.be, ns.telenet-ops.be",,,,,,,
,mdedna.yelo.pst.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,"mx2.telenet-ops.be, mx1.telenet-ops.be",,,,,,,,
,mdedna.yelo.sup.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,"mx2.telenet-ops.be, mx1.telenet-ops.be",,,,,,,,
,mdedna.yelo.uat.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,"mx1.telenet-ops.be, mx2.telenet-ops.be",,,,,,,,
,mdeeve.yelo.edp.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,"mx2.telenet-ops.be, mx1.telenet-ops.be",,,,,,,,
,mdeeve.yelo.fut.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,"mx2.telenet-ops.be, mx1.telenet-ops.be",,,,,,,,
,mdeeve.yelo.prd.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,"mx2.telenet-ops.be, mx1.telenet-ops.be",,,,,,,,
,mdeeve.yelo.sup.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,"mx1.telenet-ops.be, mx2.telenet-ops.be",,,,,,,,
,mdeeve.yelo.uat.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,"mx1.telenet-ops.be, mx2.telenet-ops.be",,,,,,,,
,mdemgmt.yelo.edp.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,"mx1.telenet-ops.be, mx2.telenet-ops.be",,,,,,,,
,mdemgmt.yelo.fut.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,"mx2.telenet-ops.be, mx1.telenet-ops.be","ns2.telenet-ops.be, ns.telenet-ops.be",,,,,,,
,mdemgmt.yelo.prd.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,"mx2.telenet-ops.be, mx1.telenet-ops.be",,,,,,,,
,mdemgmt.yelo.pst.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,"mx1.telenet-ops.be, mx2.telenet-ops.be",,,,,,,,
,mdemgmt.yelo.sup.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,"mx1.telenet-ops.be, mx2.telenet-ops.be",,,,,,,,
,mdemgmt.yelo.uat.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,"mx2.telenet-ops.be, mx1.telenet-ops.be",,,,,,,,
,mededeci.yelo.edp.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,"mx1.telenet-ops.be, mx2.telenet-ops.be",,,,,,,,
,mededeci.yelo.fut.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,mededeci.yelo.prd.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,"mx2.telenet-ops.be, mx1.telenet-ops.be",,,,,,,,
,mededeci.yelo.sup.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,mededeci.yelo.uat.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,"mx1.telenet-ops.be, mx2.telenet-ops.be",,,,,,,,
,media.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,meldingen.edp.telenet.be,195.162.204.159,2a02:1800:1e1:6002::1,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,vrnmctvip.edp.telenet.be,,,,,,
,meldingen.int.telenet.be,195.162.204.155,2a02:1800:1e1:6002::4,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,vrnmctvip.int.telenet.be,,,,,,
,meldingen.prd.telenet.be,195.162.197.137,2a02:1800:120:6002::1,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,vrnmctvip.prd.telenet.be,,,,,,
,meldingen.telenet.be,195.162.197.140,2a02:1800:120:6002::3,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,"redirect.prd.telenet.be, vrnmctrdrvip.prd.telenet.be",,,,,,
,meldingen.trg.telenet.be,195.162.204.151,2a02:1800:1e1:6002::7,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,vrnmctvip.trg.telenet.be,,,,,,
,messagent.telenet.be,195.130.133.26,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,smtp.telenet-ops.be,,,,,,,,
,meteo.telenet.be,195.162.197.140,2a02:1800:120:6002::3,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,"redirect.prd.telenet.be, vrnmctrdrvip.prd.telenet.be",,,,,,
,metrics.prd.base.be,"63.140.62.160, 63.140.62.164, 63.140.62.135",,"ns201.adobe.net, hostmaster.adobe.com",NOERROR,,"ns204.adobe.net, ns206.adobe.net, ns401.adobe.net, ns402.adobe.net, ns403.adobe.net, ns404.adobe.net, ns203.adobe.net, ns202.adobe.net, ns201.adobe.net, ns205.adobe.net",base.be.sc.omtrdc.net,,,,,,
,metrics.prd.telenet.be,"63.140.62.164, 63.140.62.135, 63.140.62.160",,"ns201.adobe.net, hostmaster.adobe.com",NOERROR,,,telenet.be.sc.omtrdc.net,,,,,,
,metrics.telenet.be,"63.140.62.160, 63.140.62.164, 63.140.62.135",,"ns201.adobe.net, hostmaster.adobe.com",NOERROR,,,"metrics.prd.telenet.be, telenet.be.sc.omtrdc.net",,,,,,
,mft.connect.telenet.be,212.123.29.170,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,b2bisecrlyvip.prd.connect.telenet.be,,,,,,
,mgmt.apigateway.yelo.edp.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,"mx2.telenet-ops.be, mx1.telenet-ops.be",,,,,,,,
,mgmt.apigateway.yelo.prd.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,"mx2.telenet-ops.be, mx1.telenet-ops.be",,,,,,,,
,mgmt.apigateway.yelo.pst.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,"mx1.telenet-ops.be, mx2.telenet-ops.be",,,,,,,,
,mgmt.apigateway.yelo.sup.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,"mx2.telenet-ops.be, mx1.telenet-ops.be",,,,,,,,
,mgmt.apigateway.yelo.uat.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,"mx1.telenet-ops.be, mx2.telenet-ops.be",,,,,,,,
,mgmt.ybelt.fut.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,"mx2.telenet-ops.be, mx1.telenet-ops.be",,,,,,,,
,mgmt.ybelt.prd.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,"mx2.telenet-ops.be, mx1.telenet-ops.be",,,,,,,,
,mgmt.ybelt.pst.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,"mx2.telenet-ops.be, mx1.telenet-ops.be",,,,,,,,
,mgmt.ybelt.sup.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,"mx2.telenet-ops.be, mx1.telenet-ops.be",,,,,,,,
,mgmt.ybelt.uat.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,"mx2.telenet-ops.be, mx1.telenet-ops.be",,,,,,,,
,mgmt.yelo.fut.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,"mx1.telenet-ops.be, mx2.telenet-ops.be",,,,,,,,
,mgmt.yelo.prd.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,"mx1.telenet-ops.be, mx2.telenet-ops.be",,,,,,,,
,mgmt.yelo.pst.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,"mx1.telenet-ops.be, mx2.telenet-ops.be",,,,,,,,
,mgmt.yelo.sup.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,"mx1.telenet-ops.be, mx2.telenet-ops.be",,,,,,,,
,mgmt.yelo.uat.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,"mx2.telenet-ops.be, mx1.telenet-ops.be",,,,,,,,
,mijn-4.dvp.telenet.be,213.224.233.3,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,adccusVip-4.dvp.telenet.be,,,,,,
,mijn-4.edp.telenet.be,213.224.233.2,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,adccusvip-4.edp.telenet.be,,,,,,
,mijn-4.int.telenet.be,213.224.233.5,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,adccusvip-4.int.telenet.be,,,,,,
,mijn-4.prd.telenet.be,213.224.232.1,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,adccusVip-4.prd.telenet.be,,,,,,
,mijn-4.sup.telenet.be,213.224.233.4,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,adccusvip-4.sup.telenet.be,,,,,,
,mijn-4.telenet.be,213.224.232.1,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,"mijn-4.prd.telenet.be, adccusvip-4.prd.telenet.be",,,,,,
,mijn-4.uat.telenet.be,213.224.233.129,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,adccusvip-4.uat.telenet.be,,,,,,
,mijn-46.dvp.telenet.be,213.224.233.3,2a02:1800:1e0:6003::f,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,adccusvip.dvp.telenet.be,,,,,,
,mijn-46.edp.telenet.be,213.224.233.2,2a02:1800:1e0:6003::8,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,adccusvip.edp.telenet.be,,,,,,
,mijn-46.int.telenet.be,213.224.233.5,2a02:1800:1e0:6003::1d,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,adccusVip.int.telenet.be,,,,,,
,mijn-46.prd.telenet.be,213.224.232.1,2a02:1800:100:6000::1,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,adccusVip.prd.telenet.be,,,,,,"v=spf1, include:_spf.telenet-ops.be, ~all"
,mijn-46.sup.telenet.be,213.224.233.4,2a02:1800:1e0:6003::16,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,adccusvip.sup.telenet.be,,,,,,
,mijn-46.telenet.be,,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,"ns2.telenet-ops.be, ns.telenet-ops.be","mijn-46.prd.telenet.be, adccusVip.prd.telenet.be",,,,,,
,mijn-46.uat.telenet.be,213.224.233.129,2a02:1800:1e0:6002::1,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,adccusvip.uat.telenet.be,,,,,,
,mijn-6.int.telenet.be,,2a02:1800:1e0:6003::1d,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,adccusVip-6.int.telenet.be,,,,,,
,mijn-6.prd.telenet.be,,2a02:1800:100:6000::1,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,adccusVip-6.prd.telenet.be,,,,,,
,mijn-6.telenet.be,,2a02:1800:100:6000::1,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,"mijn-6.prd.telenet.be, adccusvip-6.prd.telenet.be",,,,,,
,mijn-6.trg.telenet.be,,2a02:1800:1e0:6000::1,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,adccusvip-6.trg.telenet.be,,,,,,
,mijn-6.uat.telenet.be,,2a02:1800:1e0:6002::1,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,adccusvip-6.uat.telenet.be,,,,,,
,mijn.int.telenet.be,213.224.233.5,2a02:1800:1e0:6003::1d,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,adccusVip.int.telenet.be,,,,,,
,mijn.prd.telenet.be,213.224.232.1,2a02:1800:100:6000::1,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,adccusVip.prd.telenet.be,,,,,,"v=spf1, include:_spf.telenet-ops.be, ~all"
,mijn.sup.telenet.be,213.224.233.4,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,adccusvip-4.sup.telenet.be,,,,,,
,mijn.telenet.be,213.224.232.1,2a02:1800:100:6000::1,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,"mijn.prd.telenet.be, adccusVip.prd.telenet.be",,,,,,"v=spf1, include:_spf.telenet-ops.be, ~all"
,mijn.trg.telenet.be,213.224.233.193,2a02:1800:1e0:6000::1,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,adccusVip.trg.telenet.be,,,,,,
,mijncms.edp.telenet.be,195.162.204.159,2a02:1800:1e1:6002::1,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,vrnmctvip.edp.telenet.be,,,,,,
,mijncms.int.telenet.be,195.162.204.155,2a02:1800:1e1:6002::4,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,vrnmctvip.int.telenet.be,,,,,,
,mijncms.lat.telenet.be,195.162.204.153,2a02:1800:1e1:6002::6,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,vrnmctvip.lat.telenet.be,,,,,,
,mijncms.sup.telenet.be,195.162.204.154,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,"ns2.telenet-ops.be, ns.telenet-ops.be",vrnmctvip.sup.telenet.be,,,,,,
,mijncms.telenet.be,195.162.197.137,2a02:1800:120:6002::1,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,"mijncms.prd.telenet.be, vrnmctvip.prd.telenet.be",,,,,,
,mijncms.trg.telenet.be,195.162.204.151,2a02:1800:1e1:6002::7,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,vrnmctvip.trg.telenet.be,,,,,,
,mijncms.uat.telenet.be,195.162.204.152,2a02:1800:1e1:6002::5,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,vrnmctvip.uat.telenet.be,,,,,,
,miranda.telenet.be,195.130.132.84,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,"ns.telenet-ops.be, ns2.telenet-ops.be",,,,,,,
,mirrorschooplacestilityponeocovidev.yelo.be,213.224.149.248,2a02:1800:100:4001::6:2,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,misp.cloud.telenet.be,"3.77.67.166, 52.28.118.13",,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,misp-lb-1652412971.eu-central-1.elb.amazonaws.com,,,,,,
,mk.telenet.be,195.130.132.84,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,smtp.telenet-ops.be,,,,,,,,
,mkt-custom.prd.telenet.be,213.224.154.168,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,simvip.prd.telenet.be,,,,,,
,mkt.base.be,213.224.154.168,,"ib-dmz-dns.netw.telenet.be, phs_network_security_engineering.staff.telenet.be",NOERROR,smtp.mkt.telenet.be,,,,,,,,v=spf1 mx a ip4:213.224.154.128/27 ip4:213.224.154.176/28 ip4:195.130.132.45 ip4:213.224.155.96/27 -all
,mkt.prd.telenet.be,213.224.154.168,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,simvip.prd.telenet.be,,,,,,
,mkt.telenet.be,213.224.154.168,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,smtp.mkt.telenet.be,"ns.telenet-ops.be, ns2.telenet-ops.be",,,,,,,v=spf1 mx a ip4:213.224.154.128/27 ip4:213.224.154.176/28 ip4:195.130.132.45 ip4:213.224.155.96/27 -all
,mlp.trg.telenet.be,213.224.233.193,2a02:1800:1e0:6000::1,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,adccusvip.trg.telenet.be,,,,,,
,mlp.uat.telenet.be,213.224.233.129,2a02:1800:1e0:6002::1,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,adccusvip.uat.telenet.be,,,,,,
,mobielediensten.telenet.be,195.162.197.140,2a02:1800:120:6002::3,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,"redirect.prd.telenet.be, vrnmctrdrvip.prd.telenet.be",,,,,,
,mobile-gateway.lab.digitalsecurity.telenet.be,,,"ns-336.awsdns-42.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,mobile-gateway.prd.digitalsecurity.telenet.be,"52.29.179.215, 18.159.43.156, 3.69.97.182","2a05:d014:e42:c303:ace8:3d72:df46:662c, 2a05:d014:e42:c304:9013:d689:935e:6be6, 2a05:d014:e42:c302:3642:36b5:4018:8277","ns-1646.awsdns-13.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,"heritage=external-dns,external-dns/dualstack=true,external-dns/owner=isp-tln-prod,external-dns/resource=ingress/isp/isp-tln-prod-gateway-gateway-service"
,mobile-insights.ipbb.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,"mx1.telenet-ops.be, mx2.telenet-ops.be",,,,,,,,
