input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_subject_org_,final_url,csp_domains_,tls_expired,tls_mismatched,tls_self_signed
ns632.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,ns632.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,ns632.hostgator.com.br,,80,http://ns632.hostgator.com.br:80,http,Apache,text/html,GET,50.116.112.135,/,-1783708853,50.116.112.135,Bootstrap,44,False,,,https://ns632.hostgator.com.br/,,,,
ns634.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,ns634.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,ns634.hostgator.com.br,,443,https://ns634.hostgator.com.br:443,https,Apache,text/html,GET,50.116.112.140,/,-1783708853,50.116.112.140,Bootstrap,44,False,,,,,,,
ns635.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,ns635.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,ns635.hostgator.com.br,,443,https://ns635.hostgator.com.br:443,https,Apache,text/html,GET,50.116.112.141,/,-1783708853,50.116.112.141,Bootstrap,44,False,,,,,,,
ns636.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,ns636.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,ns636.hostgator.com.br,,443,https://ns636.hostgator.com.br:443,https,Apache,text/html,GET,50.116.112.145,/,-1783708853,50.116.112.145,Bootstrap,44,False,,,,,,,
ns637.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,ns637.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,ns637.hostgator.com.br,,443,https://ns637.hostgator.com.br:443,https,Apache,text/html,GET,50.116.112.146,/,-1783708853,50.116.112.146,Bootstrap,44,False,,,,,,,
ns638.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,ns638.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,ns638.hostgator.com.br,,443,https://ns638.hostgator.com.br:443,https,Apache,text/html,GET,50.116.112.150,/,-1783708853,50.116.112.150,Bootstrap,44,False,,,,,,,
ns639.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,ns639.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,ns639.hostgator.com.br,,443,https://ns639.hostgator.com.br:443,https,Apache,text/html,GET,50.116.112.151,/,-1783708853,50.116.112.151,Bootstrap,44,False,,,,,,,
ns642.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,ns642.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,ns642.hostgator.com.br,,443,https://ns642.hostgator.com.br:443,https,Apache,text/html,GET,108.179.192.20,/,-1783708853,108.179.192.20,Bootstrap,44,False,,,,,,,
ns643.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,ns643.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,ns643.hostgator.com.br,,443,https://ns643.hostgator.com.br:443,https,Apache,text/html,GET,108.179.192.21,/,-1783708853,108.179.192.21,Bootstrap,44,False,,,,,,,
ns644.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,ns644.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,ns644.hostgator.com.br,,443,https://ns644.hostgator.com.br:443,https,Apache,text/html,GET,108.179.192.25,/,-1783708853,108.179.192.25,Bootstrap,44,False,,,,,,,
ns645.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,ns645.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,ns645.hostgator.com.br,,443,https://ns645.hostgator.com.br:443,https,Apache,text/html,GET,108.179.192.26,/,-1783708853,108.179.192.26,Bootstrap,44,False,,,,,,,
ns646.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,ns646.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,ns646.hostgator.com.br,,443,https://ns646.hostgator.com.br:443,https,Apache,text/html,GET,108.179.192.30,/,-1783708853,108.179.192.30,Bootstrap,44,False,,,,,,,
ns647.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,ns647.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,ns647.hostgator.com.br,,443,https://ns647.hostgator.com.br:443,https,Apache,text/html,GET,108.179.192.31,/,-1783708853,108.179.192.31,Bootstrap,44,False,,,,,,,
ns648.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,ns648.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,ns648.hostgator.com.br,,443,https://ns648.hostgator.com.br:443,https,Apache,text/html,GET,108.179.192.35,/,-1783708853,108.179.192.35,Bootstrap,44,False,,,,,,,
ns650.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,ns650.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,ns650.hostgator.com.br,,443,https://ns650.hostgator.com.br:443,https,Apache,text/html,GET,108.179.192.40,/,-1783708853,108.179.192.40,Bootstrap,44,False,,,,,,,
ns652.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,ns652.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,ns652.hostgator.com.br,,443,https://ns652.hostgator.com.br:443,https,Apache,text/html,GET,108.179.192.45,/,-1783708853,108.179.192.45,Bootstrap,44,False,,,,,,,
ns653.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,ns653.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,ns653.hostgator.com.br,,443,https://ns653.hostgator.com.br:443,https,Apache,text/html,GET,108.179.192.46,/,-1783708853,108.179.192.46,Bootstrap,44,False,,,,,,,
ns654.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,ns654.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,ns654.hostgator.com.br,,443,https://ns654.hostgator.com.br:443,https,Apache,text/html,GET,108.179.192.50,/,-1783708853,108.179.192.50,Bootstrap,44,False,,,,,,,
ns655.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,ns655.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,ns655.hostgator.com.br,,443,https://ns655.hostgator.com.br:443,https,Apache,text/html,GET,108.179.192.51,/,-1783708853,108.179.192.51,Bootstrap,44,False,,,,,,,
ns656.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,ns656.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,ns656.hostgator.com.br,,443,https://ns656.hostgator.com.br:443,https,Apache,text/html,GET,108.179.192.80,/,-1783708853,108.179.192.80,Bootstrap,44,False,,,,,,,
ns657.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,ns657.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,ns657.hostgator.com.br,,443,https://ns657.hostgator.com.br:443,https,Apache,text/html,GET,108.179.192.81,/,-1783708853,108.179.192.81,Bootstrap,44,False,,,,,,,
ns658.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,ns658.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,ns658.hostgator.com.br,,80,http://ns658.hostgator.com.br:80,http,Apache,text/html,GET,108.179.192.85,/,-1783708853,108.179.192.85,Bootstrap,44,False,,,https://ns658.hostgator.com.br/,,,,
ns659.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,ns659.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,ns659.hostgator.com.br,,443,https://ns659.hostgator.com.br:443,https,Apache,text/html,GET,108.179.192.86,/,-1783708853,108.179.192.86,Bootstrap,44,False,,,,,,,
ns661.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,ns661.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,ns661.hostgator.com.br,,443,https://ns661.hostgator.com.br:443,https,Apache,text/html,GET,108.179.192.91,/,-1783708853,108.179.192.91,Bootstrap,44,False,,,,,,,
ns662.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,ns662.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,ns662.hostgator.com.br,,80,http://ns662.hostgator.com.br:80,http,Apache,text/html,GET,108.179.192.95,/,-1783708853,108.179.192.95,Bootstrap,44,False,,,https://ns662.hostgator.com.br/,,,,
ns663.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,ns663.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,ns663.hostgator.com.br,,443,https://ns663.hostgator.com.br:443,https,Apache,text/html,GET,108.179.192.96,/,-1783708853,108.179.192.96,Bootstrap,44,False,,,,,,,
ns664.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,ns664.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,ns664.hostgator.com.br,,443,https://ns664.hostgator.com.br:443,https,Apache,text/html,GET,108.179.192.100,/,-1783708853,108.179.192.100,Bootstrap,44,False,,,,,,,
ns665.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,ns665.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,ns665.hostgator.com.br,,443,https://ns665.hostgator.com.br:443,https,Apache,text/html,GET,108.179.192.101,/,-1783708853,108.179.192.101,Bootstrap,44,False,,,,,,,
ns666.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,ns666.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,ns666.hostgator.com.br,,443,https://ns666.hostgator.com.br:443,https,Apache,text/html,GET,108.179.192.105,/,-1783708853,108.179.192.105,Bootstrap,44,False,,,,,,,
ns668.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,ns668.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,ns668.hostgator.com.br,,80,http://ns668.hostgator.com.br:80,http,Apache,text/html,GET,108.179.192.110,/,-1783708853,108.179.192.110,Bootstrap,44,False,,,https://ns668.hostgator.com.br/,,,,
ns669.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,ns669.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,ns669.hostgator.com.br,,443,https://ns669.hostgator.com.br:443,https,Apache,text/html,GET,108.179.192.111,/,-1783708853,108.179.192.111,Bootstrap,44,False,,,,,,,
ns67.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,ns67.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,ns67.hostgator.com.br,,443,https://ns67.hostgator.com.br:443,https,Apache,text/html,GET,192.185.177.117,/,-1783708853,192.185.177.117,Bootstrap,44,False,,,,,,,
