input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,method,host,path,favicon,a_,lines,failed,content_type,tech_,webserver,csp_domains_,final_url,location,tls_expired,tls_mismatched,cdn_name,cdn
ltclnprp108.fisglobal.com,400 Bad Request,400,171,ltclnprp108.fisglobal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-10-19T00:00:00Z,2023-11-19T23:59:59Z,"CN=ws.valutec.net, O=Fidelity National Information Services\, Inc., L=Jacksonville, ST=Florida, C=US",ws.valutec.net,"Fidelity National Information Services, Inc.",dr-ws.valutec.net,"CN=DigiCert Global CA G2, O=DigiCert Inc, C=US",DigiCert Global CA G2,DigiCert Inc,25a122564cf69e05a7fed5e7df4c7eb0,594afe1ecfc7d76729540a6be39c4ed77fe869c312b88404700215f4695ba9e6,,ctls,ltclnprp108.fisglobal.com,443,https://ltclnprp108.fisglobal.com:443,https,GET,156.55.138.234,/,386594154,156.55.138.234,1,False,text/html,Apache,Apache,,,,,True,,
ltclnprp11.fisglobal.com,400 Bad Request,400,171,ltclnprp11.fisglobal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-01T00:00:00Z,2024-03-30T23:59:59Z,"CN=www.xpressdeposit.com, O=Fidelity National Information Services, ST=Florida, C=US",www.xpressdeposit.com,Fidelity National Information Services,uat2.xpressdeposit.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,daefe1ef6a69e4650717ba9d010aca5a,660192e384ae98b99db2ce44c7ca80a9997a667591b3806f5f7f1918b268288d,,ctls,ltclnprp11.fisglobal.com,443,https://ltclnprp11.fisglobal.com:443,https,GET,156.55.138.157,/,386594154,156.55.138.157,1,False,text/html,Apache,Apache,,,,,True,,
ltclnprp12.fisglobal.com,400 Bad Request,400,171,ltclnprp12.fisglobal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-06-25T00:00:00Z,2023-07-25T23:59:59Z,"CN=*.usremotedeposit.com, O=Fidelity National Information Services\, Inc., ST=Florida, C=US",*.usremotedeposit.com,"Fidelity National Information Services, Inc.",usremotedeposit.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,67a8cc6893c3fef6534ce2bebdef432b,54fe7fc85a4e50584b90b4e94896a1a01d4cc213ac8864eb32b85536701c3964,True,ctls,ltclnprp12.fisglobal.com,443,https://ltclnprp12.fisglobal.com:443,https,GET,156.55.138.158,/,386594154,156.55.138.158,1,False,text/html,Apache,Apache,,,,,True,,
ltclnprp13.fisglobal.com,400 Bad Request,400,171,ltclnprp13.fisglobal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2020-01-07T00:00:00Z,2022-01-25T12:00:00Z,"CN=centralbankdeposit.centralbancompany.com, OU=Central Bancompany\, Inc., O=Central Bancompany\, Inc., L=Jefferson City, ST=Missouri, C=US",centralbankdeposit.centralbancompany.com,"Central Bancompany, Inc.",firstcentraldeposit.centralbancompany.com,"CN=DigiCert SHA2 High Assurance Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 High Assurance Server CA,DigiCert Inc,32e42940230855bfe62a0b2bc73d702a,b02d089f5d461226bf77e8ec95093e1bd720cbb2692c7e74bcaa10637403012e,,ctls,ltclnprp13.fisglobal.com,443,https://ltclnprp13.fisglobal.com:443,https,GET,156.55.138.159,/,386594154,156.55.138.159,1,False,text/html,HSTS,Apache,,,,True,True,,
ltclnprp14.fisglobal.com,400 Bad Request,400,171,ltclnprp14.fisglobal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-09-07T15:17:17Z,2023-09-15T15:17:17Z,"CN=openaccount.boktest.com, O=BOK Financial Corporation, L=Tulsa, ST=Oklahoma, C=US",openaccount.boktest.com,BOK Financial Corporation,openaccount.boktest.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",109bbe4a5ea30f131d4ffa44470c1c61,474b2147a953369820bf6fba3b445b9a94eff8e811f4c1e689aa7648ccbd81ac,,ctls,ltclnprp14.fisglobal.com,443,https://ltclnprp14.fisglobal.com:443,https,GET,156.55.138.160,/,386594154,156.55.138.160,1,False,text/html,Apache,Apache,,,,,True,,
ltclnprp16.fisglobal.com,400 Bad Request,400,171,ltclnprp16.fisglobal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2020-02-13T14:36:22Z,2022-02-13T14:36:22Z,"CN=remotedeposit.1stsource.com, OU=Domain Control Validated",remotedeposit.1stsource.com,,www.remotedeposit.1stsource.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",201a207ea5bac3609926ee62ebc49437,7de0c1163ac4cc79be32f7c4e5eb378c4993dbfff9675176d399c95689da4c55,,ctls,ltclnprp16.fisglobal.com,443,https://ltclnprp16.fisglobal.com:443,https,GET,156.55.138.162,/,386594154,156.55.138.162,1,False,text/html,HSTS,Apache,,,,True,True,,
ltclnprp17.fisglobal.com,400 Bad Request,400,171,ltclnprp17.fisglobal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2019-06-09T17:19:44Z,2021-06-12T17:49:43Z,"CN=rdc.bremer.com, O=Bremer Financial Services\, Inc., L=Lake Elmo, ST=Minnesota, C=US",rdc.bremer.com,"Bremer Financial Services, Inc.",rdc.bremer.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",de972f0ddae44b62b183304f528617ca,fe5023fc889186d7d2f32832acd403fe466ad9194de6aea7cde7cfe6035de9dc,,ctls,ltclnprp17.fisglobal.com,443,https://ltclnprp17.fisglobal.com:443,https,GET,156.55.138.163,/,386594154,156.55.138.163,1,False,text/html,HSTS,Apache,,,,True,True,,
ltclnprp18.fisglobal.com,400 Bad Request,400,171,ltclnprp18.fisglobal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2020-08-26T17:02:48Z,2022-09-24T17:38:18Z,"CN=www.abbrd.com, OU=Domain Control Validated",www.abbrd.com,,abbrd.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",4e67422c1c71826d4966d5a8f83ee0ad,15446f18d72969bf6baf6e881579857111fe88a6e0e163366f8a279994b71118,,ctls,ltclnprp18.fisglobal.com,443,https://ltclnprp18.fisglobal.com:443,https,GET,156.55.138.164,/,386594154,156.55.138.164,1,False,text/html,Apache,Apache,,,,True,True,,
ltclnprp22.fisglobal.com,400 Bad Request,400,171,ltclnprp22.fisglobal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2020-05-27T18:02:14Z,2022-05-31T18:32:13Z,"CN=depositpoint.usbank.com, OU=ISS-3PTY, O=US Bank, L=Richfield, ST=Minnesota, C=US",depositpoint.usbank.com,US Bank,depositpoint.usbank.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",49e8528ffb16a629c1a084ccdac4599b,74d1c351b83781138014424c7e320e41a6ebccc3838bdef76ab81a84135076f0,,ctls,ltclnprp22.fisglobal.com,80,http://ltclnprp22.fisglobal.com:80,http,GET,156.55.138.168,/,386594154,156.55.138.168,1,False,text/html,Apache,Apache,,https://ltclnprp22.fisglobal.com/,,True,True,,
ltclnprp37.fisglobal.com,400 Bad Request,400,171,ltclnprp37.fisglobal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-06-29T21:31:24Z,2024-07-09T21:31:23Z,"CN=applynowqa2.qacitizensbank.com, serialNumber=2048953, businessCategory=Private Organization, O=Citizens Financial Group Inc, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=Providence, ST=Rhode Island, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",applynowqa2.qacitizensbank.com,Citizens Financial Group Inc,applynowqa2.qacitizensbank.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",b9d3a0f2822e28233ed50654013eaa52,5ea0d735ee1d4039c5ee2facf1c434801f648124ca56f913edce6ff15c17f4fd,,ctls,ltclnprp37.fisglobal.com,443,https://ltclnprp37.fisglobal.com:443,https,GET,156.55.138.183,/,386594154,156.55.138.183,1,False,text/html,Apache,Apache,,,,,True,,
ltclpcrp02.fisglobal.com,,200,51,,,,,,,,,,,,,,,,,,,,80,http://ltclpcrp02.fisglobal.com:80,http,GET,156.55.138.25,/,-1683624851,156.55.138.25,3,False,text/html,Apache,Apache,,,,,,,
ltclpcrp07.fisglobal.com,,200,51,,,,,,,,,,,,,,,,,,,,80,http://ltclpcrp07.fisglobal.com:80,http,GET,156.55.138.69,/,-1683624851,156.55.138.69,3,False,text/html,Apache,Apache,,,,,,,
ltclpcrp09.fisglobal.com,400 Bad Request,400,171,ltclpcrp09.fisglobal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-26T00:00:00Z,2023-11-09T23:59:59Z,"CN=personalsavings.com, O=American Express Company, L=Phoenix, ST=Arizona, C=US, serialNumber=188055, businessCategory=Private Organization, jurisdictionStateOrProvince=New York, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionStateOrProvince=New York, jurisdictionCountry=US",personalsavings.com,American Express Company,personalsavings.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,6d42d3f5282b68e3d15e725b0f794859,3a973fc98c02a7e19ed7ec07f9964fbc333b80a411f8bd6a62aa6e67ecc72e5d,,ctls,ltclpcrp09.fisglobal.com,443,https://ltclpcrp09.fisglobal.com:443,https,GET,156.55.138.96,/,386594154,156.55.138.96,1,False,text/html,Apache,Apache,,,,,True,,
ltclpcrp16.fisglobal.com,400 Bad Request,400,171,ltclpcrp16.fisglobal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=schwabbank.com, O=Charles Schwab & Co.\, Inc., L=San Francisco, ST=California, C=US, serialNumber=621089, businessCategory=Private Organization, jurisdictionStateOrProvince=California, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionStateOrProvince=California, jurisdictionCountry=US",schwabbank.com,"Charles Schwab & Co., Inc.",www.schwabbank.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,5bb0bb27059f28415b9fc2003cfc87a7,204955b026ef3f5ddc637d5acc1943734d8613dfd80b646da23b0136b636f59c,,ctls,ltclpcrp16.fisglobal.com,443,https://ltclpcrp16.fisglobal.com:443,https,GET,156.55.203.150,/,386594154,156.55.203.150,1,False,text/html,Apache,Apache,,,,,True,,
ltclpcrp17.fisglobal.com,,200,51,,,,,,,,,,,,,,,,,,,,80,http://ltclpcrp17.fisglobal.com:80,http,GET,156.55.203.151,/,-1683624851,156.55.203.151,3,False,text/html,Apache,Apache,,,,,,,
ltclpcrp19.fisglobal.com,400 Bad Request,400,171,ltclpcrp19.fisglobal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2021-06-22T00:00:00Z,2022-07-23T23:59:59Z,"CN=personalsavings-uat.americanexpress.com, O=American Express Company, L=Phoenix, ST=Arizona, C=US, serialNumber=188055, jurisdictionStateOrProvince=New York, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionStateOrProvince=New York, jurisdictionCountry=US, businessCategory=Private Organization",personalsavings-uat.americanexpress.com,American Express Company,personalsavings-trn.americanexpress.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,f612e7885add23ef11c6617a6503f5eb,389e99feb85d13956af0cbc04b6107ba82070c63330193480403811cd8d3aaf2,,ctls,ltclpcrp19.fisglobal.com,443,https://ltclpcrp19.fisglobal.com:443,https,GET,156.55.203.153,/,386594154,156.55.203.153,1,False,text/html,HSTS,Apache,,,,True,True,,
ltclpcrp22.fisglobal.com,,200,51,,,,,,,,,,,,,,,,,,,,80,http://ltclpcrp22.fisglobal.com:80,http,GET,156.55.203.156,/,-1683624851,156.55.203.156,3,False,text/html,Apache,Apache,,,,,,,
ltclpcrp29.fisglobal.com,400 Bad Request,400,171,ltclpcrp29.fisglobal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-03-21T00:00:00Z,2023-03-21T23:59:59Z,"CN=*.fidelityifs.com, O=Fidelity National Information Services\, Inc., ST=Florida, C=US",*.fidelityifs.com,"Fidelity National Information Services, Inc.",fidelityifs.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,d6d660837195a5f650c975c93b9e9487,fa5a610ca56b3514e290ee01a9f56b6809900377f12e6cefafb711cf93473f6c,True,ctls,ltclpcrp29.fisglobal.com,443,https://ltclpcrp29.fisglobal.com:443,https,GET,156.55.203.172,/,386594154,156.55.203.172,1,False,text/html,HSTS,Apache,,,,True,True,,
ltclpcrp31.fisglobal.com,400 Bad Request,400,171,ltclpcrp31.fisglobal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2019-07-09T21:16:02Z,2021-07-09T21:46:01Z,"CN=spe2-secure.hancockwhitney.com, O=Hancock Whitney Corporation, L=Gulfport, ST=Mississippi, C=US",spe2-secure.hancockwhitney.com,Hancock Whitney Corporation,apply-spe2.hancockwhitney.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",6012e1a8752d3daa1c5dc7c0e5f9d13a,80c9a82acd80c84c5674d33efdaabd387fbb9f2f6fa0c6930ef12d25a9230766,,ctls,ltclpcrp31.fisglobal.com,443,https://ltclpcrp31.fisglobal.com:443,https,GET,156.55.203.174,/,386594154,156.55.203.174,1,False,text/html,Apache,Apache,,,,True,True,,
ltclpcrp32.fisglobal.com,400 Bad Request,400,171,ltclpcrp32.fisglobal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-06-09T18:00:30Z,2023-06-09T18:00:30Z,"CN=uat-secure.hancockwhitney.com, O=Hancock Whitney Corporation, L=Gulfport, ST=Mississippi, C=US",uat-secure.hancockwhitney.com,Hancock Whitney Corporation,uat2-secure.hancockwhitney.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",f580307079e647d93d7eedadd2d480ac,a8f2c2773bc6d9ec8952caf87ad3cdc4e4a6565e03b52b82b86a81cd389fa1b4,,ctls,ltclpcrp32.fisglobal.com,443,https://ltclpcrp32.fisglobal.com:443,https,GET,156.55.203.175,/,386594154,156.55.203.175,1,False,text/html,Apache,Apache,,,,True,True,,
ltclpcrp41.fisglobal.com,,200,51,,,,,,,,,,,,,,,,,,,,80,http://ltclpcrp41.fisglobal.com:80,http,GET,156.55.203.229,/,-1683624851,156.55.203.229,3,False,text/html,Apache,Apache,,,,,,,
ltcsig-akamai01.fisglobal.com,400 Bad Request,400,171,ltcsig-akamai01.fisglobal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-10T00:00:00Z,2024-01-10T23:59:59Z,"CN=fisglobal.signatureny.com, O=Fidelity National Information Services\, Inc., ST=Florida, C=US",fisglobal.signatureny.com,"Fidelity National Information Services, Inc.",fisglobal.signatureny.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,baf835eff3e4f240027998b0ace40164,d469df99ec029538c56bc8197151f5966fd6b0f2fa69066c69604af826a78e77,,ctls,ltcsig-akamai01.fisglobal.com,443,https://ltcsig-akamai01.fisglobal.com:443,https,GET,199.200.25.81,/,386594154,199.200.25.81,1,False,text/html,Apache,Apache,,,,,True,,
lyncdiscover.fisglobal.com,,404,34,lyncdiscover.fisglobal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,2023-02-03T18:41:36Z,2024-01-29T18:41:36Z,"CN=*.online.lync.com, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",*.online.lync.com,Microsoft Corporation,*.lync.com,"CN=Microsoft Azure TLS Issuing CA 06, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 06,Microsoft Corporation,2caac3e97714f2cd46d17017c8f7ca9e,f38e6481f423e45388c4b40cabf45c6641d3131d29bed689eac88c27936a5618,True,ctls,lyncdiscover.fisglobal.com,443,https://lyncdiscover.fisglobal.com:443,https,GET,52.112.193.16,/,561381128,2603:1027:0:2::e,1,False,application/json,Azure,,,,,,True,,
mail-uk1.fisglobal.com,,200,54,,,,,,,,,,,,,,,,,,,,80,http://mail-uk1.fisglobal.com:80,http,GET,185.41.233.41,/,-1683624851,185.41.233.41,3,False,text/html,Apache,Apache,,,,,,,
mail.fisglobal.com,400 Bad Request,400,171,mail.fisglobal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-02T00:00:00Z,2023-09-01T23:59:59Z,"CN=svcsdmzltcrp01.fnfis.com, O=Fidelity National Information Services\, Inc., ST=Florida, C=US",svcsdmzltcrp01.fnfis.com,"Fidelity National Information Services, Inc.",ssp.fnfis.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,db0b1ad865a8c4e72a461904da4fb5ea,89c6f2d7a40d02ad62ad4b960513b4e74941716a638ca582c969f4a4d09e6dbd,,ctls,mail.fisglobal.com,443,https://mail.fisglobal.com:443,https,GET,199.200.24.181,/,386594154,199.200.24.181,1,False,text/html,Apache,Apache,,,,,True,,
mailtest.fisglobal.com,400 Bad Request,400,171,mailtest.fisglobal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-13T00:00:00Z,2023-08-12T23:59:59Z,"CN=*.fisglobal.com, O=Fidelity National Information Services\, Inc., ST=Florida, C=US",*.fisglobal.com,"Fidelity National Information Services, Inc.",fisglobal.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,35566163a669f5d5ef19297c25bc7f73,bab10d66cc071b98ce70b611d3d78030eb104a5d013c371f70df78e93e291235,True,ctls,mailtest.fisglobal.com,80,http://mailtest.fisglobal.com:80,http,GET,199.74.216.17,/,386594154,199.74.216.17,1,False,text/html,Apache,Apache,,https://mailtest.fisglobal.com/,,,,,
merchantportal.fisglobal.com,,200,26834,merchantportal.paymetric.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-21T20:08:32Z,2023-07-21T20:08:32Z,"CN=merchantportal.paymetric.com, O=Fidelity Information Services\, LLC, L=Jacksonville, ST=Florida, C=US",merchantportal.paymetric.com,"Fidelity Information Services, LLC",ondemand.paymetric.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",bf29ceb94a26fe38a3c63fa0d7b6e82b,9aea213f84a7f069e71fa744f11e75b0cda1e10b8e52c64655ad2fc58cdb05d7,,ctls,merchantportal.paymetric.com,443,https://merchantportal.fisglobal.com:443,https,GET,2.16.187.91,/,514950640,2.16.187.24,450,False,text/html,Microsoft ASP.NET,,,https://merchantportal.paymetric.com/Authentication/Login,,,,,
meridian.fisglobal.com,,200,6507,meridian.fisglobal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-05T00:00:00Z,2023-08-04T23:59:59Z,"CN=*.fisglobal.com, O=Fidelity National Information Services\, Inc., ST=Florida, C=US",*.fisglobal.com,"Fidelity National Information Services, Inc.",fisglobal.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,c7b6b5b2b235a11d101afb12629fbdeb,13433b1eff434c69e2176b9bf1a7fe3fd255d9e288119000eeefd5bbadc9919a,True,ctls,meridian.fisglobal.com,443,https://meridian.fisglobal.com:443,https,GET,147.249.4.141,/,12023395,147.249.4.141,1,False,text/html,Apache,Apache,,https://meridian.fisglobal.com/vpn/index.html,,,,,
mme.fisglobal.com,SSO Login in progress,200,2290,mme.fisglobal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-13T00:00:00Z,2023-08-12T23:59:59Z,"CN=*.fisglobal.com, O=Fidelity National Information Services\, Inc., ST=Florida, C=US",*.fisglobal.com,"Fidelity National Information Services, Inc.",fisglobal.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,35566163a669f5d5ef19297c25bc7f73,bab10d66cc071b98ce70b611d3d78030eb104a5d013c371f70df78e93e291235,True,ctls,mme.fisglobal.com,443,https://mme.fisglobal.com:443,https,GET,147.249.46.59,/,-813466836,147.249.46.59,41,False,text/html,HSTS,Unknown,https://*.fisglobal.com,https://mme.fisglobal.com/EnergyServices/,,,,,
momentumuat-bdoc2.fisglobal.com,HTTP Status 404 – Not Found,404,1045,momentumuat-bdoc2.fisglobal.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-18T00:00:00Z,2024-05-17T23:59:59Z,"CN=momentumuat-bdoc2.fisglobal.com, O=Fidelity National Information Services, ST=Florida, C=US",momentumuat-bdoc2.fisglobal.com,Fidelity National Information Services,momentumuat-bdoc2.fisglobal.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,089b2aa952425828531095644a0bc59c,ef35a324e53f934a0311b24e940c4c9c948c4f3571a5758a588c5e12c0e476ab,,ctls,momentumuat-bdoc2.fisglobal.com,443,https://momentumuat-bdoc2.fisglobal.com:443,https,GET,95.101.111.184,/,1246687238,95.101.111.157,1,False,text/html,HSTS,,,,,,,,
