new,host,ttl,a,cname,soa,status_code,aaaa,mx,txt,caa,has_internal_ips,internal_ips,ns
[x],ot.opl.apollo.vgz.nl,3600,,"app51096.prod.cudawaas.com, waas-prod-app-cf374202356b984a5ec841fb02f2ecf5.trafficmanager.net, waasprod-app-a34db153f34fe2a900e91eacc7934583.westeurope.cloudapp.azure.com","{'name': 'westeurope.cloudapp.azure.com', 'ns': 'ns1-201.azure-dns.com', 'mailbox': 'msnhst.microsoft.com', 'serial': 10001, 'refresh': 900, 'retry': 300, 'expire': 604800, 'minttl': 60}, {'name': 'westeurope.cloudapp.azure.com', 'ns': 'ns1-201.azure-dns.com', 'mailbox': 'msnhst.microsoft.com', 'serial': 10001, 'refresh': 900, 'retry': 300, 'expire': 604800, 'minttl': 60}, {'name': 'westeurope.cloudapp.azure.com', 'ns': 'ns1-201.azure-dns.com', 'mailbox': 'msnhst.microsoft.com', 'serial': 10001, 'refresh': 900, 'retry': 300, 'expire': 604800, 'minttl': 60}, {'name': 'westeurope.cloudapp.azure.com', 'ns': 'ns1-201.azure-dns.com', 'mailbox': 'msnhst.microsoft.com', 'serial': 10001, 'refresh': 900, 'retry': 300, 'expire': 604800, 'minttl': 60}, {'name': 'westeurope.cloudapp.azure.com', 'ns': 'ns1-201.azure-dns.com', 'mailbox': 'msnhst.microsoft.com', 'serial': 10001, 'refresh': 900, 'retry': 300, 'expire': 604800, 'minttl': 60}",NOERROR,,,,,,,
[x],ot.opl.ofmmock.apollo.vgz.nl,3600,108.142.46.35,"app433569.prod.cudawaas.com, waas-prod-app-143c866138c7a044affcbf30f7c795cb.trafficmanager.net, waasprod-app-a34db153f34fe2a900e91eacc7934583.westeurope.cloudapp.azure.com","{'name': 'westeurope.cloudapp.azure.com', 'ns': 'ns1-201.azure-dns.com', 'mailbox': 'msnhst.microsoft.com', 'serial': 10001, 'refresh': 900, 'retry': 300, 'expire': 604800, 'minttl': 60}, {'name': 'westeurope.cloudapp.azure.com', 'ns': 'ns1-201.azure-dns.com', 'mailbox': 'msnhst.microsoft.com', 'serial': 10001, 'refresh': 900, 'retry': 300, 'expire': 604800, 'minttl': 60}, {'name': 'westeurope.cloudapp.azure.com', 'ns': 'ns1-201.azure-dns.com', 'mailbox': 'msnhst.microsoft.com', 'serial': 10001, 'refresh': 900, 'retry': 300, 'expire': 604800, 'minttl': 60}, {'name': 'westeurope.cloudapp.azure.com', 'ns': 'ns1-201.azure-dns.com', 'mailbox': 'msnhst.microsoft.com', 'serial': 10001, 'refresh': 900, 'retry': 300, 'expire': 604800, 'minttl': 60}",NOERROR,,,,,,,
[x],ot.ucapp.vgz.nl,3600,20.76.30.73,"app228285.prod.cudawaas.com, waas-prod-app-3d229bb03c8fb29c345b400aa3daa853.trafficmanager.net, waasprod-app-881ff98a9154e1b6265dea4ab2be4a01.westeurope.cloudapp.azure.com","{'name': 'westeurope.cloudapp.azure.com', 'ns': 'ns1-201.azure-dns.com', 'mailbox': 'msnhst.microsoft.com', 'serial': 10001, 'refresh': 900, 'retry': 300, 'expire': 604800, 'minttl': 60}, {'name': 'westeurope.cloudapp.azure.com', 'ns': 'ns1-201.azure-dns.com', 'mailbox': 'msnhst.microsoft.com', 'serial': 10001, 'refresh': 900, 'retry': 300, 'expire': 604800, 'minttl': 60}",NOERROR,,,,,,,
[x],ot.unive.athena.vgz.nl,3600,51.105.235.169,"app866008.prod.cudawaas.com, waas-prod-app-3cac94a4fd2fb1972ba42dc6fb08d179.trafficmanager.net, waasprod-app-356c9da478328cf9539d5ebbd10b8bda.westeurope.cloudapp.azure.com","{'name': 'westeurope.cloudapp.azure.com', 'ns': 'ns1-201.azure-dns.com', 'mailbox': 'msnhst.microsoft.com', 'serial': 10001, 'refresh': 900, 'retry': 300, 'expire': 604800, 'minttl': 60}, {'name': 'westeurope.cloudapp.azure.com', 'ns': 'ns1-201.azure-dns.com', 'mailbox': 'msnhst.microsoft.com', 'serial': 10001, 'refresh': 900, 'retry': 300, 'expire': 604800, 'minttl': 60}, {'name': 'westeurope.cloudapp.azure.com', 'ns': 'ns1-201.azure-dns.com', 'mailbox': 'msnhst.microsoft.com', 'serial': 10001, 'refresh': 900, 'retry': 300, 'expire': 604800, 'minttl': 60}, {'name': 'westeurope.cloudapp.azure.com', 'ns': 'ns1-201.azure-dns.com', 'mailbox': 'msnhst.microsoft.com', 'serial': 10001, 'refresh': 900, 'retry': 300, 'expire': 604800, 'minttl': 60}",NOERROR,,,,,,,
[x],ot.zorgapp.vgz.nl,43200,,"app828223.prod.cudawaas.com, waas-prod-app-9caad2b8df47047a2115ea1dba00ebe4.trafficmanager.net, waasprod-app-e52303d57414a1bac1b486c0cfa927ea.westeurope.cloudapp.azure.com","{'name': 'westeurope.cloudapp.azure.com', 'ns': 'ns1-201.azure-dns.com', 'mailbox': 'msnhst.microsoft.com', 'serial': 10001, 'refresh': 900, 'retry': 300, 'expire': 604800, 'minttl': 60}, {'name': 'westeurope.cloudapp.azure.com', 'ns': 'ns1-201.azure-dns.com', 'mailbox': 'msnhst.microsoft.com', 'serial': 10001, 'refresh': 900, 'retry': 300, 'expire': 604800, 'minttl': 60}",NOERROR,,,,,,,
[x],ota.pseudoverzekerdeidp.vgz.nl,3600,195.42.135.39,,"{'name': 'vgz.nl', 'ns': 'ns1.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2024091901, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'vgz.nl', 'ns': 'ns1.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2024091901, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}",NOERROR,,,,,,,
[x],otp.corp.vgz.nl,43200,195.42.135.39,,"{'name': 'vgz.nl', 'ns': 'ns1.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2024091901, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'vgz.nl', 'ns': 'ns1.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2024091901, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'vgz.nl', 'ns': 'ns1.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2024091901, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}",NOERROR,,,,,,,
[x],otp2.vgz.nl,1006,195.42.135.39,,"{'name': 'vgz.nl', 'ns': 'ns1.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2024091901, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'vgz.nl', 'ns': 'ns1.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2024091901, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}",NOERROR,,,,,,,
[x],outsite.vgz.nl,43200,185.46.183.16,,"{'name': 'vgz.nl', 'ns': 'ns1.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2024091901, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'vgz.nl', 'ns': 'ns1.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2024091901, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}",NOERROR,,,,,,,
[x],ovpn.vgz.nl,43200,"20.82.48.129, 51.124.211.141",,"{'name': 'vgz.nl', 'ns': 'ns1.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2024091901, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'vgz.nl', 'ns': 'ns1.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2024091901, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'vgz.nl', 'ns': 'ns1.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2024091901, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'vgz.nl', 'ns': 'ns1.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2024091901, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'vgz.nl', 'ns': 'ns1.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2024091901, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}",NOERROR,,,,,,,
[x],p-mijn.vgz.nl,1780,,,"{'name': 'vgz.nl', 'ns': 'ns1.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2024091901, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'vgz.nl', 'ns': 'ns1.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2024091901, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'vgz.nl', 'ns': 'ns1.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2024091901, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}",NOERROR,,,,,,,
[x],pam-rdp-access.aadds.vgz.nl,3600,,,"{'name': 'vgz.nl', 'ns': 'ns1.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2024091901, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}",NOERROR,,,,,,,
[x],pam-web-access-ot.aadds.vgz.nl,1776,,,"{'name': 'vgz.nl', 'ns': 'ns1.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2024091901, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'vgz.nl', 'ns': 'ns1.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2024091901, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}",NOERROR,,,,,,,
[x],pdma.mijn.vgz.nl,3599,,,"{'name': 'vgz.nl', 'ns': 'ns1.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2024091901, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'vgz.nl', 'ns': 'ns1.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2024091901, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}",NOERROR,,,,,,,
[x],penteledata.mijn.vgz.nl,1349,,,"{'name': 'vgz.nl', 'ns': 'ns1.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2024091901, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}",NOERROR,,,,,,,
[x],performance.mx.vgz.nl,3600,,vgzzorgapp-performance.mendixcloud.com,"{'name': 'mendixcloud.com', 'ns': 'ns-748.awsdns-29.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 1800}, {'name': 'mendixcloud.com', 'ns': 'ns-748.awsdns-29.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 1800}, {'name': 'mendixcloud.com', 'ns': 'ns-748.awsdns-29.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 1800}, {'name': 'mendixcloud.com', 'ns': 'ns-748.awsdns-29.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 1800}, {'name': 'mendixcloud.com', 'ns': 'ns-748.awsdns-29.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 1800}",NOERROR,,,,,,,
[x],pki-info.vgz.nl,43200,20.67.121.0,,"{'name': 'vgz.nl', 'ns': 'ns1.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2024091901, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'vgz.nl', 'ns': 'ns1.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2024091901, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'vgz.nl', 'ns': 'ns1.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2024091901, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}",NOERROR,,,,,,,
[x],plan.vgz.nl,43200,195.42.134.110,,"{'name': 'vgz.nl', 'ns': 'ns1.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2024091901, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'vgz.nl', 'ns': 'ns1.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2024091901, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'vgz.nl', 'ns': 'ns1.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2024091901, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'vgz.nl', 'ns': 'ns1.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2024091901, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'vgz.nl', 'ns': 'ns1.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2024091901, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'vgz.nl', 'ns': 'ns1.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2024091901, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}",NOERROR,,,,,,,
[x],pls.api.vgz.nl,362,,,"{'name': 'vgz.nl', 'ns': 'ns1.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2024091901, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'vgz.nl', 'ns': 'ns1.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2024091901, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'vgz.nl', 'ns': 'ns1.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2024091901, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'vgz.nl', 'ns': 'ns1.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2024091901, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'vgz.nl', 'ns': 'ns1.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2024091901, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}",NOERROR,,,,,,,
[x],pls.mijn.vgz.nl,28400,,app878257.prod.cudawaas.com,"{'name': 'prod.cudawaas.com', 'ns': 'ns1-09.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': 'prod.cudawaas.com', 'ns': 'ns1-09.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}",NOERROR,,,,,,,
[x],portal.vgz.nl,3600,,,"{'name': 'vgz.nl', 'ns': 'ns1.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2024091901, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'vgz.nl', 'ns': 'ns1.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2024091901, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'vgz.nl', 'ns': 'ns1.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2024091901, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'vgz.nl', 'ns': 'ns1.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2024091901, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}",NOERROR,,,,,,,
[x],pr.agent.athena.vgz.nl,3600,,"app862729.prod.cudawaas.com, waas-prod-app-e828af1b00a52536436b6bec598a27cb.trafficmanager.net, waasprod-app-a32d9e4f058f208ea0273b29cae01226.westeurope.cloudapp.azure.com","{'name': 'westeurope.cloudapp.azure.com', 'ns': 'ns1-201.azure-dns.com', 'mailbox': 'msnhst.microsoft.com', 'serial': 10001, 'refresh': 900, 'retry': 300, 'expire': 604800, 'minttl': 60}, {'name': 'westeurope.cloudapp.azure.com', 'ns': 'ns1-201.azure-dns.com', 'mailbox': 'msnhst.microsoft.com', 'serial': 10001, 'refresh': 900, 'retry': 300, 'expire': 604800, 'minttl': 60}",NOERROR,,,,,,,
[x],pr.api.apollo.vgz.nl,3600,,"app518065.prod.cudawaas.com, waas-prod-app-694d0fc93717f1624d9a6967fa20af89.trafficmanager.net, waasprod-app-9fb955d9c8e6e674a5766731eb0679a9.westeurope.cloudapp.azure.com","{'name': 'westeurope.cloudapp.azure.com', 'ns': 'ns1-201.azure-dns.com', 'mailbox': 'msnhst.microsoft.com', 'serial': 10001, 'refresh': 900, 'retry': 300, 'expire': 604800, 'minttl': 60}, {'name': 'westeurope.cloudapp.azure.com', 'ns': 'ns1-201.azure-dns.com', 'mailbox': 'msnhst.microsoft.com', 'serial': 10001, 'refresh': 900, 'retry': 300, 'expire': 604800, 'minttl': 60}, {'name': 'westeurope.cloudapp.azure.com', 'ns': 'ns1-201.azure-dns.com', 'mailbox': 'msnhst.microsoft.com', 'serial': 10001, 'refresh': 900, 'retry': 300, 'expire': 604800, 'minttl': 60}",NOERROR,,,,,,,
[x],pr.api.athena.vgz.nl,3600,,"app634651.prod.cudawaas.com, waas-prod-app-1df4505d480d3a453ca3e4800d1b09ef.trafficmanager.net, waasprod-app-c6195e1cfd16aa19d55ba956c3a7df5d.westeurope.cloudapp.azure.com","{'name': 'westeurope.cloudapp.azure.com', 'ns': 'ns1-201.azure-dns.com', 'mailbox': 'msnhst.microsoft.com', 'serial': 10001, 'refresh': 900, 'retry': 300, 'expire': 604800, 'minttl': 60}, {'name': 'westeurope.cloudapp.azure.com', 'ns': 'ns1-201.azure-dns.com', 'mailbox': 'msnhst.microsoft.com', 'serial': 10001, 'refresh': 900, 'retry': 300, 'expire': 604800, 'minttl': 60}, {'name': 'westeurope.cloudapp.azure.com', 'ns': 'ns1-201.azure-dns.com', 'mailbox': 'msnhst.microsoft.com', 'serial': 10001, 'refresh': 900, 'retry': 300, 'expire': 604800, 'minttl': 60}, {'name': 'westeurope.cloudapp.azure.com', 'ns': 'ns1-201.azure-dns.com', 'mailbox': 'msnhst.microsoft.com', 'serial': 10001, 'refresh': 900, 'retry': 300, 'expire': 604800, 'minttl': 60}, {'name': 'westeurope.cloudapp.azure.com', 'ns': 'ns1-201.azure-dns.com', 'mailbox': 'msnhst.microsoft.com', 'serial': 10001, 'refresh': 900, 'retry': 300, 'expire': 604800, 'minttl': 60}",NOERROR,,,,,,,
[x],pr.apollo.vgz.nl,3600,,"app607701.prod.cudawaas.com, waas-prod-app-f1a9bad2e813f2c564bb0fb4051a1539.trafficmanager.net, waasprod-app-9fb955d9c8e6e674a5766731eb0679a9.westeurope.cloudapp.azure.com","{'name': 'westeurope.cloudapp.azure.com', 'ns': 'ns1-201.azure-dns.com', 'mailbox': 'msnhst.microsoft.com', 'serial': 10001, 'refresh': 900, 'retry': 300, 'expire': 604800, 'minttl': 60}, {'name': 'westeurope.cloudapp.azure.com', 'ns': 'ns1-201.azure-dns.com', 'mailbox': 'msnhst.microsoft.com', 'serial': 10001, 'refresh': 900, 'retry': 300, 'expire': 604800, 'minttl': 60}, {'name': 'westeurope.cloudapp.azure.com', 'ns': 'ns1-201.azure-dns.com', 'mailbox': 'msnhst.microsoft.com', 'serial': 10001, 'refresh': 900, 'retry': 300, 'expire': 604800, 'minttl': 60}, {'name': 'westeurope.cloudapp.azure.com', 'ns': 'ns1-201.azure-dns.com', 'mailbox': 'msnhst.microsoft.com', 'serial': 10001, 'refresh': 900, 'retry': 300, 'expire': 604800, 'minttl': 60}",NOERROR,,,,,,,
[x],pr.beheer.athena.vgz.nl,1103,,"app168721.prod.cudawaas.com, waas-prod-app-e15b400a7c4e7d4110abc81d1a2773fc.trafficmanager.net, waasprod-app-e94930a0a80f49e644094d5f29752915.westeurope.cloudapp.azure.com","{'name': 'westeurope.cloudapp.azure.com', 'ns': 'ns1-201.azure-dns.com', 'mailbox': 'msnhst.microsoft.com', 'serial': 10001, 'refresh': 900, 'retry': 300, 'expire': 604800, 'minttl': 60}, {'name': 'westeurope.cloudapp.azure.com', 'ns': 'ns1-201.azure-dns.com', 'mailbox': 'msnhst.microsoft.com', 'serial': 10001, 'refresh': 900, 'retry': 300, 'expire': 604800, 'minttl': 60}, {'name': 'westeurope.cloudapp.azure.com', 'ns': 'ns1-201.azure-dns.com', 'mailbox': 'msnhst.microsoft.com', 'serial': 10001, 'refresh': 900, 'retry': 300, 'expire': 604800, 'minttl': 60}",NOERROR,,,,,,,
[x],pr.chatbox.vgz.nl,1772,,,"{'name': 'vgz.nl', 'ns': 'ns1.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2024091901, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'vgz.nl', 'ns': 'ns1.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2024091901, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}",NOERROR,,,,,,,
[x],pr.ofmmock.apollo.vgz.nl,3141,,"app172649.prod.cudawaas.com, waas-prod-app-63dd4d63ded63eda77fc2b9ab2f7cc88.trafficmanager.net, waasprod-app-342aaa49b0b42d0ef995182235b8469e.westeurope.cloudapp.azure.com","{'name': 'westeurope.cloudapp.azure.com', 'ns': 'ns1-201.azure-dns.com', 'mailbox': 'msnhst.microsoft.com', 'serial': 10001, 'refresh': 900, 'retry': 300, 'expire': 604800, 'minttl': 60}, {'name': 'westeurope.cloudapp.azure.com', 'ns': 'ns1-201.azure-dns.com', 'mailbox': 'msnhst.microsoft.com', 'serial': 10001, 'refresh': 900, 'retry': 300, 'expire': 604800, 'minttl': 60}, {'name': 'westeurope.cloudapp.azure.com', 'ns': 'ns1-201.azure-dns.com', 'mailbox': 'msnhst.microsoft.com', 'serial': 10001, 'refresh': 900, 'retry': 300, 'expire': 604800, 'minttl': 60}, {'name': 'westeurope.cloudapp.azure.com', 'ns': 'ns1-201.azure-dns.com', 'mailbox': 'msnhst.microsoft.com', 'serial': 10001, 'refresh': 900, 'retry': 300, 'expire': 604800, 'minttl': 60}, {'name': 'westeurope.cloudapp.azure.com', 'ns': 'ns1-201.azure-dns.com', 'mailbox': 'msnhst.microsoft.com', 'serial': 10001, 'refresh': 900, 'retry': 300, 'expire': 604800, 'minttl': 60}",NOERROR,,,,,,,
[x],pr.unive.athena.vgz.nl,3600,20.82.25.255,"app40350.prod.cudawaas.com, waas-prod-app-dfe3452dbd382adb982c628a761c6606.trafficmanager.net, waasprod-app-44f5a54ae0ac66d6502564998b90c549.westeurope.cloudapp.azure.com","{'name': 'westeurope.cloudapp.azure.com', 'ns': 'ns1-201.azure-dns.com', 'mailbox': 'msnhst.microsoft.com', 'serial': 10001, 'refresh': 900, 'retry': 300, 'expire': 604800, 'minttl': 60}, {'name': 'westeurope.cloudapp.azure.com', 'ns': 'ns1-201.azure-dns.com', 'mailbox': 'msnhst.microsoft.com', 'serial': 10001, 'refresh': 900, 'retry': 300, 'expire': 604800, 'minttl': 60}, {'name': 'westeurope.cloudapp.azure.com', 'ns': 'ns1-201.azure-dns.com', 'mailbox': 'msnhst.microsoft.com', 'serial': 10001, 'refresh': 900, 'retry': 300, 'expire': 604800, 'minttl': 60}, {'name': 'westeurope.cloudapp.azure.com', 'ns': 'ns1-201.azure-dns.com', 'mailbox': 'msnhst.microsoft.com', 'serial': 10001, 'refresh': 900, 'retry': 300, 'expire': 604800, 'minttl': 60}, {'name': 'westeurope.cloudapp.azure.com', 'ns': 'ns1-201.azure-dns.com', 'mailbox': 'msnhst.microsoft.com', 'serial': 10001, 'refresh': 900, 'retry': 300, 'expire': 604800, 'minttl': 60}",NOERROR,,,,,,,
[x],premie.vgz.nl,2910,,,"{'name': 'vgz.nl', 'ns': 'ns1.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2024091901, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}",NOERROR,,,,,,,
[x],procportal-prod.mijn.vgz.nl,1452,,,"{'name': 'vgz.nl', 'ns': 'ns1.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2024091901, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}",NOERROR,,,,,,,
[x],prodb2b.vgz.nl,3426,195.42.135.39,,"{'name': 'vgz.nl', 'ns': 'ns1.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2024091901, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'vgz.nl', 'ns': 'ns1.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2024091901, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'vgz.nl', 'ns': 'ns1.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2024091901, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}",NOERROR,,,,,,,
[x],prodstaging.api.vgz.nl,3600,,app206627.prod.cudawaas.com,"{'name': 'prod.cudawaas.com', 'ns': 'ns1-09.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': 'prod.cudawaas.com', 'ns': 'ns1-09.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}, {'name': 'prod.cudawaas.com', 'ns': 'ns1-09.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}",NOERROR,,,,,,,
[x],prodstaging.mijn.vgz.nl,43200,,app906839.prod.cudawaas.com,"{'name': 'prod.cudawaas.com', 'ns': 'ns1-09.azure-dns.com', 'mailbox': 'azuredns-hostmaster.microsoft.com', 'serial': 1, 'refresh': 3600, 'retry': 300, 'expire': 2419200, 'minttl': 300}",NOERROR,,,,,,,
[x],pub.vgz.nl,1788,,,"{'name': 'vgz.nl', 'ns': 'ns1.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2024091901, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'vgz.nl', 'ns': 'ns1.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2024091901, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'vgz.nl', 'ns': 'ns1.kpn.net', 'mailbox': 'zonemaster.kpn.com', 'serial': 2024091901, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}",NOERROR,,,,,,,
