new,host,a,cname,soa,status_code,cdn,cdn-name,aaaa,txt,mx,ns,has_internal_ips,internal_ips
,sprint.jf.intel.com,192.198.129.143,sprint-f0.jf.intel.com,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,spsupplierscssurvey.test.intel.com,192.198.172.50,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,sqlbiext-cons.intel.com,192.198.166.164,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,sqlbiext.intel.com,192.198.164.119,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,srracsbc-01.intel.com,192.55.79.229,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,srracsbc-02-inet.intel.com,192.55.79.228,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,srracsbc-02-pstn.intel.com,192.55.79.228,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,sssofm.cps.intel.com,192.198.164.34,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,sssopreprod.intel.com,192.198.166.168,fmsssopfs.cps.intel.com,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,stage-designcenter.intel.com,13.91.100.14,"stage-intel-designcenter.transim.com, transim-stage-gateway.westus.cloudapp.azure.com","ns1-02.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,
,staging-au.smb.intel.com,198.175.66.152,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,staging-in.smb.intel.com,198.175.66.152,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,staging-kr.smb.intel.com,198.175.66.152,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,staging-marketingstudio.intel.com,23.37.37.239,"intel11.cn.edgekey.net, e7842.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"2a02:26f0:3500:885::1ea2, 2a02:26f0:3500:89b::1ea2",,,,,
,staging-scoop.intel.com,198.175.66.111,micros010fm.odce.intel.net,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,staging-sg.smb.intel.com,198.175.66.152,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,staging-shoppercampaigns.intel.com,52.26.25.18,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,staging.nucstore.intel.com,146.75.121.124,prod.magentocloud.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,True,fastly,,,,,,
,staging1-author.intel.com,192.198.172.24,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,staging2-author.intel.com,192.198.172.43,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,staging2.intel.com,192.198.167.40,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,stagingpod2.intel.com,192.198.167.40,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,stagingservicelayer.eglb.intel.com,192.198.165.150,,"egeglb01.eglb.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,starget.intel.com,"52.17.38.186, 54.228.15.58, 34.242.67.87, 54.77.106.194, 52.49.153.147, 52.209.226.252, 52.48.197.14, 52.48.71.111","intelcorporation.tt.omtrdc.net, mboxedge37.tt.omtrdc.net, mboxedge37-alb.tt.omtrdc.net","ns-75.awsdns-09.com, awsdns-hostmaster.amazon.com",NOERROR,,,,"heritage=external-dns,external-dns/owner=edge37-external-dns,external-dns/resource=ingress/ingress-nginx/alb-default",,,,
,stars.intel.com,192.198.165.191,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,stars.intel.com,,,
,stg1w9w.cps.intel.com,192.198.167.241,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,stg1w9wf.cps.intel.com,192.198.167.243,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,stip.intel.com,192.198.165.185,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,submitdata.intel.com,192.198.160.112,popit-ft-prd.eglb.intel.com,"egeglb01.eglb.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,subscriptions.unitecloud.intel.com,"35.172.204.180, 54.243.63.71, 52.6.253.13",licensing-ms.uniteprd.adsdcsp.com,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,summits.intel.com,192.198.164.239,prd1summit.cps.intel.com,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,supftp.intel.com,134.191.246.34,prdsupftp.cps.intel.com,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,suporte.intel.com,192.198.165.191,bouncer.cps.intel.com,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,supplier-tst.cps.intel.com,192.198.167.129,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,supplier-tst.intel.com,192.198.167.129,supplier-tst.cps.intel.com,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,supplier.intel.com,192.198.164.254,prd1supplierw.cps.intel.com,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,supplierscssurvey.intel.com,,lbauto-192-198-160-105.cps.intel.com,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,support.intel.com,13.91.95.74,,"ns1.intel.com, hostmaster.intel.com",NOERROR,True,azure,,,,,,
,supportkb.intel.com,198.175.96.183,"rebounder.intel.com, rebounder.eglb.intel.com","egeglb01.eglb.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,supportservices.intel.com,198.175.96.244,acoma.cps.intel.com,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,sur.telemetry.intel.com,"44.228.254.77, 54.201.78.90, 52.89.31.21",s.ats.infra-host.com,"ns-377.awsdns-47.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,swdevcon.intel.com,23.78.164.178,"intel11.edgekey.net, e7842.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"2600:1408:5400:4af::1ea2, 2600:1408:5400:48a::1ea2",,,,,
,symphony.intel.com,192.198.165.191,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,sync.cps.intel.com,192.198.167.168,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,syncapi.intel.com,192.198.160.99,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,syndication.intel.com,198.175.96.183,"rebounder.intel.com, rebounder.eglb.intel.com","egeglb01.eglb.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,syndicationsecure.intel.com,192.198.165.191,"rebounder.intel.com, rebounder.eglb.intel.com","egeglb01.eglb.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,system-usage-report.intel.com,,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,taggersync.intel.com,93.184.219.230,"fp30F3.adn.9C881.deltacdn.net, fp30f3.adn.deltacdn.net","ns1.edgecastcdn.net, noc.edgecast.com",NOERROR,,,,,,,,
,tap3.intel.com,192.198.165.123,itap3.cps.intel.com,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,tap4.intel.com,192.198.165.124,itap4.cps.intel.com,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,tapsrv-int01.intel.com,192.198.167.206,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,tapsrv-int02.cps.intel.com,192.198.167.207,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,tapsrv-int02.intel.com,192.198.167.207,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,teamblue2020.intel.com,18.220.249.105,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,"MS=ms56088206, MS=ms10948536, v=spf1 include:_spf.oneomnicom.com -all, jimd2blo7k9bjm8k4fc17cfv2k","mxb-0038f001.gslb.pphosted.com, mxa-0038f001.gslb.pphosted.com",,,
,technologysandbox.intel.com,,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,technologysandboxcons.intel.com,,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,techprovider.intel.com,130.35.201.120,"s334284386.hs.eloqua.com, p03h.hs.eloqua.com","ns1.p201.dns.oraclecloud.net, hostmaster.hs.eloqua.com",NOERROR,True,oracle,,,,,,
,techtraining.eglb.intel.com,192.198.160.14,,"egeglb01.eglb.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,techtraining.intel.com,,techtraining.eglb.intel.com,"egeglb01.eglb.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,tee.sports.intel.com,,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,wXgUHEQpMw9s158KdGi53mFTdPSNZO26ZmhHevf6R0s=,,,,
,telemetry.intel.com,"54.149.62.143, 52.42.52.116",p.ats.infra-host.com,"ns-377.awsdns-47.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,telemetrydata.intel.com,35.163.1.42,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,tensorflow-ci.intel.com,35.190.77.254,,"ns1.intel.com, hostmaster.intel.com",NOERROR,True,google,,,,,,
,test-estimator.intel.com,174.136.150.151,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,test-game-admin.intel.com,34.194.230.184,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,test-ias.eglb.intel.com,209.251.176.161,,"egeglb01.eglb.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,test-ias.intel.com,,test-ias.tsprd.adsdcsp.com,"ns-63.awsdns-07.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,test-iasbroker.intel.com,,test-iasbroker.tsprd.adsdcsp.com,"ns-63.awsdns-07.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,test-iuaws.eglb.intel.com,209.251.176.162,,"egeglb01.eglb.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,test-pim-api.intel.com,"44.233.104.18, 34.215.0.194",testpimclientelb-975474076.us-west-2.elb.amazonaws.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,test-pim.intel.com,"34.208.185.194, 34.209.226.110",testpimelb-2010035572.us-west-2.elb.amazonaws.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,test-trustedservices.eglb.intel.com,209.251.176.162,,"egeglb01.eglb.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,test-trustedservices.intel.com,"13.32.99.81, 13.32.99.38, 13.32.99.65, 13.32.99.6",test-trustedservices.tsprd.adsdcsp.com,"ns-63.awsdns-07.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
,test-tsci.intel.com,"13.32.99.81, 13.32.99.38, 13.32.99.65, 13.32.99.6",test-trustedservices.tsprd.adsdcsp.com,"ns-63.awsdns-07.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
,test-upgrades.eglb.intel.com,"208.39.112.143, 209.251.176.162",,"egeglb01.eglb.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,test-upgrades.intel.com,"13.32.99.6, 13.32.99.65, 13.32.99.81, 13.32.99.38",test-upgrades.tsprd.adsdcsp.com,"ns-63.awsdns-07.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
,test-www.intel.com,2.23.141.119,"intel11.edgekey.net, e7842.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"2001:2030:15:1ab::1ea2, 2001:2030:15:193::1ea2",,,,,
,test-xdticketing.intel.com,192.198.166.115,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,test.bkps.trustedservices.intel.com,"52.20.193.17, 44.207.168.171",test.bkps.blackkeyprd.adsdcsp.com,"ns-2003.awsdns-58.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,test.buyfpga.intel.com,204.221.76.26,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,test.cps.intel.com,198.175.98.38,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,test.ipcs.trustedservices.intel.com,"35.169.173.59, 3.209.141.24",test.ipcs.blackkeyprd.adsdcsp.com,"ns-2003.awsdns-58.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,test.summits.intel.com,192.198.166.152,tst1summit.cps.intel.com,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,test1.jf.intel.com,134.134.248.41,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,test183.cloudsecurity.intel.com,198.175.66.50,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,test2.jf.intel.com,134.134.248.42,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,thailand.intel.com,13.91.95.74,,"ns1.intel.com, hostmaster.intel.com",NOERROR,True,azure,,,,,,
,thunderboltimagebuilder-preprod.intel.com,"18.66.112.58, 18.66.112.119, 18.66.112.50, 18.66.112.38",dajoq4wxvaww6.cloudfront.net,"ns-506.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"2600:9000:223f:5800:0:59a:180:93a1, 2600:9000:223f:5400:0:59a:180:93a1, 2600:9000:223f:be00:0:59a:180:93a1, 2600:9000:223f:2400:0:59a:180:93a1, 2600:9000:223f:4000:0:59a:180:93a1, 2600:9000:223f:5c00:0:59a:180:93a1, 2600:9000:223f:fa00:0:59a:180:93a1, 2600:9000:223f:7000:0:59a:180:93a1",,,"ns-958.awsdns-55.net, ns-506.awsdns-63.com, ns-1325.awsdns-37.org, ns-1726.awsdns-23.co.uk",,
,thunderboltimagebuilder-test.intel.com,"52.222.236.107, 52.222.236.118, 52.222.236.119, 52.222.236.106",d36niitebgn4bb.cloudfront.net,"ns-170.awsdns-21.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"2600:9000:223e:c600:12:3e6c:65c0:93a1, 2600:9000:223e:b400:12:3e6c:65c0:93a1, 2600:9000:223e:9e00:12:3e6c:65c0:93a1, 2600:9000:223e:4200:12:3e6c:65c0:93a1, 2600:9000:223e:8c00:12:3e6c:65c0:93a1, 2600:9000:223e:b200:12:3e6c:65c0:93a1, 2600:9000:223e:ee00:12:3e6c:65c0:93a1, 2600:9000:223e:ec00:12:3e6c:65c0:93a1",,,"ns-1571.awsdns-04.co.uk, ns-1003.awsdns-61.net, ns-1461.awsdns-54.org, ns-170.awsdns-21.com",,
,thunderboltimagebuilder.intel.com,"99.86.4.116, 99.86.4.40, 99.86.4.26, 99.86.4.28",d1x1o9oxsmjn0a.cloudfront.net,"ns-1787.awsdns-31.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"2600:9000:2057:7600:1e:a6f4:4e80:93a1, 2600:9000:2057:ec00:1e:a6f4:4e80:93a1, 2600:9000:2057:9000:1e:a6f4:4e80:93a1, 2600:9000:2057:6800:1e:a6f4:4e80:93a1, 2600:9000:2057:2400:1e:a6f4:4e80:93a1, 2600:9000:2057:de00:1e:a6f4:4e80:93a1, 2600:9000:2057:6c00:1e:a6f4:4e80:93a1, 2600:9000:2057:b000:1e:a6f4:4e80:93a1",,,"ns-1292.awsdns-33.org, ns-1787.awsdns-31.co.uk, ns-21.awsdns-02.com, ns-521.awsdns-01.net",,
,tigris.cps.intel.com,198.175.96.66,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,timeline.intel.com,"44.240.19.12, 44.238.72.195, 35.161.70.56",k8s-microsit-intelhis-b73705cf6a-1127323837.us-west-2.elb.amazonaws.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,tlpapi.intel.com,,,,NOERROR,,,,,,,,
,toolsntech.intel.com,198.175.96.131,prd-tnt.cps.intel.com,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,topaces-ecm.trendanalyticsmodule.intel.com,192.198.165.220,topaces-ecm.trendanalyticsmodule.cps.intel.com,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,transformingbusiness.intel.com,192.198.165.191,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,translationapi-psp.intel.com,192.198.166.215,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,transportation.eglb.intel.com,192.198.160.111,,"egeglb01.eglb.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,transportation.intel.com,192.198.160.111,transportation.eglb.intel.com,"egeglb01.eglb.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,transportationcons.intel.com,,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,trendanalyticssoftware.eglb.intel.com,"198.175.96.43, 192.198.165.233",,"egeglb01.eglb.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,trendanalyticssoftware.intel.com,"192.198.165.233, 198.175.96.43",trendanalyticssoftware.eglb.intel.com,"egeglb01.eglb.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,trendservice-ecm.trendanalyticsmodule.intel.com,192.198.165.221,trendservice-ecm.trendanalyticsmodule.cps.intel.com,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,trgcqauthors.cps.intel.com,192.198.166.207,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,trgcqcontent.cps.intel.com,192.198.166.206,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,trgdocsvcs.intel.com,192.198.166.207,trgcqauthors.cps.intel.com,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,trustedservices.eglb.intel.com,208.39.112.146,,"egeglb01.eglb.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,trustedservices.intel.com,"13.32.145.118, 13.32.145.67, 13.32.145.53, 13.32.145.117",ts.tsprd.adsdcsp.com,"ns-63.awsdns-07.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
,tryoptane.intel.com,13.91.95.74,,"ns1.intel.com, hostmaster.intel.com",NOERROR,True,azure,,,,,,
,tsc.intel.com,"52.13.222.17, 52.38.107.255",tsc-prd-803573937.us-west-2.elb.amazonaws.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,"ns-1475.awsdns-56.org, ns-1769.awsdns-29.co.uk, ns-332.awsdns-41.com, ns-560.awsdns-06.net",,
,tsci.intel.com,"52.84.93.48, 52.84.93.6, 52.84.93.94, 52.84.93.108",ts.tsprd.adsdcsp.com,"ns-63.awsdns-07.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,"ns-1438.awsdns-51.org, ns-1607.awsdns-08.co.uk, ns-63.awsdns-07.com, ns-693.awsdns-22.net",,
,tsqan2w.cps.intel.com,192.198.144.30,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,tst-corpredirector-web-glb.eglb.intel.com,,,"egeglb01.eglb.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,tst-corpredirector.intel.com,,tst-corpredirector-web-glb.eglb.intel.com,"egeglb01.eglb.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,tst-gameplay.intel.com,192.198.166.75,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,tst-mesh-eapm.intel.com,54.174.31.157,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,tst-sp-intelwebhandler.intel.com,,lbauto-192-198-166-57.cps.intel.com,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,tst1alinx.cps.intel.com,192.198.167.227,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,tst1cdbmbv2w.cps.intel.com,192.198.167.131,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,tst1ekop.cps.intel.com,192.198.166.211,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,tst1iats.cps.intel.com,192.198.166.230,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,tst1idz-crm.cps.intel.com,192.198.167.43,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,tst1idz-w01.cps.intel.com,192.198.167.44,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,tst1idz-w02.cps.intel.com,192.198.167.45,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,tst1idz.cps.intel.com,192.198.167.42,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,tst1idzwin.cps.intel.com,192.198.167.123,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,tst1ircew.cps.intel.com,192.198.167.161,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,tst1iuaws.cps.intel.com,192.198.166.210,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,tst1kratftp.cps.intel.com,192.198.167.126,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,tst1kratos.cps.intel.com,192.198.167.92,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,tst1lht-bcm.trendanalyticsmodule.intel.com,192.198.167.199,tst1lht-bcm.trendanalyticsmodule.cps.intel.com,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,tst1lht-ecm.trendanalyticsmodule.intel.com,192.198.167.169,tst1lht-ecm.trendanalyticsmodule.cps.intel.com,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,tst1mren2w.cps.intel.com,192.198.167.171,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,tst1paw-act.cps.intel.com,192.198.167.218,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,tst1paw-ops.cps.intel.com,192.198.167.217,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,tst1qdms.cps.intel.com,192.198.166.149,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,tst1rv7w.cps.intel.com,192.198.167.221,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,tst1sgateway.cps.intel.com,192.198.166.192,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,tst1sgatewaycr.cps.intel.com,,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,tst1sgatewayeze.cps.intel.com,192.198.166.194,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,tst1summit.cps.intel.com,192.198.166.152,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,tst1tcftp.cps.intel.com,192.198.167.144,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,tst1topaces-ecm.trendanalyticsmodule.intel.com,192.198.167.200,tst1topaces-ecm.trendanalyticsmodule.cps.intel.com,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,tst1trendservice-ecm.trendanalyticsmodule.intel.com,,tst1trendservice-ecm.trendanalyticsmodule.cps.intel.com,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,tst2idz.cps.intel.com,192.198.167.101,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,tst2igeweb01.cps.intel.com,192.168.87.212,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,True,192.168.87.212
,tst2igeweb02.cps.intel.com,192.168.87.221,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,True,192.168.87.221
,tst2sgak.cps.intel.com,192.198.166.72,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,tst2sgateway.cps.intel.com,192.198.166.85,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,tst2sgatewaycr.cps.intel.com,192.198.166.74,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,tst2sgatewaye2e.cps.intel.com,192.198.166.86,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,tst2sgatewayeze.cps.intel.com,192.198.166.73,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,tstbizsupport.intel.com,192.198.167.221,tst1rv7w.cps.intel.com,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,tstfmbswarm.cps.intel.com,54.144.128.85,,,NOERROR,,,,,,,,
,tstfmbwsb-wss.cps.intel.com,192.198.167.196,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,tstmsgcntrlog01.ed.cps.intel.com,,,,NOERROR,,,,,,,,
,ucm.intel.com,192.198.165.2,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,uisvalidatorv2.eglb.intel.com,192.198.165.46,,"egeglb01.eglb.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,uisvalidatorv2.intel.com,192.198.165.46,uisvalidatorv2.eglb.intel.com,"egeglb01.eglb.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,uniteappshowcase.intel.com,23.222.53.96,"intel11.edgekey.net, e7842.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"2a02:26f0:7100:88c::1ea2, 2a02:26f0:7100:89e::1ea2",,,,,
,university.intel.com,192.198.165.191,"rebounder.intel.com, rebounder.eglb.intel.com","egeglb01.eglb.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,upgrade.intel.com,"13.32.121.15, 13.32.121.85, 13.32.121.58, 13.32.121.44","upgrades.intel.com, upgrades.tsprd.adsdcsp.com","ns-63.awsdns-07.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
,upgrades.intel.com,"13.32.121.58, 13.32.121.85, 13.32.121.44, 13.32.121.15",upgrades.tsprd.adsdcsp.com,"ns-63.awsdns-07.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
,uplay-admin.intel.com,52.205.68.59,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,uptime.mwb-threatintel.com,"104.21.87.245, 172.67.171.134",,"eric.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,"2606:4700:3032::ac43:ab86, 2606:4700:3033::6815:57f5",,,,,
,utcqcontent.cps.intel.com,192.198.167.86,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,utp02.intel.com,134.134.139.9,orrailotp.intel.com,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,utp04.intel.com,134.134.139.9,orrailotp.intel.com,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,utpapp.intel.com,,,,NOERROR,,,,,,,,
,utpapp01.intel.com,134.191.220.28,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,utpapp02.intel.com,,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,utpportal.intel.com,134.191.220.28,utpapp01.intel.com,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,utpweb03.intel.com,134.191.220.29,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
