input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,tls_subject_org_,tls_wildcard_certificate,tls_mismatched,cdn_name,cdn,tls_self_signed,tls_expired,csp_domains_,final_url
prosandcons-test.bcc.nl,Sign in to your account,200,207099,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,5a0c035fd36e190a9a002ffd08801cce,51cfd1c52666a532589d6759379eab229c80ad93cf9e47beb8519dd205096065,ctls,login.microsoftonline.com,80,http://prosandcons-test.bcc.nl:80,http,,text/html,GET,40.118.100.127,/,-1840324437,40.118.100.127,HSTS,174,False,Microsoft Corporation,,,azure,True,,,,https://login.microsoftonline.com/0394648b-f742-4dbf-9f6b-7e3d2befcc90/oauth2/authorize?client_id=9d0be898-e877-4674-9ac8-b066a68e81c5&redirect_uri=https%3A%2F%2Fprosandcons-test.bcc.nl%2Fsignin-oidc&response_type=id_token&scope=openid%20profile&response_mode=form_post&nonce=638202396484008389.NmVmODM5OWMtNTZiNi00NDljLWExYTktNTMyNDEwYmYwOWVjMDE4YjkxOTctYTRmNy00YzYwLWI3MWYtM2M4ZGYzODI2YzJl&state=CfDJ8AUMQbI4vi9InLwPrM24nmkrhWo4XLHgJAVpGj3WYGJZ4rbeuA9-OFDtp7YSLDwuuUGyMxEv7kiFJ1-qakrwkSFLa3ZhMRx7vY2cyXpaHnM7cLTzR862HwFa_aPtGtIQnjVof1kgG-IPY8UescvbCR0_LDDL_DGOB0dF8rkW8SUYnawuIZdGUjOORvA-RSfrc9ngxSh00CPVevlkKxphyQXpcP7TJKS0gMoqfxSTODG3iUIOjAx46HmboexWcnqjf6MLhQ_bKd81KmzDyqKC0bFkvx0KOwgd3e2DIOMYQrB4U03ztrLrltjc4fXQQ-lq4Q&x-client-SKU=ID_NETSTANDARD2_0&x-client-ver=6.10.0.0
prosandcons.bcc.nl,Sign in to your account,200,204146,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,5a0c035fd36e190a9a002ffd08801cce,51cfd1c52666a532589d6759379eab229c80ad93cf9e47beb8519dd205096065,ctls,login.microsoftonline.com,80,http://prosandcons.bcc.nl:80,http,,text/html,GET,52.233.164.195,/,-1840324437,52.233.164.195,HSTS,174,False,Microsoft Corporation,,,azure,True,,,,https://login.microsoftonline.com/0394648b-f742-4dbf-9f6b-7e3d2befcc90/oauth2/authorize?client_id=fd1ed180-c34a-492a-ba6c-308c2f6e19ef&redirect_uri=http%3A%2F%2Fprosandcons.bcc.nl%2Fsignin-oidc&response_type=id_token&scope=openid%20profile&response_mode=form_post&nonce=638202396460839280.NTY3MmUyZWQtMmE5Mi00NzJkLWI0NTUtOWExYmM1OTdhOTg2ODhjNDc4NGYtOTg5MC00MTA0LTg0NzYtMWE5ZGEyNjAwNTE4&state=CfDJ8AU3bU-SfSZEnqsDrmxb7Xo_lyj7EK-btbg-iNtbMoov7WJWQPxRX8N4NeaVAQyJVJYbB4A6R6I5dxUaexALP6DNbm9k3KxXReg-4ku88uX18e7LqjSJLg95QetSGTNtNGqZ4qFsshC1RC_9aj4UjHCgsIoD-lvrQAe_VlGgyYJldGT5pyuwqjoWyeeHJHRIhnldQGf3bxbs-iKA2cW4TQrrlMusdY2fdXNauvANMBldrMWDF11BG0Gm9_3u0lqS3Vz48wF-KgtMnng9dyo85XYhrNk_hV5W-NjC0ztfNUxsWXFEwyeD2jCCiDevlxR3Fg&x-client-SKU=ID_NETSTANDARD2_0&x-client-ver=6.10.0.0
proxy.techsupport.bcc.nl,,404,67,,,,,,,,,,,,,,,,,,80,http://proxy.techsupport.bcc.nl:80,http,Vercel,text/plain,GET,76.76.21.123,/,1307429962,76.76.21.93,Vercel,4,False,,,,,,,,,
public.techsupport.bcc.nl,,404,67,,,,,,,,,,,,,,,,,,80,http://public.techsupport.bcc.nl:80,http,Vercel,text/plain,GET,76.76.21.93,/,1307429962,76.76.21.123,Vercel,4,False,,,,,,,,,
qa.techsupport.bcc.nl,,404,67,,,,,,,,,,,,,,,,,,80,http://qa.techsupport.bcc.nl:80,http,Vercel,text/plain,GET,76.76.21.164,/,1307429962,76.76.21.22,Vercel,4,False,,,,,,,,,
redirectauth.techsupport.bcc.nl,,404,67,,,,,,,,,,,,,,,,,,80,http://redirectauth.techsupport.bcc.nl:80,http,Vercel,text/plain,GET,76.76.21.98,/,1307429962,76.76.21.93,Vercel,4,False,,,,,,,,,
relations.bcc.nl,Sign in to your account,200,205069,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,5a0c035fd36e190a9a002ffd08801cce,51cfd1c52666a532589d6759379eab229c80ad93cf9e47beb8519dd205096065,ctls,login.microsoftonline.com,80,http://relations.bcc.nl:80,http,,text/html,GET,52.178.114.226,/,-1840324437,52.178.114.226,HSTS,174,False,Microsoft Corporation,,,azure,True,,,,https://login.microsoftonline.com/0394648b-f742-4dbf-9f6b-7e3d2befcc90/oauth2/authorize?client_id=fa4de53b-e915-41d3-b82d-0daec51ba5e6&redirect_uri=https%3A%2F%2Frelations.bcc.nl%2Fsignin-oidc&response_type=id_token&scope=openid%20profile&response_mode=form_post&nonce=638202396486986853.NDZmMmU0YWItMWE3Zi00MmI3LWFmNWItZjJmOGU1MWJiOTJkMzQ1ZGI1OTItMjBiZC00ZWU5LWI5MDktZTYzZmUwNGI5NmMx&state=CfDJ8EY57ta9_RBFtx7fvoICN-BEQtyNWXYyvLzDeBlkJhyjXIM-XSDYifGtGlQvZGuwnF75F5vvh4UBDEOmb90oYA_Yr0Dhe2Kz265vvaaasxnA9XpZxAS50cr9Outhj_FvC5rWNsOfnZf_LWDM0Rbm5B2lFu0X9j4eY2qrikrR3YRMPmQCyYJ2VAD5GrysWBFau9fGepNPpDkibv1Iuka7JYi7M1fW-iShxHmS-rtQWYx-YA2gSpvQQvkDWtY1iLL8bZZEtZK6o2_ey06I2Aikh0rQf1DfhJVOT38Np6JTwwMyGpjvMay8k0LfvtXC0LgYUQ&x-client-SKU=ID_NETSTANDARD2_0&x-client-ver=6.10.0.0
reporting-acc.bcc.nl,Sign in to your account,200,204847,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,5a0c035fd36e190a9a002ffd08801cce,51cfd1c52666a532589d6759379eab229c80ad93cf9e47beb8519dd205096065,ctls,login.microsoftonline.com,80,http://reporting-acc.bcc.nl:80,http,,text/html,GET,52.166.119.99,/,-1840324437,52.166.119.99,HSTS,173,False,Microsoft Corporation,,,azure,True,,,,https://login.microsoftonline.com/0394648b-f742-4dbf-9f6b-7e3d2befcc90/oauth2/authorize?client_id=eacb9d1e-e50c-446a-aa83-5515f6c43fb5&redirect_uri=https%3A%2F%2Freporting-acc.bcc.nl%2Fsignin-oidc&response_type=id_token&scope=openid%20profile&response_mode=form_post&nonce=638202396490639567.N2M5NTlmZTYtMWU2NS00YWYxLTk0NDUtZTkzYTU2OTg1YmE2YzhlYTdhNDMtNDc5MC00NjA5LWFjYjktNTE3ZjhjNzQ4YThh&state=CfDJ8Gs04oLG9yxOjygiA0FJZx2qrsUgTDnD5zf6GpA2EmJa8_bFA8-K5b7nKOitrzo0FVEPwbCAvnIBrkgi9CpFVBZQfWiIUXHZyENXIhNfe0pktyNj4gVS-hayBUrEyHynwuoapON0_9Bnhka5u5_o0zyjOvCQQB8_OwzqKHx5-D-U8aHAeW9ZoX4-d7H0r36S-VpeFM_3fFAAh-92bDdq185p8qK9yp5qYw16ls31waXT-P0ZvsdneTy1i7yW0JrqaSNhIVs2xV73tE5XtJHhIg_7-cldbSdJGdkEAhJaK8XOAT9vOLqq-6wm8jaRlOKO8A&x-client-SKU=ID_NETSTANDARD2_0&x-client-ver=6.10.0.0
reporting-test.bcc.nl,Sign in to your account,200,205010,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,5a0c035fd36e190a9a002ffd08801cce,51cfd1c52666a532589d6759379eab229c80ad93cf9e47beb8519dd205096065,ctls,login.microsoftonline.com,80,http://reporting-test.bcc.nl:80,http,,text/html,GET,40.118.100.127,/,-1840324437,40.118.100.127,HSTS,174,False,Microsoft Corporation,,,azure,True,,,,https://login.microsoftonline.com/0394648b-f742-4dbf-9f6b-7e3d2befcc90/oauth2/authorize?client_id=b83df06c-9147-456c-948b-9ce35214116e&redirect_uri=https%3A%2F%2Freporting-test.bcc.nl%2Fsignin-oidc&response_type=id_token&scope=openid%20profile&response_mode=form_post&nonce=638202396499055624.MjE1YjcxZjMtMjQxZS00YzM2LWI1ODctMWMzYTA3OTE5NjgzMTkzYTYzY2UtYjI3My00ZGRmLWI2NmEtNDk3OTJjNTQyZTM2&state=CfDJ8GR90iVApHdKrFDtxkvy-DpC5PQVBiGVIxMX1NrKsxOmJlf0x692iso_9rMVR-VmkXC9VMTOybILIR9_WaPLm5yTByuWHsSNly39QImFnac9-YUvwSbiaTMxh41pQQ8mqiaR4OYlNMO2An1_llrjr4cdZRLgK5Zj1eApM7TYWL-UqGRVWFO1ITpBZRbR0AmL3D50-TvNlB4CHbHUM9Yvzf1IXY3hfksMF7bDofjzjr0ucjHF-Dk8YRDdLuoqUgkTjT5ZePXDPVRvQF2NHSTQ3GLNEyEWrQMxng3q2NSbtocKuwSObKUJehV5E4r46WbHhQ&x-client-SKU=ID_NETSTANDARD2_0&x-client-ver=6.10.0.0
reviews.bcc.nl,404 ~ Page Not Found,404,458,reviews.bcc.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-20T00:00:00Z,2023-08-24T23:59:59Z,CN=*.ugc.bazaarvoice.com,*.ugc.bazaarvoice.com,*.reviews.bazaarvoice.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f81c60aa464702da666c96e5e6ebb7bb,697c1e3f0518c6b59abf5cb845eaea60f9bf2d417fa23e1668247f45a6ae5d2d,ctls,reviews.bcc.nl,443,https://reviews.bcc.nl:443,https,nginx,text/html,GET,13.32.121.5,/,619682541,2600:9000:2240:f000:11:6a57:33c0:93a1,Nginx,20,False,,True,True,cloudfront,True,,,,
s1.techsupport.bcc.nl,,404,67,,,,,,,,,,,,,,,,,,80,http://s1.techsupport.bcc.nl:80,http,Vercel,text/plain,GET,76.76.21.22,/,1307429962,76.76.21.61,Vercel,4,False,,,,,,,,,
salesorders-acc.bcc.nl,Sign in to your account,200,204969,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,5a0c035fd36e190a9a002ffd08801cce,51cfd1c52666a532589d6759379eab229c80ad93cf9e47beb8519dd205096065,ctls,login.microsoftonline.com,80,http://salesorders-acc.bcc.nl:80,http,,text/html,GET,52.166.119.99,/,-1840324437,52.166.119.99,HSTS,173,False,Microsoft Corporation,,,azure,True,,,,https://login.microsoftonline.com/0394648b-f742-4dbf-9f6b-7e3d2befcc90/oauth2/authorize?client_id=360aa68b-72e3-48f3-b1f2-c1fdd24d7c9e&redirect_uri=https%3A%2F%2Fsalesorders-acc.bcc.nl%2Fsignin-oidc&response_type=id_token&scope=openid%20profile&response_mode=form_post&nonce=638202396486426757.MmE1MTVjZjctNTBkMi00OWRlLWE4NGMtYTM3MjA5ODU5ZDQ4ZWI3ZDk3MWUtMGU1Mi00ZDI0LTk1ZjUtMzRhZDgzNDhiYTcx&state=CfDJ8J0LcD81vMJPidH4nRrN_rdN3BxLFGWkiCHO3rmLRTETt_eAStUhE2fGv7VG2EauNTs0fUv_QtFyoL0Qlq6EZca9Y9HXRY9axI_ugSvCFRAcLoR5KM4E6_D5bKBUl07k34YPMzZBWEeQrTALgZ90M2-IjlZc4hMRbnNPscDWZo5b5nn59HWlHzguoChpRDqGSmjaT4N0OhEoRK5mQmAejrZVAEFGmOiAvIsaCOMEmUJ1xvVNUTPYF5zx9qNO2pChT6s4VeQDoYOETKwALjyobDfIRZZw39z5sRr_YZlMKbxLUwfQ0rWvH0nWg7sp9sgQmg&x-client-SKU=ID_NETSTANDARD2_0&x-client-ver=6.10.0.0
service.techsupport.bcc.nl,,404,67,,,,,,,,,,,,,,,,,,80,http://service.techsupport.bcc.nl:80,http,Vercel,text/plain,GET,76.76.21.98,/,1307429962,76.76.21.241,Vercel,4,False,,,,,,,,,
servicedesk.bcc.nl,Lansweeper - Login,200,21451,servicedesk.bcc.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-17T00:00:00Z,2024-04-13T23:59:59Z,"CN=*.bcc.nl, O=BCC (Elektro-Speciaalzaken) B.V., L=Duivendrecht, ST=Noord-Holland, C=NL",*.bcc.nl,bcc.nl,"CN=Trust Provider B.V. TLS RSA EV CA G2, O=Trust Provider B.V., C=NL",Trust Provider B.V. TLS RSA EV CA G2,Trust Provider B.V.,f40ccd549354b968fecff3029c82f498,f484c0c0cd6b982a2b9cac296beb86f9abc4ca80e26832f6a37842bc2a188c29,ctls,servicedesk.bcc.nl,443,https://servicedesk.bcc.nl:443,https,Microsoft-IIS/10.0,text/html,GET,185.78.251.50,/,1847799946,185.78.251.50,Windows Server,492,False,BCC (Elektro-Speciaalzaken) B.V.,True,,,,,,,https://servicedesk.bcc.nl/login.aspx
servicemail.bcc.nl,403 - Forbidden: Access is denied.,403,1233,servicemail.bcc.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-13T00:00:00Z,2024-02-07T23:59:59Z,CN=servicemail.bcc.nl,servicemail.bcc.nl,servicemail.bcc.nl,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",ca7064688d7f9004cb2509621a2a04ca,67dbbb8f5d8d85ecf3f9caf785fafc901f5210c8ebc909a2b4fd8a489f1725f9,ctls,servicemail.bcc.nl,443,https://servicemail.bcc.nl:443,https,,text/html,GET,194.213.114.62,/,1631801191,194.213.114.62,HSTS,30,False,,,,,,,,,
sstp.bcc.nl,Not Found,404,315,sstp.bcc.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-17T00:00:00Z,2024-04-13T23:59:59Z,"CN=*.bcc.nl, O=BCC (Elektro-Speciaalzaken) B.V., L=Duivendrecht, ST=Noord-Holland, C=NL",*.bcc.nl,bcc.nl,"CN=Trust Provider B.V. TLS RSA EV CA G2, O=Trust Provider B.V., C=NL",Trust Provider B.V. TLS RSA EV CA G2,Trust Provider B.V.,f40ccd549354b968fecff3029c82f498,f484c0c0cd6b982a2b9cac296beb86f9abc4ca80e26832f6a37842bc2a188c29,ctls,sstp.bcc.nl,443,https://sstp.bcc.nl:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,185.78.251.41,/,225052475,185.78.251.41,Microsoft HTTPAPI:2.0,7,False,BCC (Elektro-Speciaalzaken) B.V.,True,,,,,,,
staging-team-connecterp-demo.techsupport.bcc.nl,,404,67,,,,,,,,,,,,,,,,,,80,http://staging-team-connecterp-demo.techsupport.bcc.nl:80,http,Vercel,text/plain,GET,76.76.21.241,/,1307429962,76.76.21.93,Vercel,4,False,,,,,,,,,
stats.techsupport.bcc.nl,,404,67,,,,,,,,,,,,,,,,,,80,http://stats.techsupport.bcc.nl:80,http,Vercel,text/plain,GET,76.76.21.142,/,1307429962,76.76.21.123,Vercel,4,False,,,,,,,,,
stock-acc.bcc.nl,Redirecting,200,157476,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,5a0c035fd36e190a9a002ffd08801cce,51cfd1c52666a532589d6759379eab229c80ad93cf9e47beb8519dd205096065,ctls,login.microsoftonline.com,80,http://stock-acc.bcc.nl:80,http,,text/html,GET,104.47.164.119,/,-1840324437,104.47.164.119,HSTS,86,False,Microsoft Corporation,,,azure,True,,,,https://login.microsoftonline.com/0394648b-f742-4dbf-9f6b-7e3d2befcc90/oauth2/authorize?client_id=c2d98de9-ac81-4d51-a1ce-bbe8d349aca6&redirect_uri=https%3A%2F%2Fstock-acc.bcc.nl%2Fsignin-oidc&response_type=id_token&scope=openid%20profile&response_mode=form_post&nonce=638202396484361071.MzExYTc4YTMtYmU0OS00ZjliLWI4NzctOGZmNmJmMDUyNmEwNDM4NDhlZmQtNmExNi00YjkyLTg2MjAtMWQ2YTBhZmU2MTZh&state=CfDJ8L73wreaOkBCkksK-T6BBxtir-r0tiK22zby_NtfK7bRKd-qhYaJqPtBovMxPPnu6EXckoNP5hZdyEddScPSSCkscQeXLoh8LHXlUiB_HxuNtIaUr9f_d8RXzWs9NhCi-HEMPBL6S8i9eKj1r9tgnk9aFM9sSuP8AhyZviF9fFf_LB9zvHWmck43w53Q-3bhRQ1tllTYCKoLsgrndC42sP4nzGTJu6DgccDCcpZJULlzrMlr0PuKYBj7vXAc5ZGd1Q-ZNUczN4NHfTEQnhaXHn0s69OtM4V99MAL0iozSptNDSzLyQ1k0mwN1uauRMNUUA&x-client-SKU=ID_NETSTANDARD2_0&x-client-ver=6.10.0.0
stock.bcc.nl,Sign in to your account,200,206772,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,5a0c035fd36e190a9a002ffd08801cce,51cfd1c52666a532589d6759379eab229c80ad93cf9e47beb8519dd205096065,ctls,login.microsoftonline.com,80,http://stock.bcc.nl:80,http,,text/html,GET,52.178.114.226,/,-1840324437,52.178.114.226,HSTS,173,False,Microsoft Corporation,,,azure,True,,,,https://login.microsoftonline.com/0394648b-f742-4dbf-9f6b-7e3d2befcc90/oauth2/authorize?client_id=7d25867e-e0d6-4e36-bfde-491e98644401&redirect_uri=http%3A%2F%2Fstock.bcc.nl%2Fsignin-oidc&response_type=id_token&scope=openid%20profile&response_mode=form_post&nonce=638202396462939794.Mjk1MzA4MTgtMTI1ZS00MDMyLTllOTAtYTRmYTRlZDY4MTU1NDY4YzU2NWEtZTk1YS00ZjQ0LWJlYTYtYTk4OTA1NTk0OTdj&state=CfDJ8FJIf_ngOVhLlSiAdfYkKUOZH_AJcmVCB4R908p0aENkPWoMiAncLacx1FU3QehitpX9adPAKeomsUqdgElxHooufXhC4R5nREdXO4iYk1P3R7_VJQn29sQeeqe7syb9R_yYVLAXPdOiZi1_Hw1ui8kePGVXi1ATf6UkB9osYhyB4emoFhRFbPXHD45FwiZUjxlLyS3BiqxPNUkqQLlYCfsqGqCO8a9TrQdol-l9ncbymM4r5hWZN2W5uGzyeGW0XmwT2_lARsI9DgpEVJwjpilF42LCrQPy8Fr35RRPTgS_&x-client-SKU=ID_NETSTANDARD2_0&x-client-ver=6.10.0.0
stores-acc.bcc.nl,Sign in to your account,200,206958,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,5a0c035fd36e190a9a002ffd08801cce,51cfd1c52666a532589d6759379eab229c80ad93cf9e47beb8519dd205096065,ctls,login.microsoftonline.com,80,http://stores-acc.bcc.nl:80,http,,text/html,GET,52.166.119.99,/,-1840324437,52.166.119.99,HSTS,173,False,Microsoft Corporation,,,azure,True,,,,https://login.microsoftonline.com/0394648b-f742-4dbf-9f6b-7e3d2befcc90/oauth2/authorize?client_id=c8174c93-c28e-40ca-8567-d702b07b2082&redirect_uri=https%3A%2F%2Fstores-acc.bcc.nl%2Fsignin-oidc&response_type=id_token&scope=openid%20profile&response_mode=form_post&nonce=638202396482831245.OWE0ZDBiMzMtOTQ5My00YWRmLWJjY2UtZDFkNmUwM2I2MTNjNzE3YjlkYjAtODNmNC00NmZkLTg0NmQtYzY2Y2EwNGQ0M2Q5&state=CfDJ8IoO9XKiLsJPpfNpwV8jyq4YYAq8_SSiVABEYwAEZ91dkXSHR78AlLbOBj_QbEFmJmzuvDGC1iBQgVBAzXbBT6Bvke8FnD1TPaPBujBUKo5loYUo9GJY6GM8vjRIK-asfzvDvlDA-B-wsRyfjFylRvWlJAOClb91K5LpA7YUZzjQTWx0G4JgJUgy0uVFQEvUv9W0ws3AE6nbHxTb2niBNyUWJqk3tcNPrQsnwKXQF27TxmlyDNkRGdCXy2poq1xNKvtY5SE7oyhcoNYiPrdU6obz7fQpDJjFj8SFlptZJJ0XqEj19qy6Wp1HnRfkL_a2Sg&x-client-SKU=ID_NETSTANDARD2_0&x-client-ver=6.10.0.0
stores-test.bcc.nl,Sign in to your account,200,206784,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,5a0c035fd36e190a9a002ffd08801cce,51cfd1c52666a532589d6759379eab229c80ad93cf9e47beb8519dd205096065,ctls,login.microsoftonline.com,80,http://stores-test.bcc.nl:80,http,,text/html,GET,40.118.100.127,/,-1840324437,40.118.100.127,HSTS,174,False,Microsoft Corporation,,,azure,True,,,,https://login.microsoftonline.com/0394648b-f742-4dbf-9f6b-7e3d2befcc90/oauth2/authorize?client_id=033b3a2a-35ec-40b4-9463-4b803cb02c9b&redirect_uri=https%3A%2F%2Fstores-test.bcc.nl%2Fsignin-oidc&response_type=id_token&scope=openid%20profile&response_mode=form_post&nonce=638202396483763018.MzdhMzc4ZjEtYmQxMS00YjdhLTk5ZDAtNDJjN2ZmMmFkYjAwZGZlNzBiZDUtY2VhYy00ZDJjLWE3ZmItMzVjMzNhOWYwZjRi&state=CfDJ8Dry13sEwZtBoiRD6q5xnnUkIJYSptkYMARR1SU3ifUOXb2aHedDh6MOaoEkPYN8fs7EWKCzCJl-GYy4T6Aydh6byYpvlfVCHl2ULI9JSbJpnjSeUl6NatXfbLHVh3CK5vkBipdgPjiespKL9x0tpsWqxS2LI-gHmQgGnibp43zpaK1pBs6-vE4ZJBBZhGcaUm0YWiORQPORHWBMMzakPXk7LOQDCceAcA2Mv500BmWv8CfrCfD5l9IGFrNKDGEHsPqOvxLKOlBjHIqbcxsICIDZrEpPwYvx_pGuawnEVFGRHcwu9O2eqw_as3V-YG6Rqg&x-client-SKU=ID_NETSTANDARD2_0&x-client-ver=6.10.0.0
stripe.techsupport.bcc.nl,,404,67,,,,,,,,,,,,,,,,,,80,http://stripe.techsupport.bcc.nl:80,http,Vercel,text/plain,GET,76.76.21.123,/,1307429962,76.76.21.93,Vercel,4,False,,,,,,,,,
