input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,tls_mismatched,cdn_name,cdn,final_url,tls_expired,tls_self_signed,csp_domains_,location
isdk.heytapmobi.com,,404,31,isdk.heytapmobi.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-25T00:00:00Z,2023-08-25T23:59:59Z,"CN=www.heytap.com, O=广东欢太科技有限公司, L=东莞市, ST=广东省, C=CN",www.heytap.com,广东欢太科技有限公司,*.ocs-south3-cn.heytapcs.com,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,250ba0eff51c3bb2e95a7ca655958414,4f73f632504333fbf8f5aa837b852d79d51ebe63f47b6ff52422d9bd7dd56309,True,ctls,isdk.heytapmobi.com,443,https://isdk.heytapmobi.com:443,https,nginx,,GET,106.38.236.240,/,-1867309133,59.37.130.26,Nginx,1,False,True,,,,,,,
isdk.oppomobile.com,,404,31,isdk.oppomobile.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-05-11T00:00:00Z,2023-06-11T23:59:59Z,"CN=www.oppomobile.com, O=广东欢太科技有限公司, L=东莞市, ST=广东省, C=CN",www.oppomobile.com,广东欢太科技有限公司,oppomobile.com,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,0668e3aa7d94eaabb0d1041532440a86,3017b8ccbf3e9bfe432a31f2caad01beeb72eb01ea5b6875948de14e741dc00f,True,ctls,isdk.oppomobile.com,443,https://isdk.oppomobile.com:443,https,nginx,,GET,106.38.236.159,/,-1867309133,106.38.236.159,Nginx,1,False,,,,,,,,
isrm.myoppo.com,SRM平台,200,60316,isrm.myoppo.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-06-14T00:00:00Z,2023-06-15T23:59:59Z,"CN=*.myoppo.com, O=广东明创软件科技有限公司, L=东莞市, ST=广东省, C=CN",*.myoppo.com,广东明创软件科技有限公司,myoppo.com,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,66da815fab15219821505e22b7d26143,40a07aac9cfd90adb92967baa7a655b476058dc9b9db95d2d93ae080f45ff41b,True,ctls,isrm.myoppo.com,443,https://isrm.myoppo.com:443,https,nginx,text/html,GET,119.147.98.111,/,-1669793162,119.147.98.111,Nginx,1138,False,,,,https://isrm.myoppo.com/oauth/,,,,
istore.realmemobile.com,,403,11,istore.realmemobile.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-06-22T00:00:00Z,2023-07-23T23:59:59Z,"CN=www.realmemobile.com, O=深圳市锐尔觅移动通信有限公司, L=深圳市, ST=广东省, C=CN",www.realmemobile.com,深圳市锐尔觅移动通信有限公司,*.realme.com,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,a11bce1ebc65e96f32768063552bbd79,1224748675da69a2e59e8343912fd5a87716572d92a7bae00978d0f399d679c5,True,ctls,istore.realmemobile.com,443,https://istore.realmemobile.com:443,https,nginx,,GET,106.38.236.21,/,-1867309133,106.38.236.21,Nginx,1,False,,,,,,,,
itom.myoas.com,ITSM,200,2010,itom.myoas.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-11-21T00:00:00Z,2023-12-22T23:59:59Z,"CN=*.myoas.com, O=东莞市永盛通信科技有限公司, L=东莞市, ST=广东省, C=CN",*.myoas.com,东莞市永盛通信科技有限公司,myoas.com,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,56b44e601f977f48333553163dd2f650,ed31eaad6cd83b1df8d03cede160ca9d0a2cb7186bbc06b464b74f1284bfd9e4,True,ctls,itom.myoas.com,443,https://itom.myoas.com:443,https,nginx,text/html,GET,119.147.98.218,/,586707620,119.147.98.218,Nginx,40,False,,,,,,,,
iucf.oppomobile.com,,404,,iucf.oppomobile.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-05-11T00:00:00Z,2023-06-11T23:59:59Z,"CN=www.oppomobile.com, O=广东欢太科技有限公司, L=东莞市, ST=广东省, C=CN",www.oppomobile.com,广东欢太科技有限公司,oppomobile.com,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,0668e3aa7d94eaabb0d1041532440a86,3017b8ccbf3e9bfe432a31f2caad01beeb72eb01ea5b6875948de14e741dc00f,True,ctls,iucf.oppomobile.com,443,https://iucf.oppomobile.com:443,https,nginx,,GET,13.39.2.186,/,-1840324437,15.237.38.80,Nginx,1,False,,,,,,,,
ivr.finzfin.com,,404,84,ivr.finzfin.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-05-17T00:00:00Z,2023-06-17T23:59:59Z,"CN=www.finzfin.com, O=深圳市欢太数字科技有限公司, L=深圳市, ST=广东省, C=CN",www.finzfin.com,深圳市欢太数字科技有限公司,finzfin.com,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,79b39fa7d6de845c72020878f6538c3f,41d31399a5806f84b85ba7778835a2bd410f188227ade939390118bf1a4529f6,True,ctls,ivr.finzfin.com,443,https://ivr.finzfin.com:443,https,nginx,application/json,GET,106.3.19.196,/,,106.3.19.196,Nginx,1,False,True,,,,,,,
iwallet.finzfin.com,,403,,iwallet.finzfin.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-05-17T00:00:00Z,2023-06-17T23:59:59Z,"CN=www.finzfin.com, O=深圳市欢太数字科技有限公司, L=深圳市, ST=广东省, C=CN",www.finzfin.com,深圳市欢太数字科技有限公司,finzfin.com,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,79b39fa7d6de845c72020878f6538c3f,41d31399a5806f84b85ba7778835a2bd410f188227ade939390118bf1a4529f6,True,ctls,iwallet.finzfin.com,443,https://iwallet.finzfin.com:443,https,nginx,text/html,GET,106.38.236.194,/,-542008086,106.38.236.194,Nginx,1,False,True,,,,,,,
iwcs.myoas.com,签单列表,200,4407,iwcs.myoas.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-11-21T00:00:00Z,2023-12-22T23:59:59Z,"CN=*.myoas.com, O=东莞市永盛通信科技有限公司, L=东莞市, ST=广东省, C=CN",*.myoas.com,东莞市永盛通信科技有限公司,myoas.com,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,56b44e601f977f48333553163dd2f650,ed31eaad6cd83b1df8d03cede160ca9d0a2cb7186bbc06b464b74f1284bfd9e4,True,ctls,iwcs.myoas.com,443,https://iwcs.myoas.com:443,https,nginx,text/html,GET,119.147.175.15,/,-366337701,119.147.175.15,Nginx,119,False,,,,,,,,
iwealth.finzfin.com,,403,,iwealth.finzfin.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-05-17T00:00:00Z,2023-06-17T23:59:59Z,"CN=www.finzfin.com, O=深圳市欢太数字科技有限公司, L=深圳市, ST=广东省, C=CN",www.finzfin.com,深圳市欢太数字科技有限公司,finzfin.com,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,79b39fa7d6de845c72020878f6538c3f,41d31399a5806f84b85ba7778835a2bd410f188227ade939390118bf1a4529f6,True,ctls,iwealth.finzfin.com,443,https://iwealth.finzfin.com:443,https,nginx,text/html,GET,49.7.118.75,/,-542008086,49.7.118.75,Nginx,1,False,True,,,,,,,
iweather.feeds.heytapmobi.com,,404,31,iweather.feeds.heytapmobi.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-25T00:00:00Z,2023-08-25T23:59:59Z,"CN=www.heytap.com, O=广东欢太科技有限公司, L=东莞市, ST=广东省, C=CN",www.heytap.com,广东欢太科技有限公司,*.ocs-south3-cn.heytapcs.com,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,250ba0eff51c3bb2e95a7ca655958414,4f73f632504333fbf8f5aa837b852d79d51ebe63f47b6ff52422d9bd7dd56309,True,ctls,iweather.feeds.heytapmobi.com,443,https://iweather.feeds.heytapmobi.com:443,https,nginx,,GET,119.147.175.72,/,1401299030,119.147.175.72,Nginx,1,False,True,,,,,,,
jenkins.myoppo.com,登录 [Jenkins],200,1470,jenkins.myoppo.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-06-13T00:00:00Z,2023-07-14T23:59:59Z,"CN=www.oppo.com, O=GuangDong OPPO Mobile Telecommunications Corp.\, Ltd., L=DongGuan, ST=GuangDong Province, C=CN",www.oppo.com,"GuangDong OPPO Mobile Telecommunications Corp., Ltd.",*.allawno.com,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,d8115c8bfeaccbb8033bae7f7853a81f,2de56f5d3c9969957daa95a6867343b1153cb4b70bd595fa3f9ffd592ad609c8,True,ctls,jenkins.myoppo.com,443,https://jenkins.myoppo.com:443,https,nginx,text/html,GET,119.147.98.211,/,,119.147.98.211,Nginx,6,False,True,,,,,,,
jfadmin.heytapmobi.com,积分商城本地化管理后台,200,2679,jfadmin.oppomobile.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-21T00:00:00Z,2023-07-14T23:59:59Z,"CN=www.oppomobile.com, O=广东欢太科技有限公司, L=东莞市, ST=广东省, C=CN",www.oppomobile.com,广东欢太科技有限公司,*.ocs-cn-south2.oppoer.me,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,742cf952add371979db0d2d94e89dfd7,344bbfbdd55cd1c8e1a47ed0bf24e99765ed312e10637d40aa1fe8f6bf5f0228,True,ctls,jfadmin.oppomobile.com,443,https://jfadmin.heytapmobi.com:443,https,nginx,text/html,GET,106.3.18.78,/,717606025,106.3.18.78,Nginx,1,False,,,,https://jfadmin.oppomobile.com/,,,,
jfadmin.oppomobile.com,积分商城本地化管理后台,200,2679,jfadmin.oppomobile.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-21T00:00:00Z,2023-07-14T23:59:59Z,"CN=www.oppomobile.com, O=广东欢太科技有限公司, L=东莞市, ST=广东省, C=CN",www.oppomobile.com,广东欢太科技有限公司,*.ocs-cn-south2.oppoer.me,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,742cf952add371979db0d2d94e89dfd7,344bbfbdd55cd1c8e1a47ed0bf24e99765ed312e10637d40aa1fe8f6bf5f0228,True,ctls,jfadmin.oppomobile.com,443,https://jfadmin.oppomobile.com:443,https,nginx,text/html,GET,106.3.18.79,/,853309785,106.3.18.79,Nginx,1,False,,,,,,,,
jffs-origin-629b4f.nearme.com.cn,,404,24,jffs-origin-629b4f.nearme.com.cn,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-21T00:00:00Z,2023-07-14T23:59:59Z,"CN=www.oppomobile.com, O=广东欢太科技有限公司, L=东莞市, ST=广东省, C=CN",www.oppomobile.com,广东欢太科技有限公司,*.ocs-cn-south2.oppoer.me,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,742cf952add371979db0d2d94e89dfd7,344bbfbdd55cd1c8e1a47ed0bf24e99765ed312e10637d40aa1fe8f6bf5f0228,True,ctls,jffs-origin-629b4f.nearme.com.cn,443,https://jffs-origin-629b4f.nearme.com.cn:443,https,nginx,,GET,106.3.18.79,/,-1392886021,106.3.18.79,Nginx,1,False,True,,,,,,,
jits.open.oppomobile.com,,200,,jits.open.oppomobile.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-05-11T00:00:00Z,2023-06-11T23:59:59Z,"CN=www.oppomobile.com, O=广东欢太科技有限公司, L=东莞市, ST=广东省, C=CN",www.oppomobile.com,广东欢太科技有限公司,oppomobile.com,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,0668e3aa7d94eaabb0d1041532440a86,3017b8ccbf3e9bfe432a31f2caad01beeb72eb01ea5b6875948de14e741dc00f,True,ctls,jits.open.oppomobile.com,443,https://jits.open.oppomobile.com:443,https,nginx,,GET,106.3.18.144,/,-1840324437,119.147.175.42,Nginx,1,False,True,,,,,,,
join.realme.com,员工入职系统,200,2245,join.realme.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-04T00:00:00Z,2024-06-03T23:59:59Z,CN=*.realme.com,*.realme.com,,realme.com,"CN=RapidSSL Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",10790b2e176b8d52b47bc7e8220aa256,632bb4ea24be3d5a23d6d8aa776921f70daa58c8c65d1e6b71969d6b68bd60ee,True,ctls,join.realme.com,443,https://join.realme.com:443,https,nginx,text/html,GET,106.3.16.86,/,190856733,106.3.16.86,Nginx,1,False,,,,,,,,
jqn5wdg9.oppodigital.pl,404 Not Found,404,196,jqn5wdg9.oppodigital.pl,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-13T12:24:17Z,2024-01-13T12:24:16Z,CN=*.lh.pl,*.lh.pl,,lh.pl,"CN=Certum Domain Validation CA SHA2, OU=Certum Certification Authority, O=Unizeto Technologies S.A., C=PL",Certum Domain Validation CA SHA2,Unizeto Technologies S.A.,a1d757a4d02ef704af691200f800a11a,264436a2bdc7618489feb3656c4743ad23c934df032d014a089e25e168f95281,True,ctls,jqn5wdg9.oppodigital.pl,443,https://jqn5wdg9.oppodigital.pl:443,https,Apache,text/html,GET,185.135.91.126,/,-780928015,185.135.91.126,Apache,8,False,True,,,,,,,
jscatch.heytapmobi.com,,200,12,jscatch.heytapmobi.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-25T00:00:00Z,2023-08-25T23:59:59Z,"CN=www.heytap.com, O=广东欢太科技有限公司, L=东莞市, ST=广东省, C=CN",www.heytap.com,广东欢太科技有限公司,*.ocs-south3-cn.heytapcs.com,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,250ba0eff51c3bb2e95a7ca655958414,4f73f632504333fbf8f5aa837b852d79d51ebe63f47b6ff52422d9bd7dd56309,True,ctls,jscatch.heytapmobi.com,443,https://jscatch.heytapmobi.com:443,https,nginx,text/plain,GET,119.147.175.56,/,-993213697,119.147.175.56,Nginx,1,False,True,,,,,,,
jslib.nearme.com.cn,403 Forbidden,403,571,jslib.nearme.com.cn,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-06-13T00:00:00Z,2023-07-14T23:59:59Z,"CN=nearme.com.cn, O=深圳市欢太科技有限公司, L=ShenZhen, ST=GuangDong Province, C=CN",nearme.com.cn,深圳市欢太科技有限公司,*.finshell.co.in,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,632048cb8591a88b8c43c50f3334f439,3a1fead44d899339dbce8f702e9c747d198d8ff15dcecb447c5fef4ff9ce7cbd,True,ctls,jslib.nearme.com.cn,443,https://jslib.nearme.com.cn:443,https,nginx,text/html,GET,106.3.18.119,/,-1227268954,106.3.18.119,Nginx,14,False,True,,,,,,,
kbase.myoppo.com,,404,24,kbase.myoppo.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-06-13T00:00:00Z,2023-07-14T23:59:59Z,"CN=www.oppo.com, O=GuangDong OPPO Mobile Telecommunications Corp.\, Ltd., L=DongGuan, ST=GuangDong Province, C=CN",www.oppo.com,"GuangDong OPPO Mobile Telecommunications Corp., Ltd.",*.allawno.com,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,d8115c8bfeaccbb8033bae7f7853a81f,2de56f5d3c9969957daa95a6867343b1153cb4b70bd595fa3f9ffd592ad609c8,True,ctls,kbase.myoppo.com,443,https://kbase.myoppo.com:443,https,nginx,,GET,119.147.175.98,/,-1392886021,119.147.175.98,Nginx,1,False,True,,,,,,,
keke.cn,软件商店,200,10990,www.oppomobile.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-05-11T00:00:00Z,2023-06-11T23:59:59Z,"CN=www.oppomobile.com, O=广东欢太科技有限公司, L=东莞市, ST=广东省, C=CN",www.oppomobile.com,广东欢太科技有限公司,oppomobile.com,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,0668e3aa7d94eaabb0d1041532440a86,3017b8ccbf3e9bfe432a31f2caad01beeb72eb01ea5b6875948de14e741dc00f,True,ctls,www.oppomobile.com,443,https://keke.cn:443,https,nginx,text/html,GET,106.3.18.141,/,-812795024,106.3.18.141,Nginx,241,False,,,,https://www.oppomobile.com,,,,
kernel.cpc.heytapmobi.com,,404,31,,,,,,,,,,,,,,,,,,,,80,http://kernel.cpc.heytapmobi.com:80,http,nginx,,GET,106.3.18.89,/,1401299030,106.3.18.89,Nginx,1,False,,,,,,,,
kernellog.browser.heytapmobi.com,,404,31,kernellog.browser.heytapmobi.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-25T00:00:00Z,2023-08-25T23:59:59Z,"CN=www.heytap.com, O=广东欢太科技有限公司, L=东莞市, ST=广东省, C=CN",www.heytap.com,广东欢太科技有限公司,*.ocs-south3-cn.heytapcs.com,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,250ba0eff51c3bb2e95a7ca655958414,4f73f632504333fbf8f5aa837b852d79d51ebe63f47b6ff52422d9bd7dd56309,True,ctls,kernellog.browser.heytapmobi.com,443,https://kernellog.browser.heytapmobi.com:443,https,nginx,,GET,106.3.18.218,/,1401299030,106.3.18.218,Nginx,1,False,True,,,,,,,
kernellog.browser.oppomobile.com,,404,31,kernellog.browser.oppomobile.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-05-11T00:00:00Z,2023-06-11T23:59:59Z,"CN=www.oppomobile.com, O=广东欢太科技有限公司, L=东莞市, ST=广东省, C=CN",www.oppomobile.com,广东欢太科技有限公司,oppomobile.com,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,0668e3aa7d94eaabb0d1041532440a86,3017b8ccbf3e9bfe432a31f2caad01beeb72eb01ea5b6875948de14e741dc00f,True,ctls,kernellog.browser.oppomobile.com,443,https://kernellog.browser.oppomobile.com:443,https,nginx,,GET,106.3.18.219,/,1401299030,106.3.18.219,Nginx,1,False,True,,,,,,,
kv.stat.nearme.com.cn,,404,98,,,,,,,,,,,,,,,,,,,,80,http://kv.stat.nearme.com.cn:80,http,nginx,text/plain,GET,49.7.252.13,/,-1445154532,49.7.252.13,Nginx,7,False,,,,,,,,
l.oppodigital.pl,404 Not Found,404,196,l.oppodigital.pl,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-13T12:24:17Z,2024-01-13T12:24:16Z,CN=*.lh.pl,*.lh.pl,,lh.pl,"CN=Certum Domain Validation CA SHA2, OU=Certum Certification Authority, O=Unizeto Technologies S.A., C=PL",Certum Domain Validation CA SHA2,Unizeto Technologies S.A.,a1d757a4d02ef704af691200f800a11a,264436a2bdc7618489feb3656c4743ad23c934df032d014a089e25e168f95281,True,ctls,l.oppodigital.pl,443,https://l.oppodigital.pl:443,https,Apache,text/html,GET,185.135.91.126,/,-780928015,185.135.91.126,Apache,8,False,True,,,,,,,
lab-sg.coloros.com,,404,98,lab-sg.coloros.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-06-13T00:00:00Z,2023-07-14T23:59:59Z,"CN=www.oppo.com, O=GuangDong OPPO Mobile Telecommunications Corp.\, Ltd., L=DongGuan, ST=GuangDong Province, C=CN",www.oppo.com,"GuangDong OPPO Mobile Telecommunications Corp., Ltd.",*.allawno.com,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,d8115c8bfeaccbb8033bae7f7853a81f,2de56f5d3c9969957daa95a6867343b1153cb4b70bd595fa3f9ffd592ad609c8,True,ctls,lab-sg.coloros.com,443,https://lab-sg.coloros.com:443,https,nginx,text/plain,GET,13.251.17.161,/,-1842601844,54.179.57.17,Nginx,7,False,True,,,,,,,
lab.coloros.com,,404,98,lab.coloros.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-06-13T00:00:00Z,2023-07-14T23:59:59Z,"CN=www.oppo.com, O=GuangDong OPPO Mobile Telecommunications Corp.\, Ltd., L=DongGuan, ST=GuangDong Province, C=CN",www.oppo.com,"GuangDong OPPO Mobile Telecommunications Corp., Ltd.",*.allawno.com,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,d8115c8bfeaccbb8033bae7f7853a81f,2de56f5d3c9969957daa95a6867343b1153cb4b70bd595fa3f9ffd592ad609c8,True,ctls,lab.coloros.com,443,https://lab.coloros.com:443,https,nginx,text/plain,GET,106.39.247.4,/,-1842601844,106.39.247.4,Nginx,7,False,True,,,,,,,
lang-eu.coloros.com,,404,87,lang-eu.coloros.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-06-13T00:00:00Z,2023-07-14T23:59:59Z,"CN=www.oppo.com, O=GuangDong OPPO Mobile Telecommunications Corp.\, Ltd., L=DongGuan, ST=GuangDong Province, C=CN",www.oppo.com,"GuangDong OPPO Mobile Telecommunications Corp., Ltd.",*.allawno.com,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,d8115c8bfeaccbb8033bae7f7853a81f,2de56f5d3c9969957daa95a6867343b1153cb4b70bd595fa3f9ffd592ad609c8,True,ctls,lang-eu.coloros.com,443,https://lang-eu.coloros.com:443,https,nginx,text/plain,GET,15.188.226.230,/,-1073045947,13.37.93.53,Nginx,1,False,True,,,,,,,
lang.coloros.com,,404,87,lang.coloros.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-06-13T00:00:00Z,2023-07-14T23:59:59Z,"CN=www.oppo.com, O=GuangDong OPPO Mobile Telecommunications Corp.\, Ltd., L=DongGuan, ST=GuangDong Province, C=CN",www.oppo.com,"GuangDong OPPO Mobile Telecommunications Corp., Ltd.",*.allawno.com,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,d8115c8bfeaccbb8033bae7f7853a81f,2de56f5d3c9969957daa95a6867343b1153cb4b70bd595fa3f9ffd592ad609c8,True,ctls,lang.coloros.com,80,http://lang.coloros.com:80,http,nginx,text/plain,GET,106.3.18.208,/,-2016113410,119.147.175.70,Nginx,1,False,True,,,https://lang.coloros.com/,,,,
language.coloros.com,,404,31,language.coloros.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-06-13T00:00:00Z,2023-07-14T23:59:59Z,"CN=www.oppo.com, O=GuangDong OPPO Mobile Telecommunications Corp.\, Ltd., L=DongGuan, ST=GuangDong Province, C=CN",www.oppo.com,"GuangDong OPPO Mobile Telecommunications Corp., Ltd.",*.allawno.com,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,d8115c8bfeaccbb8033bae7f7853a81f,2de56f5d3c9969957daa95a6867343b1153cb4b70bd595fa3f9ffd592ad609c8,True,ctls,language.coloros.com,443,https://language.coloros.com:443,https,nginx,,GET,106.3.18.170,/,1401299030,119.147.175.84,Nginx,1,False,True,,,,,,,
languagef-eu.coloros.com,,404,31,languagef-eu.coloros.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-06-13T00:00:00Z,2023-07-14T23:59:59Z,"CN=www.oppo.com, O=GuangDong OPPO Mobile Telecommunications Corp.\, Ltd., L=DongGuan, ST=GuangDong Province, C=CN",www.oppo.com,"GuangDong OPPO Mobile Telecommunications Corp., Ltd.",*.allawno.com,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,d8115c8bfeaccbb8033bae7f7853a81f,2de56f5d3c9969957daa95a6867343b1153cb4b70bd595fa3f9ffd592ad609c8,True,ctls,languagef-eu.coloros.com,443,https://languagef-eu.coloros.com:443,https,nginx,,GET,13.37.76.114,/,1401299030,13.39.153.200,Nginx,1,False,True,,,,,,,
languagef-in.coloros.com,,404,31,languagef-in.coloros.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-06-13T00:00:00Z,2023-07-14T23:59:59Z,"CN=www.oppo.com, O=GuangDong OPPO Mobile Telecommunications Corp.\, Ltd., L=DongGuan, ST=GuangDong Province, C=CN",www.oppo.com,"GuangDong OPPO Mobile Telecommunications Corp., Ltd.",*.allawno.com,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,d8115c8bfeaccbb8033bae7f7853a81f,2de56f5d3c9969957daa95a6867343b1153cb4b70bd595fa3f9ffd592ad609c8,True,ctls,languagef-in.coloros.com,443,https://languagef-in.coloros.com:443,https,nginx,,GET,129.227.29.8,/,1401299030,129.227.29.8,Nginx,1,False,True,,,,,,,
lb.myoppo.com,LB,200,742,lb.myoppo.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-06-13T00:00:00Z,2023-07-14T23:59:59Z,"CN=www.oppo.com, O=GuangDong OPPO Mobile Telecommunications Corp.\, Ltd., L=DongGuan, ST=GuangDong Province, C=CN",www.oppo.com,"GuangDong OPPO Mobile Telecommunications Corp., Ltd.",*.allawno.com,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,d8115c8bfeaccbb8033bae7f7853a81f,2de56f5d3c9969957daa95a6867343b1153cb4b70bd595fa3f9ffd592ad609c8,True,ctls,lb.myoppo.com,443,https://lb.myoppo.com:443,https,nginx,text/html,GET,119.147.175.68,/,1617877720,119.147.175.68,Nginx,1,False,True,,,,,,,
