input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,webserver,tls_mismatched,csp_domains_,final_url,tls_self_signed,tls_expired
queue-sin.shop.samsung.com,,404,1223,queue-sin.shop.samsung.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-15T00:00:00Z,2024-07-17T23:59:59Z,"CN=store.samsung.com, O=SAMSUNG ELECTRONICS CO.\,LTD, L=Suwon-si, ST=Gyeonggi-do, C=KR",store.samsung.com,"SAMSUNG ELECTRONICS CO.,LTD",b2bshop.samsung.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,7f733bd6eea8f6ef937175ee4df9f02c,f06b1957c9ee7bd2c67751fdd83a8f05fe1ad6309d07f8986ad0d6265f9d03c8,,ctls,queue-sin.shop.samsung.com,,443,https://queue-sin.shop.samsung.com:443,https,text/html,GET,23.56.201.142,/,-625552774,23.56.201.142,,21,False,,,,,,,
queue-syd-admin1.shop.samsung.com,Access Denied,403,295,queue-syd-admin1.shop.samsung.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-15T00:00:00Z,2024-07-17T23:59:59Z,"CN=store.samsung.com, O=SAMSUNG ELECTRONICS CO.\,LTD, L=Suwon-si, ST=Gyeonggi-do, C=KR",store.samsung.com,"SAMSUNG ELECTRONICS CO.,LTD",b2bshop.samsung.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,7f733bd6eea8f6ef937175ee4df9f02c,f06b1957c9ee7bd2c67751fdd83a8f05fe1ad6309d07f8986ad0d6265f9d03c8,,ctls,queue-syd-admin1.shop.samsung.com,,443,https://queue-syd-admin1.shop.samsung.com:443,https,text/html,GET,23.37.38.27,/,-1080889804,23.37.38.27,,10,False,,AkamaiGHost,,,,,
queue-syd-admin2.shop.samsung.com,Access Denied,403,295,queue-syd-admin2.shop.samsung.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-15T00:00:00Z,2024-07-17T23:59:59Z,"CN=store.samsung.com, O=SAMSUNG ELECTRONICS CO.\,LTD, L=Suwon-si, ST=Gyeonggi-do, C=KR",store.samsung.com,"SAMSUNG ELECTRONICS CO.,LTD",b2bshop.samsung.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,7f733bd6eea8f6ef937175ee4df9f02c,f06b1957c9ee7bd2c67751fdd83a8f05fe1ad6309d07f8986ad0d6265f9d03c8,,ctls,queue-syd-admin2.shop.samsung.com,,443,https://queue-syd-admin2.shop.samsung.com:443,https,text/html,GET,23.37.38.27,/,-1790831322,23.37.38.27,,10,False,,AkamaiGHost,,,,,
queue-yvr-admin1.shop.samsung.com,Access Denied,403,295,queue-yvr-admin1.shop.samsung.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-15T00:00:00Z,2024-07-17T23:59:59Z,"CN=store.samsung.com, O=SAMSUNG ELECTRONICS CO.\,LTD, L=Suwon-si, ST=Gyeonggi-do, C=KR",store.samsung.com,"SAMSUNG ELECTRONICS CO.,LTD",b2bshop.samsung.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,7f733bd6eea8f6ef937175ee4df9f02c,f06b1957c9ee7bd2c67751fdd83a8f05fe1ad6309d07f8986ad0d6265f9d03c8,,ctls,queue-yvr-admin1.shop.samsung.com,,443,https://queue-yvr-admin1.shop.samsung.com:443,https,text/html,GET,23.37.38.27,/,2002038878,23.37.38.27,,10,False,,AkamaiGHost,,,,,
queue-yvr-admin2.shop.samsung.com,Access Denied,403,295,queue-yvr-admin2.shop.samsung.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-15T00:00:00Z,2024-07-17T23:59:59Z,"CN=store.samsung.com, O=SAMSUNG ELECTRONICS CO.\,LTD, L=Suwon-si, ST=Gyeonggi-do, C=KR",store.samsung.com,"SAMSUNG ELECTRONICS CO.,LTD",b2bshop.samsung.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,7f733bd6eea8f6ef937175ee4df9f02c,f06b1957c9ee7bd2c67751fdd83a8f05fe1ad6309d07f8986ad0d6265f9d03c8,,ctls,queue-yvr-admin2.shop.samsung.com,,443,https://queue-yvr-admin2.shop.samsung.com:443,https,text/html,GET,23.37.38.27,/,-885746138,23.37.38.27,,10,False,,AkamaiGHost,,,,,
r1.community.samsung.com,Samsung Members Community,200,30931,r1.community.samsung.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-13T00:00:00Z,2023-09-23T23:59:59Z,"CN=secure07.lithium.com, O=Khoros\, LLC, L=Austin, ST=Texas, C=US",secure07.lithium.com,"Khoros, LLC",community.snaplogic.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,c1cb2769f6fc5eb1aa208203423fe8c4,515e1a9b3a99efd6099a3a3c3ba7b3bced80d6dc4a5f9eb997e4428078828fa1,True,ctls,r1.community.samsung.com,cloudfront,443,https://r1.community.samsung.com:443,https,text/html,GET,18.66.97.104,/,-1840324437,2600:9000:223c:2800:f:124b:2b80:93a1,PHP,606,False,True,Apache,,,,,
redash.mpay.samsung.com,403,403,134,redash.mpay.samsung.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-12T00:00:00Z,2024-05-12T23:59:59Z,"CN=*.mpay.samsung.com, O=Samsung Electronics Co.\, Ltd., ST=Gyeonggi-do, C=KR",*.mpay.samsung.com,"Samsung Electronics Co., Ltd.",mpay.samsung.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,d1ce47bb0677464877bb00666c156439,fff24975c2a2f92b356cd999028e0988f2cc8dda1ef4e62ebf322629db86230b,True,ctls,redash.mpay.samsung.com,google,443,https://redash.mpay.samsung.com:443,https,text/html,GET,34.120.197.18,/,1723221432,34.120.197.18,HTTP/3,1,False,True,,,,,,
remote.sarc.samsung.com,,200,170,remote.sarc.samsung.com,443,True,tls12,TLS_RSA_WITH_AES_256_GCM_SHA384,2022-07-07T00:00:00Z,2023-08-07T23:59:59Z,CN=remote.sarc.samsung.com,remote.sarc.samsung.com,,remote-test2.sarc.samsung.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0a3cce803dae0a116d9c4aeb36fd05ca,4286b69287cd0fdf348e6a0e75ba51782a51731e9aae19c982258098b49c9468,,ctls,remote.sarc.samsung.com,,443,https://remote.sarc.samsung.com:443,https,text/html,GET,8.40.240.141,/,593259606,8.40.240.141,HSTS,4,False,,,,,,,
request.pushmessage.samsung.com,,404,137,request.pushmessage.samsung.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-11-16T00:00:00Z,2023-11-30T23:59:59Z,"CN=*.pushmessage.samsung.com, O=Samsung Electronics Co.\, Ltd., ST=Gyeonggi-do, C=KR",*.pushmessage.samsung.com,"Samsung Electronics Co., Ltd.",pushmessage.samsung.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,63255f6e39e522a4062b6b42c9beaefe,3a1a073801d68941c9739a6c42b9507e839b68a0e375df3a2aa68c332e6f5cc0,True,ctls,request.pushmessage.samsung.com,,443,https://request.pushmessage.samsung.com:443,https,application/json,GET,18.202.51.90,/,-925470626,52.50.95.122,,1,False,,,,,,,
research.samsung.com,Home | Samsung Research,200,95363,research.samsung.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-07-11T00:00:00Z,2024-07-10T23:59:59Z,"CN=research.samsung.com, O=Samsung Electronics Co.\, Ltd., L=Suwon-si, ST=Gyeonggi-do, C=KR",research.samsung.com,"Samsung Electronics Co., Ltd.",research.samsung.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,1763c5a6b847889fd5cb99761f74bd4d,5ee88cd28f3d41981f671e789a388cb845f3a8f55327099c02d90ecfdc99db93,,ctls,research.samsung.com,,443,https://research.samsung.com:443,https,text/html,GET,54.180.210.84,/,116323821,3.37.173.83,Spring,2154,False,,Null,,,,,
reviews.us.samsung.com,ERROR: The request could not be satisfied,502,507,reviews.us.samsung.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-08T00:00:00Z,2023-12-07T23:59:59Z,CN=*.cloudfront.net,*.cloudfront.net,,*.cloudfront.net,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,3ce77498ac0d9db2c0fbac4ace488223,0e61dc9128a6d01c3583e46cb871e9590ca7636f3b394e60b910fdb249e90465,True,ctls,reviews.us.samsung.com,cloudfront,443,https://reviews.us.samsung.com:443,https,text/html,GET,65.9.66.79,/,-855585920,2600:9000:206f:c200:8:b42c:87c0:93a1,Amazon Web Services,16,False,True,CloudFront,True,,,,
rewards.mpay.samsung.com,,403,243,rewards.mpay.samsung.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-12T00:00:00Z,2024-05-12T23:59:59Z,"CN=*.mpay.samsung.com, O=Samsung Electronics Co.\, Ltd., ST=Gyeonggi-do, C=KR",*.mpay.samsung.com,"Samsung Electronics Co., Ltd.",mpay.samsung.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,d1ce47bb0677464877bb00666c156439,fff24975c2a2f92b356cd999028e0988f2cc8dda1ef4e62ebf322629db86230b,True,ctls,rewards.mpay.samsung.com,cloudfront,443,https://rewards.mpay.samsung.com:443,https,application/xml,GET,13.225.78.29,/,1227532152,2600:9000:21f3:ee00:2:1a3e:40c0:93a1,Amazon Web Services,2,False,True,AmazonS3,,,,,
rfs.ecom-qa.samsung.com,Access Denied,403,3548,rfs.ecom-qa.samsung.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-11-08T00:00:00Z,2023-11-08T23:59:59Z,CN=*.ecom-qa.samsung.com,*.ecom-qa.samsung.com,,ecom-qa.samsung.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,1c530eb92b1a528c4185522802d86fc2,be2c8e278498989713552cef9707bfa69c4add3d13d0bb9a8730a32d4e003089,True,ctls,rfs.ecom-qa.samsung.com,,443,https://rfs.ecom-qa.samsung.com:443,https,text/html,GET,3.120.110.248,/,-1646895655,3.72.182.185,Nginx,12,False,,nginx,,,,,
ru-images.shop.samsung.com,SAP Commerce Cloud - Forbidden,403,25708,p1-smr-storefront.shop.samsung.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-11-01T00:00:00Z,2023-11-27T23:59:59Z,"CN=*.shop.samsung.com, O=Samsung Electronics Co.\, Ltd., ST=Gyeonggi-do, C=KR",*.shop.samsung.com,"Samsung Electronics Co., Ltd.",shop.samsung.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,ab51504ab7c0a322ef700b99d94b8d3d,227949b5bf1c098b0f52604ca2e98dde52fcabfdeddddcd1995ddc99fe5782b6,True,ctls,p1-smr-storefront.shop.samsung.com,,443,https://ru-images.shop.samsung.com:443,https,text/html,GET,95.101.148.44,/,676954042,95.101.148.44,HSTS,113,False,,*,,,https://p1-smr-storefront.shop.samsung.com/ru,,
runa.pushmessage.samsung.com,,404,89,runa.pushmessage.samsung.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-11-16T00:00:00Z,2023-11-30T23:59:59Z,"CN=*.pushmessage.samsung.com, O=Samsung Electronics Co.\, Ltd., ST=Gyeonggi-do, C=KR",*.pushmessage.samsung.com,"Samsung Electronics Co., Ltd.",pushmessage.samsung.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,63255f6e39e522a4062b6b42c9beaefe,3a1a073801d68941c9739a6c42b9507e839b68a0e375df3a2aa68c332e6f5cc0,True,ctls,runa.pushmessage.samsung.com,,443,https://runa.pushmessage.samsung.com:443,https,application/json,GET,54.220.47.23,/,1557081601,54.77.93.128,,1,False,,,,,,,
s-devworkspace.developer.samsung.com,,404,,s-devworkspace.developer.samsung.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-07-08T00:00:00Z,2023-07-30T23:59:59Z,"CN=*.developer.samsung.com, O=Samsung Electronics Co.\, Ltd., ST=Gyeonggi-do, C=KR",*.developer.samsung.com,"Samsung Electronics Co., Ltd.",developer.samsung.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,e0eb460c8538047fa1a133f446563f0c,2a44fe8e3511088ee9993ce1f426a8838f4f85a3b864bb08f19e404188331dae,True,ctls,s-devworkspace.developer.samsung.com,,443,https://s-devworkspace.developer.samsung.com:443,https,,GET,34.192.26.233,/,-1840324437,50.19.39.167,,1,False,,istio-envoy,,,,,
s-smartthings.developer.samsung.com,,401,12,s-smartthings.developer.samsung.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-06T00:00:00Z,2024-08-05T23:59:59Z,"CN=*.developer.samsung.com, O=Samsung Electronics Co.\, Ltd., ST=Gyeonggi-do, C=KR",*.developer.samsung.com,"Samsung Electronics Co., Ltd.",developer.samsung.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,9d6cb989cd97fa2985e92f8acf0bf06b,b9e02c714349fdf02fa8acacffdef2dfd726922ae38f97b10ca3ab222f8a2782,True,ctls,s-smartthings.developer.samsung.com,cloudfront,443,https://s-smartthings.developer.samsung.com:443,https,,GET,65.9.66.69,/,229361783,65.9.66.49,HSTS,1,False,True,,,,,,
s1-api-cdn.ecom-stg.samsung.com,Service Unavailable,503,269,s1-api-cdn.ecom-stg.samsung.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-24T00:00:00Z,2023-11-21T23:59:59Z,"CN=shop.samsung.com, O=Samsung SDS Co.\, Ltd., L=Songpa-gu, ST=Seoul, C=KR",shop.samsung.com,"Samsung SDS Co., Ltd.",v3.shop.samsung.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,6857c3893618d82bf589eaf5c9dcccc6,fd7503916ff8fab28fa4edaea2b45d248d8ca211ec723832c6071fd4e7903796,,ctls,s1-api-cdn.ecom-stg.samsung.com,,443,https://s1-api-cdn.ecom-stg.samsung.com:443,https,text/html,GET,23.37.57.190,/,717705807,23.37.57.190,,9,False,,,,,,,
s1-sma-api-cdn.ecom-stg.samsung.com,SAP Commerce Cloud - Forbidden,403,25708,s1-sma-api-cdn.ecom-stg.samsung.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-15T00:00:00Z,2024-07-17T23:59:59Z,"CN=store.samsung.com, O=SAMSUNG ELECTRONICS CO.\,LTD, L=Suwon-si, ST=Gyeonggi-do, C=KR",store.samsung.com,"SAMSUNG ELECTRONICS CO.,LTD",b2bshop.samsung.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,7f733bd6eea8f6ef937175ee4df9f02c,f06b1957c9ee7bd2c67751fdd83a8f05fe1ad6309d07f8986ad0d6265f9d03c8,,ctls,s1-sma-api-cdn.ecom-stg.samsung.com,,443,https://s1-sma-api-cdn.ecom-stg.samsung.com:443,https,text/html,GET,23.56.201.142,/,-110664978,23.56.201.142,HSTS,113,False,,,,,,,
s1-smn2-api-cdn.ecom-stg.samsung.com,Error,503,175,s1-smn2-api-cdn.ecom-stg.samsung.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-15T00:00:00Z,2024-07-17T23:59:59Z,"CN=store.samsung.com, O=SAMSUNG ELECTRONICS CO.\,LTD, L=Suwon-si, ST=Gyeonggi-do, C=KR",store.samsung.com,"SAMSUNG ELECTRONICS CO.,LTD",b2bshop.samsung.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,7f733bd6eea8f6ef937175ee4df9f02c,f06b1957c9ee7bd2c67751fdd83a8f05fe1ad6309d07f8986ad0d6265f9d03c8,,ctls,s1-smn2-api-cdn.ecom-stg.samsung.com,,443,https://s1-smn2-api-cdn.ecom-stg.samsung.com:443,https,text/html,GET,23.37.38.27,/,458280602,23.37.38.27,,5,False,,,,,,,
s1-smn3-api-cdn.ecom-stg.samsung.com,Home Electronics | Home Appliances | Mobile | Computing |,404,58852,www.samsung.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-30T00:00:00Z,2024-05-21T23:59:59Z,"CN=www.samsung.com, O=Samsung SDS Co.\, Ltd., L=Songpa-gu, ST=Seoul, C=KR",www.samsung.com,"Samsung SDS Co., Ltd.",www.semiconductor.samsung.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,5064d821b12b4ce3fee410304f161c11,6268966a4ea9a2d735f6e284439280cbce4952c629a89f1e5a7cff04cbbcf1b7,,ctls,www.samsung.com,,443,https://s1-smn3-api-cdn.ecom-stg.samsung.com:443,https,text/html,GET,23.37.38.27,/,676954042,23.37.38.27,Java,1721,False,,,,,https://www.samsung.com/shop/,,
s1-smn4-api-cdn.ecom-stg.samsung.com,Home Electronics | Home Appliances | Mobile | Computing |,404,58852,www.samsung.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-30T00:00:00Z,2024-05-21T23:59:59Z,"CN=www.samsung.com, O=Samsung SDS Co.\, Ltd., L=Songpa-gu, ST=Seoul, C=KR",www.samsung.com,"Samsung SDS Co., Ltd.",www.semiconductor.samsung.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,5064d821b12b4ce3fee410304f161c11,6268966a4ea9a2d735f6e284439280cbce4952c629a89f1e5a7cff04cbbcf1b7,,ctls,www.samsung.com,,80,http://s1-smn4-api-cdn.ecom-stg.samsung.com:80,http,text/html,GET,23.37.57.190,/,676954042,23.37.57.190,Java,1721,False,,,,,https://www.samsung.com/shop/,,
s1-smn5-api-cdn.ecom-stg.samsung.com,Home Electronics | Home Appliances | Mobile | Computing |,404,58852,www.samsung.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-30T00:00:00Z,2024-05-21T23:59:59Z,"CN=www.samsung.com, O=Samsung SDS Co.\, Ltd., L=Songpa-gu, ST=Seoul, C=KR",www.samsung.com,"Samsung SDS Co., Ltd.",www.semiconductor.samsung.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,5064d821b12b4ce3fee410304f161c11,6268966a4ea9a2d735f6e284439280cbce4952c629a89f1e5a7cff04cbbcf1b7,,ctls,www.samsung.com,,443,https://s1-smn5-api-cdn.ecom-stg.samsung.com:443,https,text/html,GET,23.37.57.190,/,676954042,23.37.57.190,Java,1721,False,,,,,https://www.samsung.com/shop/,,
s1-smr-api-cdn.ecom-stg.samsung.com,Home Electronics | Home Appliances | Mobile | Computing |,404,58852,www.samsung.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-30T00:00:00Z,2024-05-21T23:59:59Z,"CN=www.samsung.com, O=Samsung SDS Co.\, Ltd., L=Songpa-gu, ST=Seoul, C=KR",www.samsung.com,"Samsung SDS Co., Ltd.",www.semiconductor.samsung.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,5064d821b12b4ce3fee410304f161c11,6268966a4ea9a2d735f6e284439280cbce4952c629a89f1e5a7cff04cbbcf1b7,,ctls,www.samsung.com,,443,https://s1-smr-api-cdn.ecom-stg.samsung.com:443,https,text/html,GET,23.37.57.190,/,676954042,23.37.57.190,Java,1721,False,,,,,https://www.samsung.com/shop/,,
s1.ecom-qa.samsung.com,Access Denied,403,3548,s1.ecom-qa.samsung.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-15T00:00:00Z,2024-07-17T23:59:59Z,"CN=store.samsung.com, O=SAMSUNG ELECTRONICS CO.\,LTD, L=Suwon-si, ST=Gyeonggi-do, C=KR",store.samsung.com,"SAMSUNG ELECTRONICS CO.,LTD",b2bshop.samsung.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,7f733bd6eea8f6ef937175ee4df9f02c,f06b1957c9ee7bd2c67751fdd83a8f05fe1ad6309d07f8986ad0d6265f9d03c8,,ctls,s1.ecom-qa.samsung.com,,443,https://s1.ecom-qa.samsung.com:443,https,text/html,GET,95.101.176.135,/,1494302000,95.101.176.135,HSTS,12,False,,,,*.seasam.org,,,
s2-api-cdn.ecom-stg.samsung.com,Service Unavailable,503,269,s2-api-cdn.ecom-stg.samsung.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-24T00:00:00Z,2023-11-21T23:59:59Z,"CN=shop.samsung.com, O=Samsung SDS Co.\, Ltd., L=Songpa-gu, ST=Seoul, C=KR",shop.samsung.com,"Samsung SDS Co., Ltd.",v3.shop.samsung.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,6857c3893618d82bf589eaf5c9dcccc6,fd7503916ff8fab28fa4edaea2b45d248d8ca211ec723832c6071fd4e7903796,,ctls,s2-api-cdn.ecom-stg.samsung.com,,443,https://s2-api-cdn.ecom-stg.samsung.com:443,https,text/html,GET,23.37.57.190,/,-1378338913,23.37.57.190,,9,False,,,,,,,
s2-sma-api-cdn.ecom-stg.samsung.com,SAP Commerce Cloud - Forbidden,403,25708,s2-sma-api.ecom-stg.samsung.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-11-10T00:00:00Z,2023-11-10T23:59:59Z,CN=*.ecom-stg.samsung.com,*.ecom-stg.samsung.com,,ecom-stg.samsung.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,18861acb97059a648877d87910163d97,3903114f5a416ab36254c7439030e018dc92c7749353f5ac0d334548f635f94b,True,ctls,s2-sma-api.ecom-stg.samsung.com,,80,http://s2-sma-api-cdn.ecom-stg.samsung.com:80,http,text/html,GET,23.212.208.133,/,-110664978,23.212.208.133,HSTS,113,False,,*,,,https://s2-sma-api.ecom-stg.samsung.com/,,
s2-smc-api-cdn.ecom-stg.samsung.com,Home Electronics | Home Appliances | Mobile | Computing |,404,58852,www.samsung.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-30T00:00:00Z,2024-05-21T23:59:59Z,"CN=www.samsung.com, O=Samsung SDS Co.\, Ltd., L=Songpa-gu, ST=Seoul, C=KR",www.samsung.com,"Samsung SDS Co., Ltd.",www.semiconductor.samsung.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,5064d821b12b4ce3fee410304f161c11,6268966a4ea9a2d735f6e284439280cbce4952c629a89f1e5a7cff04cbbcf1b7,,ctls,www.samsung.com,,443,https://s2-smc-api-cdn.ecom-stg.samsung.com:443,https,text/html,GET,95.101.176.135,/,676954042,95.101.176.135,Java,1721,False,,,,,https://www.samsung.com/shop/,,
s2-smn2-api-cdn.ecom-stg.samsung.com,Home Electronics | Home Appliances | Mobile | Computing |,404,58852,www.samsung.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-30T00:00:00Z,2024-05-21T23:59:59Z,"CN=www.samsung.com, O=Samsung SDS Co.\, Ltd., L=Songpa-gu, ST=Seoul, C=KR",www.samsung.com,"Samsung SDS Co., Ltd.",www.semiconductor.samsung.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,5064d821b12b4ce3fee410304f161c11,6268966a4ea9a2d735f6e284439280cbce4952c629a89f1e5a7cff04cbbcf1b7,,ctls,www.samsung.com,,443,https://s2-smn2-api-cdn.ecom-stg.samsung.com:443,https,text/html,GET,23.212.208.133,/,676954042,23.212.208.133,Java,1721,False,,,,,https://www.samsung.com/shop/,,
s2-smn3-api-cdn.ecom-stg.samsung.com,Home Electronics | Home Appliances | Mobile | Computing |,404,58852,www.samsung.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-30T00:00:00Z,2024-05-21T23:59:59Z,"CN=www.samsung.com, O=Samsung SDS Co.\, Ltd., L=Songpa-gu, ST=Seoul, C=KR",www.samsung.com,"Samsung SDS Co., Ltd.",www.semiconductor.samsung.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,5064d821b12b4ce3fee410304f161c11,6268966a4ea9a2d735f6e284439280cbce4952c629a89f1e5a7cff04cbbcf1b7,,ctls,www.samsung.com,,443,https://s2-smn3-api-cdn.ecom-stg.samsung.com:443,https,text/html,GET,95.101.176.135,/,676954042,95.101.176.135,Java,1721,False,,,,,https://www.samsung.com/shop/,,
