input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_wildcard_certificate,csp_domains_,tls_mismatched,final_url,tls_expired,tls_self_signed,location
jiraeu.epam.com,Error,400,16294,access.epam.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-17T07:26:42Z,2023-09-15T07:26:41Z,CN=access.epam.com,access.epam.com,,access.epam.com,"CN=E1, O=Let's Encrypt, C=US",E1,Let's Encrypt,ffaf61f780c64ded4d3062e8bb6b4f4e,b405f5e06bbf5dc375348bce1add75eb81b61a44512147faa6c4b0c4f3675689,ctls,access.epam.com,cloudflare,443,https://jiraeu.epam.com:443,https,cloudflare,text/html,GET,104.18.12.213,/,-1277652668,2606:4700::6812:dd5,HTTP/3,355,False,True,True,https://*.epam.com,,https://access.epam.com/auth/realms/plusx/broker/epam-microsoft/login?session_code=m0e4XZdDSnxF0LsmySqS91i2m2sU56pU3xOCif3_71c&client_id=jiraeu&tab_id=0TzJvFAEvA0,,,
jirapct-api.epam.com,403 Forbidden,403,162,jirapct-api.epam.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-11-15T00:00:00Z,2023-11-15T23:59:59Z,CN=jirapct-api.epam.com,jirapct-api.epam.com,,www.jirapct-api.epam.com,"CN=ZeroSSL RSA Domain Secure Site CA, O=ZeroSSL, C=AT",ZeroSSL RSA Domain Secure Site CA,ZeroSSL,ec6ddd1612ea07967fc13af56d273429,deef660d4308c7792b286c1062c12e280b162838ed75457f4c0a378d9c76883b,ctls,jirapct-api.epam.com,,443,https://jirapct-api.epam.com:443,https,nginx,text/html,GET,174.128.60.165,/,-551736798,174.128.60.165,Nginx,8,False,,,,,https://jirapct-api.epam.com/jira/,,,
join.epam.com,JOIN EPAM,200,18223,join.epam.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-28T00:00:00Z,2023-12-27T23:59:59Z,CN=join.epam.com,join.epam.com,,join.epam.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6624c7ce0df53bc00da80ce2ad719289,0bebc6a67dc84dd0ba368adbea44fcdd0a183212d316903e827d8a4e5995925c,ctls,join.epam.com,cloudfront,443,https://join.epam.com:443,https,AmazonS3,text/html,GET,143.204.215.33,/,977606934,143.204.215.6,React,13,False,True,,wss://*.hotjar.com,,,,,
journey.epam.com,Error,400,16492,access.epam.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-17T07:26:42Z,2023-09-15T07:26:41Z,CN=access.epam.com,access.epam.com,,access.epam.com,"CN=E1, O=Let's Encrypt, C=US",E1,Let's Encrypt,ffaf61f780c64ded4d3062e8bb6b4f4e,b405f5e06bbf5dc375348bce1add75eb81b61a44512147faa6c4b0c4f3675689,ctls,access.epam.com,cloudflare,80,http://journey.epam.com:80,http,cloudflare,text/html,GET,104.18.12.91,/,1613988629,2606:4700::6812:d5b,HTTP/3,355,False,True,True,fonts.googleapis.com,,https://access.epam.com/auth/realms/plusx/broker/epam-microsoft/login?session_code=rhbt6uLJDIckGanKzvwBc7Wx6TovU4o2AHeZrjT7W_I&client_id=oauth-client.epm-eag.ztna.prod&tab_id=ISZUoczVvWo,,,
kas.autocode.git.epam.com,,426,76,kas.autocode.git.epam.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-07T00:00:00Z,2024-04-06T23:59:59Z,CN=kas.autocode.git.epam.com,kas.autocode.git.epam.com,,www.kas.autocode.git.epam.com,"CN=ZeroSSL RSA Domain Secure Site CA, O=ZeroSSL, C=AT",ZeroSSL RSA Domain Secure Site CA,ZeroSSL,c3ad1bbd506389a81b5e46d196e72009,cce941eec469be42c7450cdd55c5e8ba3891792702cad0c17b019227fafcd1b9,ctls,kas.autocode.git.epam.com,,443,https://kas.autocode.git.epam.com:443,https,,text/plain,GET,91.120.43.35,/,-1882788829,91.120.43.35,HSTS,2,False,,,,,,,,
kas.gitbud.epam.com,,404,21,kas.gitbud.epam.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-05T00:00:00Z,2024-01-05T23:59:59Z,CN=gitbud.epam.com,gitbud.epam.com,,www.gitbud.epam.com,"CN=ZeroSSL RSA Domain Secure Site CA, O=ZeroSSL, C=AT",ZeroSSL RSA Domain Secure Site CA,ZeroSSL,044d26ad3e31a9f1bbe12a9b6c59b9c0,012b7ec3fbae8d68dff3aa8786924059608684cd9d38e8e7eb335217f3b3f4f5,ctls,kas.gitbud.epam.com,,443,https://kas.gitbud.epam.com:443,https,,text/plain,GET,91.120.43.10,/,-1669793162,91.120.43.10,HSTS,1,False,,,,True,,,,
kas.gitpct.epam.com,,404,21,kas.gitpct.epam.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-05T00:00:00Z,2024-01-05T23:59:59Z,CN=gitpct.epam.com,gitpct.epam.com,,www.gitpct.epam.com,"CN=ZeroSSL RSA Domain Secure Site CA, O=ZeroSSL, C=AT",ZeroSSL RSA Domain Secure Site CA,ZeroSSL,307f7eeacce9747b549f8fb1a5132920,b356e2e5ef940d00c54ba413b21c4ceb8b104962a4689af7df0402a2c6426509,ctls,kas.gitpct.epam.com,,443,https://kas.gitpct.epam.com:443,https,,text/plain,GET,174.128.60.171,/,-1669793162,174.128.60.171,HSTS,1,False,,,,True,,,,
kb-api.epam.com,403 Forbidden,403,146,kb-api.epam.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-11-15T00:00:00Z,2023-11-15T23:59:59Z,CN=kb-api.epam.com,kb-api.epam.com,,www.kb-api.epam.com,"CN=ZeroSSL RSA Domain Secure Site CA, O=ZeroSSL, C=AT",ZeroSSL RSA Domain Secure Site CA,ZeroSSL,664a4aee8265d0ddd1f344986834a783,391c827ca0342af5af3fd8064eb1939b87268aa8fce8d6bfa2e48bbf1016db13,ctls,kb-api.epam.com,,443,https://kb-api.epam.com:443,https,nginx,text/html,GET,91.120.43.52,/,-1561873722,91.120.43.52,Nginx,8,False,,,,,,,,
keycloak.ofp.gcp.gnrg-osdu.projects.epam.com,Welcome to Keycloak,200,3896,keycloak.ofp.gcp.gnrg-osdu.projects.epam.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-18T05:56:06Z,2023-10-16T05:56:05Z,CN=keycloak.ofp.gcp.gnrg-osdu.projects.epam.com,keycloak.ofp.gcp.gnrg-osdu.projects.epam.com,,keycloak.ofp.gcp.gnrg-osdu.projects.epam.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,7aa9f0cf8a07848d97ce6bb0741b422f,65b0a73336f529bbdeff0036f2a13117f8f5942ed440f535bb76132439dc6d03,ctls,keycloak.ofp.gcp.gnrg-osdu.projects.epam.com,google,443,https://keycloak.ofp.gcp.gnrg-osdu.projects.epam.com:443,https,istio-envoy,text/html,GET,34.69.142.167,/,1575382823,34.69.142.167,HSTS,88,False,True,,,,,,,
keycloak.ref.gcp.gnrg-osdu.projects.epam.com,Welcome to Keycloak,200,3897,keycloak.ref.gcp.gnrg-osdu.projects.epam.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-22T10:47:19Z,2023-10-20T10:47:18Z,CN=keycloak.ref.gcp.gnrg-osdu.projects.epam.com,keycloak.ref.gcp.gnrg-osdu.projects.epam.com,,keycloak.ref.gcp.gnrg-osdu.projects.epam.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,89af96cdd3770e8b94cf841e19f78f24,21bda6be7a0048a803d04b541ab3209fb3de6e1a2cb031cd1603417a88a59566,ctls,keycloak.ref.gcp.gnrg-osdu.projects.epam.com,google,443,https://keycloak.ref.gcp.gnrg-osdu.projects.epam.com:443,https,istio-envoy,text/html,GET,34.67.208.38,/,-928077801,34.67.208.38,HSTS,88,False,True,,,,,,,
km.epam.com,Sign In to EPAM,200,48706,access.epam.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-17T07:26:42Z,2023-09-15T07:26:41Z,CN=access.epam.com,access.epam.com,,access.epam.com,"CN=E1, O=Let's Encrypt, C=US",E1,Let's Encrypt,ffaf61f780c64ded4d3062e8bb6b4f4e,b405f5e06bbf5dc375348bce1add75eb81b61a44512147faa6c4b0c4f3675689,ctls,access.epam.com,cloudflare,443,https://km.epam.com:443,https,cloudflare,text/html,GET,104.18.12.91,/,1578759129,2606:4700::6812:d5b,HTTP/3,730,False,True,True,fonts.googleapis.com,,https://access.epam.com/auth/realms/plusx/protocol/openid-connect/auth?state=n8wkfbP3LmKlbwN7EHwGYMHKPNOxL675Uf8nHNm2bU9WfINoVOgzqqBkqcB6YLSpCnUf-ywXjQDA102qDEfgFQchJJckhS3k9dAooHLXE7yjaE6Mx5vzJTNqq7yLPIEprZg=&response_type=code&client_id=oauth-client.epm-eag.ztna.prod&redirect_uri=https%3A%2F%2Fmenu.epam.com%2Fztna-callback&target_client_id=oauth-client.epm-uui.menu,,,
learn.epam.com,,302,,learn.epam.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-03T00:00:00Z,2024-04-01T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",377593e3f5bd3f734a34078eb9691bcf,71333a9dec29a316cad1c9179e9686fffe4dd7384f2efad8a696b8e62ab787ce,ctls,learn.epam.com,cloudflare,80,http://learn.epam.com:80,http,cloudflare,,GET,104.18.18.217,/,1937286914,2606:4700::6812:13d9,HTTP/3,1,False,True,,,,https://learn.epam.com/auth/signin-iam?error=login_required&state=CfDJ8Nk3_WHcfGxBulMFc9NcCvY0NBsJG1TvHz17x7VpV1R_fCRKe-QbT4YmnLfjuTvxep_qnI9JaclL9bI7MqxTfJ45jjWYtiE__4IL6WpOmEYBxH2jEMufsgBZi4uiOc4OPQrRfB3fY1BYE8_Mu85Sw4WRrlj5FD5jjf2HA4nH885ZsDBKcdeplyr6G5hlt6KSFRAlVUnZRGp9v_KtKX7z0rTvELCvxuALIVyINx3tGzX3QGYvRUV2IQOie_orIGl2w3FF6tVxTlUfkZ3B2l-rOMMPdqAhGv3Ens5IHyHlK2nq8nZx-tnwfY7hRoRCdeXq2pxXg5kSzTo3f4NZ1lfG4kSNszFp0rWQ06SGKfQ0VnjBN7AheAy0rk2zzpfOG_0Nza7Tz0P2k1CiGUVhuAnyMQY,,,/
learnstudio.epam.com,Error,400,16438,access.epam.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-17T07:26:42Z,2023-09-15T07:26:41Z,CN=access.epam.com,access.epam.com,,access.epam.com,"CN=E1, O=Let's Encrypt, C=US",E1,Let's Encrypt,ffaf61f780c64ded4d3062e8bb6b4f4e,b405f5e06bbf5dc375348bce1add75eb81b61a44512147faa6c4b0c4f3675689,ctls,access.epam.com,cloudflare,443,https://learnstudio.epam.com:443,https,cloudflare,text/html,GET,104.18.12.91,/,-317595666,2606:4700::6812:d5b,HTTP/3,355,False,True,True,https://*.mtcaptcha.com,,https://access.epam.com/auth/realms/plusx/broker/epam-microsoft/login?session_code=QxyZNhSioOz6q-nPYW2LupuRBrCCgmbAnGYKVyc7R9I&client_id=oauth-client.epm-tmc.learn_studio.prod&tab_id=Blh3WAloeXw,,,
letter.epam.com,Error,400,16492,access.epam.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-17T07:26:42Z,2023-09-15T07:26:41Z,CN=access.epam.com,access.epam.com,,access.epam.com,"CN=E1, O=Let's Encrypt, C=US",E1,Let's Encrypt,ffaf61f780c64ded4d3062e8bb6b4f4e,b405f5e06bbf5dc375348bce1add75eb81b61a44512147faa6c4b0c4f3675689,ctls,access.epam.com,cloudflare,443,https://letter.epam.com:443,https,cloudflare,text/html,GET,104.18.12.91,/,1613988629,2606:4700::6812:d5b,HTTP/3,355,False,True,True,https://*.mtcaptcha.com,,https://access.epam.com/auth/realms/plusx/broker/epam-microsoft/login?session_code=ZIL5TIexRJFgn-1tdHBXIhXq5V8TUuX8_m_iMVKRJO8&client_id=oauth-client.epm-eag.ztna.prod&tab_id=7-32deGiamw,,,
levelup.epam.com,Sign In to EPAM,200,48568,access.epam.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-17T07:26:42Z,2023-09-15T07:26:41Z,CN=access.epam.com,access.epam.com,,access.epam.com,"CN=E1, O=Let's Encrypt, C=US",E1,Let's Encrypt,ffaf61f780c64ded4d3062e8bb6b4f4e,b405f5e06bbf5dc375348bce1add75eb81b61a44512147faa6c4b0c4f3675689,ctls,access.epam.com,cloudflare,443,https://levelup.epam.com:443,https,cloudflare,text/html,GET,104.18.12.91,/,390473857,2606:4700::6812:d5b,HTTP/3,730,False,True,True,cdn.jsdelivr.net,,https://access.epam.com/auth/realms/plusx/protocol/openid-connect/auth?state=PPKbyVppnzMrBCxiajhpJErLELap4rJUYU4tLByN-p24YycpQQPOYj4_VYx4gvVlc_w4zb505WznjeOsTNkpKVdSuxM9Qp8lncd514reGDmeixeDTY2MjaMvmpR2Sx6zVk8=&response_type=code&client_id=oauth-client.epm-eag.ztna.prod&redirect_uri=https%3A%2F%2Flevelup.epam.com%2Fztna-callback&target_client_id=EPM-LVUP-client,,,
library.epam.com,Error,400,16492,access.epam.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-17T07:26:42Z,2023-09-15T07:26:41Z,CN=access.epam.com,access.epam.com,,access.epam.com,"CN=E1, O=Let's Encrypt, C=US",E1,Let's Encrypt,ffaf61f780c64ded4d3062e8bb6b4f4e,b405f5e06bbf5dc375348bce1add75eb81b61a44512147faa6c4b0c4f3675689,ctls,access.epam.com,cloudflare,443,https://library.epam.com:443,https,cloudflare,text/html,GET,104.18.12.91,/,-98799297,2606:4700::6812:d5b,HTTP/3,355,False,True,True,https://*.opswat.com,,https://access.epam.com/auth/realms/plusx/broker/epam-microsoft/login?session_code=ytaS3xW4qNlGT59BrUQ66vorwsFIeGKOSMjZWFxNMII&client_id=oauth-client.epm-eag.ztna.prod&tab_id=Pa12rWbnFgM,,,
links.ami.epam.com,Site Not Found,404,10601,links.ami.epam.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-10T14:07:14Z,2023-10-08T14:07:13Z,CN=firebaseapp.com,firebaseapp.com,,*.firebaseapp.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,119af014820a9559da7733a040620707,9f67ae8b31681190978b947cc037d1505483779407469236323fa33c9a850204,ctls,links.ami.epam.com,fastly,443,https://links.ami.epam.com:443,https,,text/html,GET,151.101.65.195,/,418528509,151.101.1.195,HTTP/3,107,False,True,True,,True,,,,
links.connect.epam.com,Welcome to Firebase Hosting,200,4543,links.connect.epam.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-07T11:10:05Z,2023-10-05T12:08:22Z,CN=vida-studio-prd.vdms-remote.com,vida-studio-prd.vdms-remote.com,,mapeamentotributario.tec.br,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,07ff7f06a1f6893580c2ffe0aea6ae72,c85807efb22e8e91f3481ea297520909acfd68d82b23cf9555da950fbc9946be,ctls,links.connect.epam.com,fastly,443,https://links.connect.epam.com:443,https,,text/html,GET,151.101.65.195,/,-336973701,151.101.1.195,HTTP/3,94,False,True,,url=https://connect.epam.com/,,,,,
locations.epam.com,,403,16,locations.epam.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-17T00:00:00Z,2024-01-16T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",locations.epam.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",62597a02fcf94c3b89a33205fc0ad15a,ef581f3a19ffab602a2b58de5b4bcc7574ae43868a23de99d1d3d91e789ffaa8,ctls,locations.epam.com,cloudflare,443,https://locations.epam.com:443,https,cloudflare,text/plain,GET,104.18.12.91,/,1253481126,2606:4700::6812:d5b,HTTP/3,1,False,True,,,,,,,
login-demo.telescope.epam.com,Welcome to Keycloak,200,4085,login-demo.telescope.epam.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-29T00:00:00Z,2023-12-28T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",c0f1b76814a180bcc76c739795d062a0,f387b1a4d59a88f1f13794c5c481f6dc49f6fde72d11eb318e1d8cba41ecbfc4,ctls,login-demo.telescope.epam.com,cloudflare,443,https://login-demo.telescope.epam.com:443,https,cloudflare,text/html,GET,104.18.8.77,/,-1956922845,2606:4700::6812:94d,HTTP/3,89,False,True,,,,https://login-demo.telescope.epam.com/auth/,,,
login-docs.epam.com,,404,12784,login-docs.epam.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-17T00:00:00Z,2024-07-16T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",login-docs.epam.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",8b7ea2ab43b1ecde66a26ca1610a794e,824b1ef65cfde995b51724d0eb4f1184b8f75cb9b10411d04f37e239f0166c98,ctls,login-docs.epam.com,cloudflare,443,https://login-docs.epam.com:443,https,cloudflare,,GET,104.18.12.91,/,1650841424,2606:4700::6812:d5b,HTTP/3,152,False,True,,,,,,,
login-stage.docs.epam.com,Attention Required! | Cloudflare,403,4515,login-stage.docs.epam.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-31T00:00:00Z,2024-03-29T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",login-stage.docs.epam.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",2522df27eb423484804af1f4fe2c0dc8,a7879085ffb6e3a97f2f0b20bdf77523553f2df719ab2dc275441b2aad3d46c4,ctls,login-stage.docs.epam.com,cloudflare,443,https://login-stage.docs.epam.com:443,https,cloudflare,text/html,GET,104.18.20.196,/,1465209202,2606:4700::6812:15c4,HTTP/3,94,False,True,,,,,,,
logs-infra-vodc.lab.epam.com,,403,16,logs-infra-vodc.lab.epam.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-07T00:00:00Z,2024-03-05T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ac02e5010ff3d34561217958a72057ff,ce10743279cb4d8536f52b7e91905c4252e13927db9f33b7a07a623114cfaf2c,ctls,logs-infra-vodc.lab.epam.com,cloudflare,443,https://logs-infra-vodc.lab.epam.com:443,https,cloudflare,text/plain,GET,104.18.12.91,/,1253481126,2606:4700::6812:d5b,HTTP/3,1,False,True,,,,,,,
logs.epm-ppa.projects.epam.com,Error,400,16493,access-staging.epam.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-31T18:13:00Z,2023-10-29T18:12:59Z,CN=access-staging.epam.com,access-staging.epam.com,,*.access-staging.epam.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,4b827ed31a3ae7ebba618fb4619bda02,b89c5d2271a230fc6b829d4a359cab86ef4627cddc3b92e3e01fd086f6f31538,ctls,access-staging.epam.com,cloudflare,443,https://logs.epm-ppa.projects.epam.com:443,https,cloudflare,text/html,GET,104.18.12.91,/,1294277118,2606:4700::6812:d5b,HTTP/3,362,False,True,True,*.googletagmanager.com,,https://access-staging.epam.com/auth/realms/plusx/broker/epam-microsoft/login?session_code=4pC5yCEPjBfRbG1k1KwmuvCKSnSHq8e8Qau5faWhujU&client_id=oauth-client.epm-eag.ztna.stage&tab_id=Aix4CuHDJKk,,,
lyncdiscover.epam.com,,200,352,lyncdiscover.epam.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,2023-02-03T18:41:36Z,2024-01-29T18:41:36Z,"CN=*.online.lync.com, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",*.online.lync.com,Microsoft Corporation,*.lync.com,"CN=Microsoft Azure TLS Issuing CA 06, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 06,Microsoft Corporation,2caac3e97714f2cd46d17017c8f7ca9e,f38e6481f423e45388c4b40cabf45c6641d3131d29bed689eac88c27936a5618,ctls,lyncdiscover.epam.com,,443,https://lyncdiscover.epam.com:443,https,,application/json,GET,52.112.196.45,/,986877827,2603:1037:0:5::e,Azure,1,False,,True,,True,,,,
maestro3.cloud.epam.com,EPAM Cloud,200,16576,maestro3.cloud.epam.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-21T00:00:00Z,2024-07-20T23:59:59Z,CN=*.cloud.epam.com,*.cloud.epam.com,,cloud.epam.com,"CN=ZeroSSL RSA Domain Secure Site CA, O=ZeroSSL, C=AT",ZeroSSL RSA Domain Secure Site CA,ZeroSSL,aa5c234dc59cc80fe862045fdb5c33cb,0ee47c397e917082ab49b74574ecfa22e80fa573311682c169594c33955efefc,ctls,maestro3.cloud.epam.com,cloudfront,80,http://maestro3.cloud.epam.com:80,http,AmazonS3,text/html,GET,13.225.78.73,/,-1790432945,2600:9000:21f3:4800:6:f127:2780:93a1,Amazon Web Services,92,False,True,True,,,https://maestro3.cloud.epam.com/,,,
mail.epam.com,Error,200,24860,auxlogin.epam.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-12-17T00:00:00Z,2023-12-17T23:59:59Z,CN=auxlogin.epam.com,auxlogin.epam.com,,www.auxlogin.epam.com,"CN=ZeroSSL RSA Domain Secure Site CA, O=ZeroSSL, C=AT",ZeroSSL RSA Domain Secure Site CA,ZeroSSL,4dfe0140045f9054e06e508848b0c653,df0ed23d431e45b271aa56fce9b35f0146cd1d8039d6a2d8ce01c88648d48341,ctls,auxlogin.epam.com,,443,https://mail.epam.com:443,https,Microsoft-HTTPAPI/2.0 Microsoft-HTTPAPI/2.0,text/html,GET,91.120.43.4,/,-874116998,91.120.43.4,Microsoft HTTPAPI:2.0,689,False,,,https://crm2.stage365.epm-crm.projects.epam.com/,,https://auxlogin.epam.com/adfs/ls/?wa=wsignin1.0&wtrealm=https%3a%2f%2fmail.epam.com%2fowa%2f&wctx=rm%3d0%26id%3dpassive%26ru%3d%252fowa%252f&wct=2023-08-01T17%3a18%3a51Z,,,
menu.epam.com,Sign In to EPAM,200,48586,access.epam.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-17T07:26:42Z,2023-09-15T07:26:41Z,CN=access.epam.com,access.epam.com,,access.epam.com,"CN=E1, O=Let's Encrypt, C=US",E1,Let's Encrypt,ffaf61f780c64ded4d3062e8bb6b4f4e,b405f5e06bbf5dc375348bce1add75eb81b61a44512147faa6c4b0c4f3675689,ctls,access.epam.com,cloudflare,443,https://menu.epam.com:443,https,cloudflare,text/html,GET,104.18.12.91,/,1192035467,2606:4700::6812:d5b,HTTP/3,730,False,True,True,fonts.googleapis.com,,https://access.epam.com/auth/realms/plusx/protocol/openid-connect/auth?state=VT5ic7geQlIGP1wDSqajqvr2aT9gU5xiLyLE-uiEfyhKyIxS7Vt5pHQmitonA-19teEz4LC7SC4JWRVMvGvH02hjP5Z3wt4udkBw1FOryjfnXiWewBVZz9u3fxw=&response_type=code&client_id=oauth-client.epm-eag.ztna.prod&redirect_uri=https%3A%2F%2Fmenu.epam.com%2Fztna-callback&target_client_id=oauth-client.epm-uui.menu,,,
metrics-infra-vodc.lab.epam.com,,403,16,metrics-infra-vodc.lab.epam.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-07T00:00:00Z,2024-03-05T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",metrics-infra-vodc.lab.epam.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",7ea28051ca44f86406b2bd6a12565467,3dfedb93d690f2862dba5096bb978ffaca4d8881255f9e914340fe3208148174,ctls,metrics-infra-vodc.lab.epam.com,cloudflare,443,https://metrics-infra-vodc.lab.epam.com:443,https,cloudflare,text/plain,GET,104.18.12.91,/,1253481126,2606:4700::6812:d5b,HTTP/3,1,False,True,,,,,,,
minio.ofp.gcp.gnrg-osdu.projects.epam.com,MinIO Console,200,1310,minio.ofp.gcp.gnrg-osdu.projects.epam.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-19T06:56:12Z,2023-08-17T06:56:11Z,CN=minio.ofp.gcp.gnrg-osdu.projects.epam.com,minio.ofp.gcp.gnrg-osdu.projects.epam.com,,minio.ofp.gcp.gnrg-osdu.projects.epam.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,332a597ffe169007f64a2210163a4b3d,f1499129da3d7d34663442cfa5cf5142163163dc83166b7b8efeb43f3ae5a66c,ctls,minio.ofp.gcp.gnrg-osdu.projects.epam.com,google,443,https://minio.ofp.gcp.gnrg-osdu.projects.epam.com:443,https,istio-envoy,text/html,GET,34.69.142.167,/,2131841471,34.69.142.167,Envoy,1,False,True,,,,,,,
minio.ref.gcp.gnrg-osdu.projects.epam.com,MinIO Console,200,1310,minio.ref.gcp.gnrg-osdu.projects.epam.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-22T10:47:19Z,2023-10-20T10:47:18Z,CN=minio.ref.gcp.gnrg-osdu.projects.epam.com,minio.ref.gcp.gnrg-osdu.projects.epam.com,,minio.ref.gcp.gnrg-osdu.projects.epam.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,477d970608b89ba6e297750cc8bf239d,136dc4fe771fd0ccb0e821b6dc5ee12f42d6ae2d4fbb274601db7dca4eec72ea,ctls,minio.ref.gcp.gnrg-osdu.projects.epam.com,google,443,https://minio.ref.gcp.gnrg-osdu.projects.epam.com:443,https,istio-envoy,text/html,GET,34.67.208.38,/,2131841471,34.67.208.38,Envoy,1,False,True,,,,,,,
